UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE GENDER,BN CANDIDATE AGE,BN VOTE,PH,PH CANDIDATE,PH CANDIDATE GENDER,PH CANDIDATE AGE,PH VOTE,PN,PN CANDIDATE,PN CANDIDATE GENDER,PN CANDIDATE AGE,PN VOTE,GTA,GTA CANDIDATE,GTA CANDIDATE GENDER,GTA CANDIDATE AGE,GTA VOTE,GPS,GPS CANDIDATE,GPS CANDIDATE GENDER,GPS CANDIDATE AGE,GPS VOTE,GRS,GRS CANDIDATE,GRS CANDIDATE GENDER,GRS CANDIDATE AGE,GRS VOTE,WARISAN,WARISAN CANDIDATE,WARISAN CANDIDATE GENDER,WARISAN CANDIDATE AGE,WARISAN VOTE,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE GENDER,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE GENDER,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (3),OTHER PARTY (3) CANDIDATE,OTHER PARTY (3) CANDIDATE GENDER,OTHER PARTY (3) CANDIDATE AGE,OTHER PARTY (3) VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE GENDER,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE GENDER,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,INDEPENDENT 3,INDEPENDENT 3 CANDIDATE,INDEPENDENT 3 CANDIDATE GENDER,INDEPENDENT 3 CANDIDATE AGE,INDEPENDENT 3 VOTE,INDEPENDENT 4,INDEPENDENT 4 CANDIDATE,INDEPENDENT 4 CANDIDATE GENDER,INDEPENDENT 4 CANDIDATE AGE,INDEPENDENT 4 VOTE,XXX,YYY,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,VERIFY
P.005_N.04_005/04/07_2,,NORMAL VOTE,P.005,JERLUN,N.04,AYER HITAM,005/04/07,KAMPUNG PIDA,"SEKOLAH KEBANGSAAN PIDA TIGA, TUNJANG",2,482,UMNO,OTHMAN BIN AZIZ,MALE,63,112,PKR,DR. MOHAMED FADZIL MOHD ALI,MALE,48,17,PAS,DR. ABD GHANI AHMAD,MALE,52,315,PEJUANG,DATO' SERI UTAMA MUKHRIZ MAHATHIR,MALE,58,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475,7,0,TRUE
P.005_N.04_005/04/07_3,,NORMAL VOTE,P.005,JERLUN,N.04,AYER HITAM,005/04/07,KAMPUNG PIDA,"SEKOLAH KEBANGSAAN PIDA TIGA, TUNJANG",3,435,UMNO,OTHMAN BIN AZIZ,MALE,63,79,PKR,DR. MOHAMED FADZIL MOHD ALI,MALE,48,13,PAS,DR. ABD GHANI AHMAD,MALE,52,319,PEJUANG,DATO' SERI UTAMA MUKHRIZ MAHATHIR,MALE,58,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429,6,0,TRUE
P.005_N.04_005/04/07_4,,NORMAL VOTE,P.005,JERLUN,N.04,AYER HITAM,005/04/07,KAMPUNG PIDA,"SEKOLAH KEBANGSAAN PIDA TIGA, TUNJANG",4,477,UMNO,OTHMAN BIN AZIZ,MALE,63,84,PKR,DR. MOHAMED FADZIL MOHD ALI,MALE,48,14,PAS,DR. ABD GHANI AHMAD,MALE,52,358,PEJUANG,DATO' SERI UTAMA MUKHRIZ MAHATHIR,MALE,58,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474,3,0,TRUE
P.005_N.04_005/04/08_1,,NORMAL VOTE,P.005,JERLUN,N.04,AYER HITAM,005/04/08,KAMPUNG GURINDAM,"SEKOLAH KEBANGSAAN PULAU CHAPA, JITRA",1,361,UMNO,OTHMAN BIN AZIZ,MALE,63,120,PKR,DR. MOHAMED FADZIL MOHD ALI,MALE,48,14,PAS,DR. ABD GHANI AHMAD,MALE,52,197,PEJUANG,DATO' SERI UTAMA MUKHRIZ MAHATHIR,MALE,58,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351,10,0,TRUE
P.005_N.04_005/04/08_2,,NORMAL VOTE,P.005,JERLUN,N.04,AYER HITAM,005/04/08,KAMPUNG GURINDAM,"SEKOLAH KEBANGSAAN PULAU CHAPA, JITRA",2,534,UMNO,OTHMAN BIN AZIZ,MALE,63,103,PKR,DR. MOHAMED FADZIL MOHD ALI,MALE,48,16,PAS,DR. ABD GHANI AHMAD,MALE,52,381,PEJUANG,DATO' SERI UTAMA MUKHRIZ MAHATHIR,MALE,58,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527,7,0,TRUE
P.005_N.04_005/04/08_3,,NORMAL VOTE,P.005,JERLUN,N.04,AYER HITAM,005/04/08,KAMPUNG GURINDAM,"SEKOLAH KEBANGSAAN PULAU CHAPA, JITRA",3,501,UMNO,OTHMAN BIN AZIZ,MALE,63,69,PKR,DR. MOHAMED FADZIL MOHD ALI,MALE,48,21,PAS,DR. ABD GHANI AHMAD,MALE,52,395,PEJUANG,DATO' SERI UTAMA MUKHRIZ MAHATHIR,MALE,58,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501,0,0,TRUE
P.005_N.04_005/04/09_1,,NORMAL VOTE,P.005,JERLUN,N.04,AYER HITAM,005/04/09,ALOR BIAK,"SEKOLAH JENIS KEBANGSAAN (CINA) YUH MIN, SUNGAI KOROK",1,337,UMNO,OTHMAN BIN AZIZ,MALE,63,78,PKR,DR. MOHAMED FADZIL MOHD ALI,MALE,48,36,PAS,DR. ABD GHANI AHMAD,MALE,52,203,PEJUANG,DATO' SERI UTAMA MUKHRIZ MAHATHIR,MALE,58,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,7,0,TRUE
P.005_N.04_005/04/09_2,,NORMAL VOTE,P.005,JERLUN,N.04,AYER HITAM,005/04/09,ALOR BIAK,"SEKOLAH JENIS KEBANGSAAN (CINA) YUH MIN, SUNGAI KOROK",2,388,UMNO,OTHMAN BIN AZIZ,MALE,63,68,PKR,DR. MOHAMED FADZIL MOHD ALI,MALE,48,70,PAS,DR. ABD GHANI AHMAD,MALE,52,229,PEJUANG,DATO' SERI UTAMA MUKHRIZ MAHATHIR,MALE,58,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384,4,0,TRUE
P.005_N.04_005/04/09_3,,NORMAL VOTE,P.005,JERLUN,N.04,AYER HITAM,005/04/09,ALOR BIAK,"SEKOLAH JENIS KEBANGSAAN (CINA) YUH MIN, SUNGAI KOROK",3,543,UMNO,OTHMAN BIN AZIZ,MALE,63,63,PKR,DR. MOHAMED FADZIL MOHD ALI,MALE,48,56,PAS,DR. ABD GHANI AHMAD,MALE,52,403,PEJUANG,DATO' SERI UTAMA MUKHRIZ MAHATHIR,MALE,58,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543,0,0,TRUE
P.005_N.04_005/04/09_4,,NORMAL VOTE,P.005,JERLUN,N.04,AYER HITAM,005/04/09,ALOR BIAK,"SEKOLAH JENIS KEBANGSAAN (CINA) YUH MIN, SUNGAI KOROK",4,557,UMNO,OTHMAN BIN AZIZ,MALE,63,65,PKR,DR. MOHAMED FADZIL MOHD ALI,MALE,48,60,PAS,DR. ABD GHANI AHMAD,MALE,52,421,PEJUANG,DATO' SERI UTAMA MUKHRIZ MAHATHIR,MALE,58,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557,0,0,TRUE
P.005_N.04_005/04/10_1,,NORMAL VOTE,P.005,JERLUN,N.04,AYER HITAM,005/04/10,KUBANG SEPAT,"SEKOLAH MENENGAH AGAMA HIDAYAH ISLAMIAH, ALOR BIAK",1,368,UMNO,OTHMAN BIN AZIZ,MALE,63,80,PKR,DR. MOHAMED FADZIL MOHD ALI,MALE,48,67,PAS,DR. ABD GHANI AHMAD,MALE,52,184,PEJUANG,DATO' SERI UTAMA MUKHRIZ MAHATHIR,MALE,58,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,22,0,TRUE
P.005_N.04_005/04/10_2,,NORMAL VOTE,P.005,JERLUN,N.04,AYER HITAM,005/04/10,KUBANG SEPAT,"SEKOLAH MENENGAH AGAMA HIDAYAH ISLAMIAH, ALOR BIAK",2,588,UMNO,OTHMAN BIN AZIZ,MALE,63,108,PKR,DR. MOHAMED FADZIL MOHD ALI,MALE,48,62,PAS,DR. ABD GHANI AHMAD,MALE,52,382,PEJUANG,DATO' SERI UTAMA MUKHRIZ MAHATHIR,MALE,58,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581,7,0,TRUE
P.005_N.04_005/04/10_3,,NORMAL VOTE,P.005,JERLUN,N.04,AYER HITAM,005/04/10,KUBANG SEPAT,"SEKOLAH MENENGAH AGAMA HIDAYAH ISLAMIAH, ALOR BIAK",3,576,UMNO,OTHMAN BIN AZIZ,MALE,63,73,PKR,DR. MOHAMED FADZIL MOHD ALI,MALE,48,49,PAS,DR. ABD GHANI AHMAD,MALE,52,439,PEJUANG,DATO' SERI UTAMA MUKHRIZ MAHATHIR,MALE,58,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576,0,0,TRUE
P.005_N.04_005/04/11_1,,NORMAL VOTE,P.005,JERLUN,N.04,AYER HITAM,005/04/11,LANA BULU,"SEKOLAH KEBANGSAAN DATO' SRI SYED AHMAD, AYER HITAM",1,320,UMNO,OTHMAN BIN AZIZ,MALE,63,112,PKR,DR. MOHAMED FADZIL MOHD ALI,MALE,48,34,PAS,DR. ABD GHANI AHMAD,MALE,52,157,PEJUANG,DATO' SERI UTAMA MUKHRIZ MAHATHIR,MALE,58,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,8,0,TRUE
P.005_N.04_005/04/11_2,,NORMAL VOTE,P.005,JERLUN,N.04,AYER HITAM,005/04/11,LANA BULU,"SEKOLAH KEBANGSAAN DATO' SRI SYED AHMAD, AYER HITAM",2,386,UMNO,OTHMAN BIN AZIZ,MALE,63,116,PKR,DR. MOHAMED FADZIL MOHD ALI,MALE,48,37,PAS,DR. ABD GHANI AHMAD,MALE,52,209,PEJUANG,DATO' SERI UTAMA MUKHRIZ MAHATHIR,MALE,58,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381,5,0,TRUE
P.005_N.04_005/04/11_3,,NORMAL VOTE,P.005,JERLUN,N.04,AYER HITAM,005/04/11,LANA BULU,"SEKOLAH KEBANGSAAN DATO' SRI SYED AHMAD, AYER HITAM",3,537,UMNO,OTHMAN BIN AZIZ,MALE,63,123,PKR,DR. MOHAMED FADZIL MOHD ALI,MALE,48,52,PAS,DR. ABD GHANI AHMAD,MALE,52,329,PEJUANG,DATO' SERI UTAMA MUKHRIZ MAHATHIR,MALE,58,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534,3,0,TRUE
P.005_N.04_005/04/11_4,,NORMAL VOTE,P.005,JERLUN,N.04,AYER HITAM,005/04/11,LANA BULU,"SEKOLAH KEBANGSAAN DATO' SRI SYED AHMAD, AYER HITAM",4,484,UMNO,OTHMAN BIN AZIZ,MALE,63,90,PKR,DR. MOHAMED FADZIL MOHD ALI,MALE,48,29,PAS,DR. ABD GHANI AHMAD,MALE,52,348,PEJUANG,DATO' SERI UTAMA MUKHRIZ MAHATHIR,MALE,58,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483,1,0,TRUE
P.005_N.04_005/04/11_5,,NORMAL VOTE,P.005,JERLUN,N.04,AYER HITAM,005/04/11,LANA BULU,"SEKOLAH KEBANGSAAN DATO' SRI SYED AHMAD, AYER HITAM",5,545,UMNO,OTHMAN BIN AZIZ,MALE,63,104,PKR,DR. MOHAMED FADZIL MOHD ALI,MALE,48,36,PAS,DR. ABD GHANI AHMAD,MALE,52,389,PEJUANG,DATO' SERI UTAMA MUKHRIZ MAHATHIR,MALE,58,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545,0,0,TRUE
P.005_N.04_005/04/12_1,,NORMAL VOTE,P.005,JERLUN,N.04,AYER HITAM,005/04/12,PERMATANG PAKU,"SEKOLAH KEBANGSAAN MATANG PAKU, AYER HITAM",1,353,UMNO,OTHMAN BIN AZIZ,MALE,63,100,PKR,DR. MOHAMED FADZIL MOHD ALI,MALE,48,15,PAS,DR. ABD GHANI AHMAD,MALE,52,219,PEJUANG,DATO' SERI UTAMA MUKHRIZ MAHATHIR,MALE,58,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,9,0,TRUE
P.005_N.04_005/04/12_2,,NORMAL VOTE,P.005,JERLUN,N.04,AYER HITAM,005/04/12,PERMATANG PAKU,"SEKOLAH KEBANGSAAN MATANG PAKU, AYER HITAM",2,388,UMNO,OTHMAN BIN AZIZ,MALE,63,93,PKR,DR. MOHAMED FADZIL MOHD ALI,MALE,48,27,PAS,DR. ABD GHANI AHMAD,MALE,52,253,PEJUANG,DATO' SERI UTAMA MUKHRIZ MAHATHIR,MALE,58,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384,4,0,TRUE
P.005_N.04_005/04/12_3,,NORMAL VOTE,P.005,JERLUN,N.04,AYER HITAM,005/04/12,PERMATANG PAKU,"SEKOLAH KEBANGSAAN MATANG PAKU, AYER HITAM",3,503,UMNO,OTHMAN BIN AZIZ,MALE,63,81,PKR,DR. MOHAMED FADZIL MOHD ALI,MALE,48,27,PAS,DR. ABD GHANI AHMAD,MALE,52,371,PEJUANG,DATO' SERI UTAMA MUKHRIZ MAHATHIR,MALE,58,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501,2,0,TRUE
P.005_N.04_005/04/12_4,,NORMAL VOTE,P.005,JERLUN,N.04,AYER HITAM,005/04/12,PERMATANG PAKU,"SEKOLAH KEBANGSAAN MATANG PAKU, AYER HITAM",4,526,UMNO,OTHMAN BIN AZIZ,MALE,63,85,PKR,DR. MOHAMED FADZIL MOHD ALI,MALE,48,17,PAS,DR. ABD GHANI AHMAD,MALE,52,404,PEJUANG,DATO' SERI UTAMA MUKHRIZ MAHATHIR,MALE,58,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524,2,0,TRUE
P.005_N.04_005/04/13_1,,NORMAL VOTE,P.005,JERLUN,N.04,AYER HITAM,005/04/13,MATANG BONGLAI,"SEKOLAH KEBANGSAAN TUNKU LAKSAMANA, AYER HITAM",1,355,UMNO,OTHMAN BIN AZIZ,MALE,63,83,PKR,DR. MOHAMED FADZIL MOHD ALI,MALE,48,24,PAS,DR. ABD GHANI AHMAD,MALE,52,224,PEJUANG,DATO' SERI UTAMA MUKHRIZ MAHATHIR,MALE,58,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,5,0,TRUE
P.005_N.04_005/04/13_2,,NORMAL VOTE,P.005,JERLUN,N.04,AYER HITAM,005/04/13,MATANG BONGLAI,"SEKOLAH KEBANGSAAN TUNKU LAKSAMANA, AYER HITAM",2,374,UMNO,OTHMAN BIN AZIZ,MALE,63,73,PKR,DR. MOHAMED FADZIL MOHD ALI,MALE,48,42,PAS,DR. ABD GHANI AHMAD,MALE,52,240,PEJUANG,DATO' SERI UTAMA MUKHRIZ MAHATHIR,MALE,58,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372,2,0,TRUE
P.005_N.04_005/04/13_3,,NORMAL VOTE,P.005,JERLUN,N.04,AYER HITAM,005/04/13,MATANG BONGLAI,"SEKOLAH KEBANGSAAN TUNKU LAKSAMANA, AYER HITAM",3,458,UMNO,OTHMAN BIN AZIZ,MALE,63,58,PKR,DR. MOHAMED FADZIL MOHD ALI,MALE,48,27,PAS,DR. ABD GHANI AHMAD,MALE,52,351,PEJUANG,DATO' SERI UTAMA MUKHRIZ MAHATHIR,MALE,58,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454,4,0,TRUE
P.005_N.04_005/04/13_4,,NORMAL VOTE,P.005,JERLUN,N.04,AYER HITAM,005/04/13,MATANG BONGLAI,"SEKOLAH KEBANGSAAN TUNKU LAKSAMANA, AYER HITAM",4,449,UMNO,OTHMAN BIN AZIZ,MALE,63,58,PKR,DR. MOHAMED FADZIL MOHD ALI,MALE,48,27,PAS,DR. ABD GHANI AHMAD,MALE,52,344,PEJUANG,DATO' SERI UTAMA MUKHRIZ MAHATHIR,MALE,58,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445,4,0,TRUE
P.005_N.04_005/04/14_1,,NORMAL VOTE,P.005,JERLUN,N.04,AYER HITAM,005/04/14,JERLUN,"SEKOLAH MENENGAH KEBANGSAAN JERLUN, AYER HITAM",1,332,UMNO,OTHMAN BIN AZIZ,MALE,63,106,PKR,DR. MOHAMED FADZIL MOHD ALI,MALE,48,79,PAS,DR. ABD GHANI AHMAD,MALE,52,103,PEJUANG,DATO' SERI UTAMA MUKHRIZ MAHATHIR,MALE,58,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,11,0,TRUE
P.005_N.04_005/04/14_2,,NORMAL VOTE,P.005,JERLUN,N.04,AYER HITAM,005/04/14,JERLUN,"SEKOLAH MENENGAH KEBANGSAAN JERLUN, AYER HITAM",2,376,UMNO,OTHMAN BIN AZIZ,MALE,63,102,PKR,DR. MOHAMED FADZIL MOHD ALI,MALE,48,82,PAS,DR. ABD GHANI AHMAD,MALE,52,158,PEJUANG,DATO' SERI UTAMA MUKHRIZ MAHATHIR,MALE,58,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,7,0,TRUE
P.005_N.04_005/04/14_3,,NORMAL VOTE,P.005,JERLUN,N.04,AYER HITAM,005/04/14,JERLUN,"SEKOLAH MENENGAH KEBANGSAAN JERLUN, AYER HITAM",3,576,UMNO,OTHMAN BIN AZIZ,MALE,63,120,PKR,DR. MOHAMED FADZIL MOHD ALI,MALE,48,89,PAS,DR. ABD GHANI AHMAD,MALE,52,303,PEJUANG,DATO' SERI UTAMA MUKHRIZ MAHATHIR,MALE,58,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563,13,0,TRUE
P.005_N.04_005/04/14_4,,NORMAL VOTE,P.005,JERLUN,N.04,AYER HITAM,005/04/14,JERLUN,"SEKOLAH MENENGAH KEBANGSAAN JERLUN, AYER HITAM",4,588,UMNO,OTHMAN BIN AZIZ,MALE,63,132,PKR,DR. MOHAMED FADZIL MOHD ALI,MALE,48,53,PAS,DR. ABD GHANI AHMAD,MALE,52,369,PEJUANG,DATO' SERI UTAMA MUKHRIZ MAHATHIR,MALE,58,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584,4,0,TRUE
P.005_N.04_005/04/15_1,,NORMAL VOTE,P.005,JERLUN,N.04,AYER HITAM,005/04/15,LUBOK PINANG,"SEKOLAH MENENGAH KEBANGSAAN AYER HITAM, AYER HITAM",1,308,UMNO,OTHMAN BIN AZIZ,MALE,63,103,PKR,DR. MOHAMED FADZIL MOHD ALI,MALE,48,57,PAS,DR. ABD GHANI AHMAD,MALE,52,113,PEJUANG,DATO' SERI UTAMA MUKHRIZ MAHATHIR,MALE,58,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,6,0,TRUE
P.005_N.04_005/04/15_2,,NORMAL VOTE,P.005,JERLUN,N.04,AYER HITAM,005/04/15,LUBOK PINANG,"SEKOLAH MENENGAH KEBANGSAAN AYER HITAM, AYER HITAM",2,362,UMNO,OTHMAN BIN AZIZ,MALE,63,98,PKR,DR. MOHAMED FADZIL MOHD ALI,MALE,48,54,PAS,DR. ABD GHANI AHMAD,MALE,52,187,PEJUANG,DATO' SERI UTAMA MUKHRIZ MAHATHIR,MALE,58,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357,5,0,TRUE
P.005_N.04_005/04/15_3,,NORMAL VOTE,P.005,JERLUN,N.04,AYER HITAM,005/04/15,LUBOK PINANG,"SEKOLAH MENENGAH KEBANGSAAN AYER HITAM, AYER HITAM",3,406,UMNO,OTHMAN BIN AZIZ,MALE,63,89,PKR,DR. MOHAMED FADZIL MOHD ALI,MALE,48,45,PAS,DR. ABD GHANI AHMAD,MALE,52,239,PEJUANG,DATO' SERI UTAMA MUKHRIZ MAHATHIR,MALE,58,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401,5,0,TRUE
P.005_N.04_005/04/15_4,,NORMAL VOTE,P.005,JERLUN,N.04,AYER HITAM,005/04/15,LUBOK PINANG,"SEKOLAH MENENGAH KEBANGSAAN AYER HITAM, AYER HITAM",4,432,UMNO,OTHMAN BIN AZIZ,MALE,63,85,PKR,DR. MOHAMED FADZIL MOHD ALI,MALE,48,33,PAS,DR. ABD GHANI AHMAD,MALE,52,278,PEJUANG,DATO' SERI UTAMA MUKHRIZ MAHATHIR,MALE,58,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429,3,0,TRUE
P.005_N.04_005/04/16_1,,NORMAL VOTE,P.005,JERLUN,N.04,AYER HITAM,005/04/16,PEKAN AYER HITAM,"SEKOLAH JENIS KEBANGSAAN (CINA) YUH MIN, AYER HITAM",1,317,UMNO,OTHMAN BIN AZIZ,MALE,63,85,PKR,DR. MOHAMED FADZIL MOHD ALI,MALE,48,122,PAS,DR. ABD GHANI AHMAD,MALE,52,82,PEJUANG,DATO' SERI UTAMA MUKHRIZ MAHATHIR,MALE,58,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,12,0,TRUE
P.005_N.04_005/04/16_2,,NORMAL VOTE,P.005,JERLUN,N.04,AYER HITAM,005/04/16,PEKAN AYER HITAM,"SEKOLAH JENIS KEBANGSAAN (CINA) YUH MIN, AYER HITAM",2,373,UMNO,OTHMAN BIN AZIZ,MALE,63,82,PKR,DR. MOHAMED FADZIL MOHD ALI,MALE,48,130,PAS,DR. ABD GHANI AHMAD,MALE,52,124,PEJUANG,DATO' SERI UTAMA MUKHRIZ MAHATHIR,MALE,58,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,6,0,TRUE
P.005_N.04_005/04/16_3,,NORMAL VOTE,P.005,JERLUN,N.04,AYER HITAM,005/04/16,PEKAN AYER HITAM,"SEKOLAH JENIS KEBANGSAAN (CINA) YUH MIN, AYER HITAM",3,492,UMNO,OTHMAN BIN AZIZ,MALE,63,84,PKR,DR. MOHAMED FADZIL MOHD ALI,MALE,48,125,PAS,DR. ABD GHANI AHMAD,MALE,52,249,PEJUANG,DATO' SERI UTAMA MUKHRIZ MAHATHIR,MALE,58,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490,2,0,TRUE
P.005_N.04_005/04/16_4,,NORMAL VOTE,P.005,JERLUN,N.04,AYER HITAM,005/04/16,PEKAN AYER HITAM,"SEKOLAH JENIS KEBANGSAAN (CINA) YUH MIN, AYER HITAM",4,491,UMNO,OTHMAN BIN AZIZ,MALE,63,72,PKR,DR. MOHAMED FADZIL MOHD ALI,MALE,48,89,PAS,DR. ABD GHANI AHMAD,MALE,52,300,PEJUANG,DATO' SERI UTAMA MUKHRIZ MAHATHIR,MALE,58,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490,1,0,TRUE
P.005_N.04_005/04/17_1,,NORMAL VOTE,P.005,JERLUN,N.04,AYER HITAM,005/04/17,KAMPUNG GANDAI,"SEKOLAH KEBANGSAAN AYER HITAM, AYER HITAM",1,345,UMNO,OTHMAN BIN AZIZ,MALE,63,92,PKR,DR. MOHAMED FADZIL MOHD ALI,MALE,48,27,PAS,DR. ABD GHANI AHMAD,MALE,52,207,PEJUANG,DATO' SERI UTAMA MUKHRIZ MAHATHIR,MALE,58,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,5,0,TRUE
P.005_N.04_005/04/17_2,,NORMAL VOTE,P.005,JERLUN,N.04,AYER HITAM,005/04/17,KAMPUNG GANDAI,"SEKOLAH KEBANGSAAN AYER HITAM, AYER HITAM",2,489,UMNO,OTHMAN BIN AZIZ,MALE,63,90,PKR,DR. MOHAMED FADZIL MOHD ALI,MALE,48,36,PAS,DR. ABD GHANI AHMAD,MALE,52,333,PEJUANG,DATO' SERI UTAMA MUKHRIZ MAHATHIR,MALE,58,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486,3,0,TRUE
P.005_N.04_005/04/17_3,,NORMAL VOTE,P.005,JERLUN,N.04,AYER HITAM,005/04/17,KAMPUNG GANDAI,"SEKOLAH KEBANGSAAN AYER HITAM, AYER HITAM",3,497,UMNO,OTHMAN BIN AZIZ,MALE,63,86,PKR,DR. MOHAMED FADZIL MOHD ALI,MALE,48,22,PAS,DR. ABD GHANI AHMAD,MALE,52,367,PEJUANG,DATO' SERI UTAMA MUKHRIZ MAHATHIR,MALE,58,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495,2,0,TRUE
P.005_N.04_005/04/18_1,,NORMAL VOTE,P.005,JERLUN,N.04,AYER HITAM,005/04/18,KUBANG NIPAH,"SEKOLAH KEBANGSAAN JERLUN, AYER HITAM",1,361,UMNO,OTHMAN BIN AZIZ,MALE,63,167,PKR,DR. MOHAMED FADZIL MOHD ALI,MALE,48,18,PAS,DR. ABD GHANI AHMAD,MALE,52,141,PEJUANG,DATO' SERI UTAMA MUKHRIZ MAHATHIR,MALE,58,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357,4,0,TRUE
