UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE GENDER,BN CANDIDATE AGE,BN VOTE,PH,PH CANDIDATE,PH CANDIDATE GENDER,PH CANDIDATE AGE,PH VOTE,PN,PN CANDIDATE,PN CANDIDATE GENDER,PN CANDIDATE AGE,PN VOTE,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE GENDER,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE GENDER,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (3),OTHER PARTY (3) CANDIDATE,OTHER PARTY (3) CANDIDATE GENDER,OTHER PARTY (3) CANDIDATE AGE,OTHER PARTY (3) VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE GENDER,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE GENDER,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED),,,
P.019_N.01_019/01/11_1,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.01,PENGKALAN KUBOR,019/01/11,KAMPUNG TELOK JERING,SEKOLAH KEBANGSAAN TELUK JERING,1,304,UMNO,DATUK ZULKIFLI TOK KRAWAT,MALE,59,208,,,,,,PAS,USTAZ LAN,MALE,57,94,,,,,,,,,,,,,,,,,,,,,,,,,,302,2,0,1,1,,,
P.019_N.01_019/01/11_2,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.01,PENGKALAN KUBOR,019/01/11,KAMPUNG TELOK JERING,SEKOLAH KEBANGSAAN TELUK JERING,2,349,UMNO,DATUK ZULKIFLI TOK KRAWAT,MALE,59,198,,,,,,PAS,USTAZ LAN,MALE,57,150,,,,,,,,,,,,,,,,,,,,,,,,,,348,1,0,1,1,,,
P.019_N.01_019/01/12_1,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.01,PENGKALAN KUBOR,019/01/12,KEDAI GETING,SEKOLAH MENENGAH KEBANGSAAN GETING,1,300,UMNO,DATUK ZULKIFLI TOK KRAWAT,MALE,59,95,,,,,,PAS,USTAZ LAN,MALE,57,201,,,,,,,,,,,,,,,,,,,,,,,,,,296,4,0,1,1,,,
P.019_N.01_019/01/12_2,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.01,PENGKALAN KUBOR,019/01/12,KEDAI GETING,SEKOLAH MENENGAH KEBANGSAAN GETING,2,454,UMNO,DATUK ZULKIFLI TOK KRAWAT,MALE,59,132,,,,,,PAS,USTAZ LAN,MALE,57,314,,,,,,,,,,,,,,,,,,,,,,,,,,446,8,0,1,1,,,
P.019_N.01_019/01/12_3,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.01,PENGKALAN KUBOR,019/01/12,KEDAI GETING,SEKOLAH MENENGAH KEBANGSAAN GETING,3,423,UMNO,DATUK ZULKIFLI TOK KRAWAT,MALE,59,109,,,,,,PAS,USTAZ LAN,MALE,57,312,,,,,,,,,,,,,,,,,,,,,,,,,,421,2,0,1,1,,,
P.019_N.01_019/01/12_4,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.01,PENGKALAN KUBOR,019/01/12,KEDAI GETING,SEKOLAH MENENGAH KEBANGSAAN GETING,4,453,UMNO,DATUK ZULKIFLI TOK KRAWAT,MALE,59,112,,,,,,PAS,USTAZ LAN,MALE,57,339,,,,,,,,,,,,,,,,,,,,,,,,,,451,2,0,1,1,,,
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
P.019_N.02_019/02/UNDI POS_1,KELANTAN,POSTAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/UNDI POS,UNDI POS,UNDI POS,1,404,UMNO,ROSDI RAZALI (RR24),MALE,39,166,,,,,,PAS,CIKGU NAN,MALE,67,189,,,,,,,,,,,,,,,,,,,,,,,,,,355,21,28,1,1,,,
P.019_N.02_019/02/00_1,KELANTAN,EARLY VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/00,UNDI AWAL,"BILIK B DEWAN TEMENGGONG, IBU PEJABAT POLIS DAERAH TUMPAT",1,222,UMNO,ROSDI RAZALI (RR24),MALE,39,97,,,,,,PAS,CIKGU NAN,MALE,67,124,,,,,,,,,,,,,,,,,,,,,,,,,,221,1,0,1,1,,,
P.019_N.02_019/02/01_1,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/01,JUBAKAR PANTAI,SEKOLAH KEBANGSAAN SUNGAI TAPANG,1,275,UMNO,ROSDI RAZALI (RR24),MALE,39,67,,,,,,PAS,CIKGU NAN,MALE,67,203,,,,,,,,,,,,,,,,,,,,,,,,,,270,5,0,1,1,,,
P.019_N.02_019/02/01_2,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/01,JUBAKAR PANTAI,SEKOLAH KEBANGSAAN SUNGAI TAPANG,2,313,UMNO,ROSDI RAZALI (RR24),MALE,39,77,,,,,,PAS,CIKGU NAN,MALE,67,234,,,,,,,,,,,,,,,,,,,,,,,,,,311,2,0,1,1,,,
P.019_N.02_019/02/01_3,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/01,JUBAKAR PANTAI,SEKOLAH KEBANGSAAN SUNGAI TAPANG,3,375,UMNO,ROSDI RAZALI (RR24),MALE,39,79,,,,,,PAS,CIKGU NAN,MALE,67,296,,,,,,,,,,,,,,,,,,,,,,,,,,375,0,0,1,1,,,
P.019_N.02_019/02/01_4,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/01,JUBAKAR PANTAI,SEKOLAH KEBANGSAAN SUNGAI TAPANG,4,314,UMNO,ROSDI RAZALI (RR24),MALE,39,64,,,,,,PAS,CIKGU NAN,MALE,67,250,,,,,,,,,,,,,,,,,,,,,,,,,,314,0,0,1,1,,,
P.019_N.02_019/02/01_5,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/01,JUBAKAR PANTAI,SEKOLAH KEBANGSAAN SUNGAI TAPANG,5,337,UMNO,ROSDI RAZALI (RR24),MALE,39,64,,,,,,PAS,CIKGU NAN,MALE,67,272,,,,,,,,,,,,,,,,,,,,,,,,,,336,1,0,1,1,,,
P.019_N.02_019/02/01_6,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/01,JUBAKAR PANTAI,SEKOLAH KEBANGSAAN SUNGAI TAPANG,6,397,UMNO,ROSDI RAZALI (RR24),MALE,39,84,,,,,,PAS,CIKGU NAN,MALE,67,312,,,,,,,,,,,,,,,,,,,,,,,,,,396,1,0,1,1,,,
P.019_N.02_019/02/02_1,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/02,DALAM RHU,SEKOLAH KEBANGSAAN TUMPAT,1,230,UMNO,ROSDI RAZALI (RR24),MALE,39,62,,,,,,PAS,CIKGU NAN,MALE,67,161,,,,,,,,,,,,,,,,,,,,,,,,,,223,7,0,1,1,,,
P.019_N.02_019/02/02_2,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/02,DALAM RHU,SEKOLAH KEBANGSAAN TUMPAT,2,262,UMNO,ROSDI RAZALI (RR24),MALE,39,68,,,,,,PAS,CIKGU NAN,MALE,67,194,,,,,,,,,,,,,,,,,,,,,,,,,,262,0,0,1,1,,,
P.019_N.02_019/02/02_3,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/02,DALAM RHU,SEKOLAH KEBANGSAAN TUMPAT,3,359,UMNO,ROSDI RAZALI (RR24),MALE,39,73,,,,,,PAS,CIKGU NAN,MALE,67,285,,,,,,,,,,,,,,,,,,,,,,,,,,358,1,0,1,1,,,
P.019_N.02_019/02/02_4,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/02,DALAM RHU,SEKOLAH KEBANGSAAN TUMPAT,4,298,UMNO,ROSDI RAZALI (RR24),MALE,39,59,,,,,,PAS,CIKGU NAN,MALE,67,238,,,,,,,,,,,,,,,,,,,,,,,,,,297,0,1,1,1,,,
P.019_N.02_019/02/02_5,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/02,DALAM RHU,SEKOLAH KEBANGSAAN TUMPAT,5,279,UMNO,ROSDI RAZALI (RR24),MALE,39,56,,,,,,PAS,CIKGU NAN,MALE,67,222,,,,,,,,,,,,,,,,,,,,,,,,,,278,1,0,1,1,,,
P.019_N.02_019/02/02_6,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/02,DALAM RHU,SEKOLAH KEBANGSAAN TUMPAT,6,365,UMNO,ROSDI RAZALI (RR24),MALE,39,67,,,,,,PAS,CIKGU NAN,MALE,67,297,,,,,,,,,,,,,,,,,,,,,,,,,,364,1,0,1,1,,,
P.019_N.02_019/02/03_1,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/03,BANDAR TUMPAT,SEKOLAH KEBANGSAAN TUMPAT (1),1,208,UMNO,ROSDI RAZALI (RR24),MALE,39,99,,,,,,PAS,CIKGU NAN,MALE,67,104,,,,,,,,,,,,,,,,,,,,,,,,,,203,5,0,1,1,,,
P.019_N.02_019/02/03_2,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/03,BANDAR TUMPAT,SEKOLAH KEBANGSAAN TUMPAT (1),2,263,UMNO,ROSDI RAZALI (RR24),MALE,39,118,,,,,,PAS,CIKGU NAN,MALE,67,145,,,,,,,,,,,,,,,,,,,,,,,,,,263,0,0,1,1,,,
P.019_N.02_019/02/03_3,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/03,BANDAR TUMPAT,SEKOLAH KEBANGSAAN TUMPAT (1),3,353,UMNO,ROSDI RAZALI (RR24),MALE,39,129,,,,,,PAS,CIKGU NAN,MALE,67,215,,,,,,,,,,,,,,,,,,,,,,,,,,344,9,0,1,1,,,
P.019_N.02_019/02/03_4,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/03,BANDAR TUMPAT,SEKOLAH KEBANGSAAN TUMPAT (1),4,293,UMNO,ROSDI RAZALI (RR24),MALE,39,93,,,,,,PAS,CIKGU NAN,MALE,67,200,,,,,,,,,,,,,,,,,,,,,,,,,,293,0,0,1,1,,,
P.019_N.02_019/02/03_5,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/03,BANDAR TUMPAT,SEKOLAH KEBANGSAAN TUMPAT (1),5,384,UMNO,ROSDI RAZALI (RR24),MALE,39,115,,,,,,PAS,CIKGU NAN,MALE,67,268,,,,,,,,,,,,,,,,,,,,,,,,,,383,1,0,1,1,,,
P.019_N.02_019/02/04_1,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/04,TANJONG KUALA,SEKOLAH KEBANGSAAN SRI TUMPAT (2),1,240,UMNO,ROSDI RAZALI (RR24),MALE,39,94,,,,,,PAS,CIKGU NAN,MALE,67,143,,,,,,,,,,,,,,,,,,,,,,,,,,237,3,0,1,1,,,
P.019_N.02_019/02/04_2,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/04,TANJONG KUALA,SEKOLAH KEBANGSAAN SRI TUMPAT (2),2,330,UMNO,ROSDI RAZALI (RR24),MALE,39,125,,,,,,PAS,CIKGU NAN,MALE,67,201,,,,,,,,,,,,,,,,,,,,,,,,,,326,4,0,1,1,,,
P.019_N.02_019/02/04_3,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/04,TANJONG KUALA,SEKOLAH KEBANGSAAN SRI TUMPAT (2),3,268,UMNO,ROSDI RAZALI (RR24),MALE,39,82,,,,,,PAS,CIKGU NAN,MALE,67,184,,,,,,,,,,,,,,,,,,,,,,,,,,266,2,0,1,1,,,
P.019_N.02_019/02/04_4,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/04,TANJONG KUALA,SEKOLAH KEBANGSAAN SRI TUMPAT (2),4,354,UMNO,ROSDI RAZALI (RR24),MALE,39,117,,,,,,PAS,CIKGU NAN,MALE,67,233,,,,,,,,,,,,,,,,,,,,,,,,,,350,4,0,1,1,,,
P.019_N.02_019/02/05_1,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/05,KAMPUNG BESUT,KOMPLEKS PERPADUAN JAJAHAN TUMPAT,1,263,UMNO,ROSDI RAZALI (RR24),MALE,39,175,,,,,,PAS,CIKGU NAN,MALE,67,79,,,,,,,,,,,,,,,,,,,,,,,,,,254,9,0,1,1,,,
P.019_N.02_019/02/05_2,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/05,KAMPUNG BESUT,KOMPLEKS PERPADUAN JAJAHAN TUMPAT,2,289,UMNO,ROSDI RAZALI (RR24),MALE,39,57,,,,,,PAS,CIKGU NAN,MALE,67,230,,,,,,,,,,,,,,,,,,,,,,,,,,287,2,0,1,1,,,
P.019_N.02_019/02/05_3,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/05,KAMPUNG BESUT,KOMPLEKS PERPADUAN JAJAHAN TUMPAT,3,255,UMNO,ROSDI RAZALI (RR24),MALE,39,68,,,,,,PAS,CIKGU NAN,MALE,67,187,,,,,,,,,,,,,,,,,,,,,,,,,,255,0,0,1,1,,,
P.019_N.02_019/02/05_4,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/05,KAMPUNG BESUT,KOMPLEKS PERPADUAN JAJAHAN TUMPAT,4,306,UMNO,ROSDI RAZALI (RR24),MALE,39,81,,,,,,PAS,CIKGU NAN,MALE,67,225,,,,,,,,,,,,,,,,,,,,,,,,,,306,0,0,1,1,,,
P.019_N.02_019/02/06_1,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/06,KAMPUNG KELONG,MAAHAD MUHAMMADI TUMPAT,1,294,UMNO,ROSDI RAZALI (RR24),MALE,39,62,,,,,,PAS,CIKGU NAN,MALE,67,231,,,,,,,,,,,,,,,,,,,,,,,,,,293,1,0,1,1,,,
P.019_N.02_019/02/06_2,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/06,KAMPUNG KELONG,MAAHAD MUHAMMADI TUMPAT,2,402,UMNO,ROSDI RAZALI (RR24),MALE,39,72,,,,,,PAS,CIKGU NAN,MALE,67,328,,,,,,,,,,,,,,,,,,,,,,,,,,400,2,0,1,1,,,
P.019_N.02_019/02/07_1,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/07,KAMPUNG BERANGAN,SEKOLAH KEBANGSAAN BERANGAN (1),1,299,UMNO,ROSDI RAZALI (RR24),MALE,39,57,,,,,,PAS,CIKGU NAN,MALE,67,238,,,,,,,,,,,,,,,,,,,,,,,,,,295,4,0,1,1,,,
P.019_N.02_019/02/07_2,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/07,KAMPUNG BERANGAN,SEKOLAH KEBANGSAAN BERANGAN (1),2,298,UMNO,ROSDI RAZALI (RR24),MALE,39,58,,,,,,PAS,CIKGU NAN,MALE,67,238,,,,,,,,,,,,,,,,,,,,,,,,,,296,2,0,1,1,,,
P.019_N.02_019/02/07_3,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/07,KAMPUNG BERANGAN,SEKOLAH KEBANGSAAN BERANGAN (1),3,385,UMNO,ROSDI RAZALI (RR24),MALE,39,91,,,,,,PAS,CIKGU NAN,MALE,67,289,,,,,,,,,,,,,,,,,,,,,,,,,,380,5,0,1,1,,,
P.019_N.02_019/02/07_4,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/07,KAMPUNG BERANGAN,SEKOLAH KEBANGSAAN BERANGAN (1),4,356,UMNO,ROSDI RAZALI (RR24),MALE,39,69,,,,,,PAS,CIKGU NAN,MALE,67,285,,,,,,,,,,,,,,,,,,,,,,,,,,354,2,0,1,1,,,
P.019_N.02_019/02/07_5,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/07,KAMPUNG BERANGAN,SEKOLAH KEBANGSAAN BERANGAN (1),5,380,UMNO,ROSDI RAZALI (RR24),MALE,39,75,,,,,,PAS,CIKGU NAN,MALE,67,302,,,,,,,,,,,,,,,,,,,,,,,,,,377,3,0,1,1,,,
P.019_N.02_019/02/07_6,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/07,KAMPUNG BERANGAN,SEKOLAH KEBANGSAAN BERANGAN (1),6,470,UMNO,ROSDI RAZALI (RR24),MALE,39,108,,,,,,PAS,CIKGU NAN,MALE,67,361,,,,,,,,,,,,,,,,,,,,,,,,,,469,1,0,1,1,,,
P.019_N.02_019/02/08_1,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/08,KAMPUNG PADANG TEMBESU,SEKOLAH MENENGAH KEBANGSAAN BERANGAN,1,297,UMNO,ROSDI RAZALI (RR24),MALE,39,75,,,,,,PAS,CIKGU NAN,MALE,67,221,,,,,,,,,,,,,,,,,,,,,,,,,,296,1,0,1,1,,,
P.019_N.02_019/02/08_2,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/08,KAMPUNG PADANG TEMBESU,SEKOLAH MENENGAH KEBANGSAAN BERANGAN,2,292,UMNO,ROSDI RAZALI (RR24),MALE,39,64,,,,,,PAS,CIKGU NAN,MALE,67,227,,,,,,,,,,,,,,,,,,,,,,,,,,291,1,0,1,1,,,
P.019_N.02_019/02/08_3,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/08,KAMPUNG PADANG TEMBESU,SEKOLAH MENENGAH KEBANGSAAN BERANGAN,3,400,UMNO,ROSDI RAZALI (RR24),MALE,39,91,,,,,,PAS,CIKGU NAN,MALE,67,306,,,,,,,,,,,,,,,,,,,,,,,,,,397,3,0,1,1,,,
P.019_N.02_019/02/08_4,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/08,KAMPUNG PADANG TEMBESU,SEKOLAH MENENGAH KEBANGSAAN BERANGAN,4,353,UMNO,ROSDI RAZALI (RR24),MALE,39,63,,,,,,PAS,CIKGU NAN,MALE,67,285,,,,,,,,,,,,,,,,,,,,,,,,,,348,5,0,1,1,,,
P.019_N.02_019/02/08_5,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/08,KAMPUNG PADANG TEMBESU,SEKOLAH MENENGAH KEBANGSAAN BERANGAN,5,363,UMNO,ROSDI RAZALI (RR24),MALE,39,81,,,,,,PAS,CIKGU NAN,MALE,67,280,,,,,,,,,,,,,,,,,,,,,,,,,,361,2,0,1,1,,,
P.019_N.02_019/02/08_6,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/08,KAMPUNG PADANG TEMBESU,SEKOLAH MENENGAH KEBANGSAAN BERANGAN,6,458,UMNO,ROSDI RAZALI (RR24),MALE,39,123,,,,,,PAS,CIKGU NAN,MALE,67,332,,,,,,,,,,,,,,,,,,,,,,,,,,455,3,0,1,1,,,
P.019_N.02_019/02/09_1,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/09,TERBAK,SEKOLAH JENIS KEBANGSAAN (CINA) YUK TZE,1,209,UMNO,ROSDI RAZALI (RR24),MALE,39,137,,,,,,PAS,CIKGU NAN,MALE,67,69,,,,,,,,,,,,,,,,,,,,,,,,,,206,3,0,1,1,,,
P.019_N.02_019/02/09_2,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/09,TERBAK,SEKOLAH JENIS KEBANGSAAN (CINA) YUK TZE,2,285,UMNO,ROSDI RAZALI (RR24),MALE,39,187,,,,,,PAS,CIKGU NAN,MALE,67,94,,,,,,,,,,,,,,,,,,,,,,,,,,281,4,0,1,1,,,
P.019_N.02_019/02/09_3,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/09,TERBAK,SEKOLAH JENIS KEBANGSAAN (CINA) YUK TZE,3,406,UMNO,ROSDI RAZALI (RR24),MALE,39,233,,,,,,PAS,CIKGU NAN,MALE,67,160,,,,,,,,,,,,,,,,,,,,,,,,,,393,13,0,1,1,,,
P.019_N.02_019/02/09_4,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/09,TERBAK,SEKOLAH JENIS KEBANGSAAN (CINA) YUK TZE,4,330,UMNO,ROSDI RAZALI (RR24),MALE,39,140,,,,,,PAS,CIKGU NAN,MALE,67,185,,,,,,,,,,,,,,,,,,,,,,,,,,325,5,0,1,1,,,
P.019_N.02_019/02/09_5,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/09,TERBAK,SEKOLAH JENIS KEBANGSAAN (CINA) YUK TZE,5,311,UMNO,ROSDI RAZALI (RR24),MALE,39,137,,,,,,PAS,CIKGU NAN,MALE,67,173,,,,,,,,,,,,,,,,,,,,,,,,,,310,1,0,1,1,,,
P.019_N.02_019/02/09_6,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/09,TERBAK,SEKOLAH JENIS KEBANGSAAN (CINA) YUK TZE,6,375,UMNO,ROSDI RAZALI (RR24),MALE,39,158,,,,,,PAS,CIKGU NAN,MALE,67,216,,,,,,,,,,,,,,,,,,,,,,,,,,374,1,0,1,1,,,
P.019_N.02_019/02/10_1,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/10,KELABORAN,SEKOLAH KEBANGSAAN KELABORAN,1,315,UMNO,ROSDI RAZALI (RR24),MALE,39,107,,,,,,PAS,CIKGU NAN,MALE,67,206,,,,,,,,,,,,,,,,,,,,,,,,,,313,2,0,1,1,,,
P.019_N.02_019/02/10_2,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/10,KELABORAN,SEKOLAH KEBANGSAAN KELABORAN,2,469,UMNO,ROSDI RAZALI (RR24),MALE,39,142,,,,,,PAS,CIKGU NAN,MALE,67,323,,,,,,,,,,,,,,,,,,,,,,,,,,465,4,0,1,1,,,
P.019_N.02_019/02/10_3,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/10,KELABORAN,SEKOLAH KEBANGSAAN KELABORAN,3,354,UMNO,ROSDI RAZALI (RR24),MALE,39,80,,,,,,PAS,CIKGU NAN,MALE,67,269,,,,,,,,,,,,,,,,,,,,,,,,,,349,5,0,1,1,,,
P.019_N.02_019/02/10_4,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/10,KELABORAN,SEKOLAH KEBANGSAAN KELABORAN,4,451,UMNO,ROSDI RAZALI (RR24),MALE,39,118,,,,,,PAS,CIKGU NAN,MALE,67,331,,,,,,,,,,,,,,,,,,,,,,,,,,449,2,0,1,1,,,
P.019_N.02_019/02/11_1,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/11,PULAU BELURU,SEKOLAH KEBANGSAAN PULAU BELURU,1,271,UMNO,ROSDI RAZALI (RR24),MALE,39,118,,,,,,PAS,CIKGU NAN,MALE,67,150,,,,,,,,,,,,,,,,,,,,,,,,,,268,3,0,1,1,,,
P.019_N.02_019/02/11_2,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/11,PULAU BELURU,SEKOLAH KEBANGSAAN PULAU BELURU,2,323,UMNO,ROSDI RAZALI (RR24),MALE,39,138,,,,,,PAS,CIKGU NAN,MALE,67,177,,,,,,,,,,,,,,,,,,,,,,,,,,315,8,0,1,1,,,
P.019_N.02_019/02/11_3,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/11,PULAU BELURU,SEKOLAH KEBANGSAAN PULAU BELURU,3,307,UMNO,ROSDI RAZALI (RR24),MALE,39,106,,,,,,PAS,CIKGU NAN,MALE,67,196,,,,,,,,,,,,,,,,,,,,,,,,,,302,5,0,1,1,,,
P.019_N.02_019/02/11_4,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/11,PULAU BELURU,SEKOLAH KEBANGSAAN PULAU BELURU,4,284,UMNO,ROSDI RAZALI (RR24),MALE,39,116,,,,,,PAS,CIKGU NAN,MALE,67,164,,,,,,,,,,,,,,,,,,,,,,,,,,280,4,0,1,1,,,
P.019_N.02_019/02/11_5,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/11,PULAU BELURU,SEKOLAH KEBANGSAAN PULAU BELURU,5,293,UMNO,ROSDI RAZALI (RR24),MALE,39,115,,,,,,PAS,CIKGU NAN,MALE,67,178,,,,,,,,,,,,,,,,,,,,,,,,,,293,0,0,1,1,,,
P.019_N.02_019/02/12_1,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/12,MAK NERALANG,SEKOLAH KEBANGSAAN KOK KELI,1,252,UMNO,ROSDI RAZALI (RR24),MALE,39,56,,,,,,PAS,CIKGU NAN,MALE,67,193,,,,,,,,,,,,,,,,,,,,,,,,,,249,3,0,1,1,,,
P.019_N.02_019/02/12_2,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/12,MAK NERALANG,SEKOLAH KEBANGSAAN KOK KELI,2,302,UMNO,ROSDI RAZALI (RR24),MALE,39,49,,,,,,PAS,CIKGU NAN,MALE,67,252,,,,,,,,,,,,,,,,,,,,,,,,,,301,1,0,1,1,,,
P.019_N.02_019/02/12_3,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/12,MAK NERALANG,SEKOLAH KEBANGSAAN KOK KELI,3,300,UMNO,ROSDI RAZALI (RR24),MALE,39,53,,,,,,PAS,CIKGU NAN,MALE,67,246,,,,,,,,,,,,,,,,,,,,,,,,,,299,1,0,1,1,,,
P.019_N.02_019/02/13_1,KELANTAN,NORMAL VOTE,P.019,TUMPAT,N.02,KELABORAN,019/02/13,SUNGAI PINANG,SEKOLAH KEBANGSAAN SUNGAI PINANG,1,321,UMNO,ROSDI RAZALI (RR24),MALE,39,89,,,,,,PAS,CIKGU NAN,MALE,67,224,,,,,,,,,,,,,,,,,,,,,,,,,,313,8,0,1,1,,,
