UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE GENDER,BN CANDIDATE AGE,BN VOTE,PH,PH CANDIDATE,PH CANDIDATE GENDER,PH CANDIDATE AGE,PH VOTE,PN,PN CANDIDATE,PN CANDIDATE GENDER,PN CANDIDATE AGE,PN VOTE,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE GENDER,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE GENDER,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (3),OTHER PARTY (3) CANDIDATE,OTHER PARTY (3) CANDIDATE GENDER,OTHER PARTY (3) CANDIDATE AGE,OTHER PARTY (3) VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE GENDER,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE GENDER,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED),,,
P.022_N.11_022/11/07_3,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.11,TENDONG,022/11/07,PADANG EMBON,SMU (A) AL-ULUM PADANG EMBUN,3,399,UMNO,ABE HARIRI,MALE,43,80,,,,,,PAS,ROZI MUHAMAD,MALE,51,278,,,,,,,,,,,,,,,,INDEPENDENT - TREE,TOK NAN,MALE,43,41,,,,,,399,0,0,1,1,,,
P.022_N.11_022/11/07_4,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.11,TENDONG,022/11/07,PADANG EMBON,SMU (A) AL-ULUM PADANG EMBUN,4,436,UMNO,ABE HARIRI,MALE,43,77,,,,,,PAS,ROZI MUHAMAD,MALE,51,307,,,,,,,,,,,,,,,,INDEPENDENT - TREE,TOK NAN,MALE,43,50,,,,,,434,2,0,1,1,,,
P.022_N.11_022/11/08_1,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.11,TENDONG,022/11/08,KAMPUNG PALOH,SEKOLAH MENENGAH KEBANGSAAN TENDONG,1,339,UMNO,ABE HARIRI,MALE,43,62,,,,,,PAS,ROZI MUHAMAD,MALE,51,220,,,,,,,,,,,,,,,,INDEPENDENT - TREE,TOK NAN,MALE,43,55,,,,,,337,2,0,1,1,,,
P.022_N.11_022/11/08_2,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.11,TENDONG,022/11/08,KAMPUNG PALOH,SEKOLAH MENENGAH KEBANGSAAN TENDONG,2,418,UMNO,ABE HARIRI,MALE,43,73,,,,,,PAS,ROZI MUHAMAD,MALE,51,261,,,,,,,,,,,,,,,,INDEPENDENT - TREE,TOK NAN,MALE,43,83,,,,,,417,1,0,1,1,,,
P.022_N.11_022/11/08_3,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.11,TENDONG,022/11/08,KAMPUNG PALOH,SEKOLAH MENENGAH KEBANGSAAN TENDONG,3,477,UMNO,ABE HARIRI,MALE,43,107,,,,,,PAS,ROZI MUHAMAD,MALE,51,272,,,,,,,,,,,,,,,,INDEPENDENT - TREE,TOK NAN,MALE,43,98,,,,,,477,0,0,1,1,,,
P.022_N.11_022/11/09_1,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.11,TENDONG,022/11/09,HUTAN CHENGAL,KOLEJ VOKASIONAL PASIR MAS,1,316,UMNO,ABE HARIRI,MALE,43,138,,,,,,PAS,ROZI MUHAMAD,MALE,51,162,,,,,,,,,,,,,,,,INDEPENDENT - TREE,TOK NAN,MALE,43,12,,,,,,312,4,0,1,1,,,
P.022_N.11_022/11/09_2,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.11,TENDONG,022/11/09,HUTAN CHENGAL,KOLEJ VOKASIONAL PASIR MAS,2,343,UMNO,ABE HARIRI,MALE,43,108,,,,,,PAS,ROZI MUHAMAD,MALE,51,206,,,,,,,,,,,,,,,,INDEPENDENT - TREE,TOK NAN,MALE,43,29,,,,,,343,0,0,1,1,,,
P.022_N.11_022/11/09_3,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.11,TENDONG,022/11/09,HUTAN CHENGAL,KOLEJ VOKASIONAL PASIR MAS,3,277,UMNO,ABE HARIRI,MALE,43,93,,,,,,PAS,ROZI MUHAMAD,MALE,51,162,,,,,,,,,,,,,,,,INDEPENDENT - TREE,TOK NAN,MALE,43,21,,,,,,276,1,0,1,1,,,
P.022_N.11_022/11/09_4,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.11,TENDONG,022/11/09,HUTAN CHENGAL,KOLEJ VOKASIONAL PASIR MAS,4,370,UMNO,ABE HARIRI,MALE,43,151,,,,,,PAS,ROZI MUHAMAD,MALE,51,197,,,,,,,,,,,,,,,,INDEPENDENT - TREE,TOK NAN,MALE,43,22,,,,,,370,0,0,1,1,,,
P.022_N.11_022/11/10_1,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.11,TENDONG,022/11/10,KUBANG SEPAT,SEKOLAH KEBANGSAAN TANJONG BUNGA,1,265,UMNO,ABE HARIRI,MALE,43,116,,,,,,PAS,ROZI MUHAMAD,MALE,51,138,,,,,,,,,,,,,,,,INDEPENDENT - TREE,TOK NAN,MALE,43,6,,,,,,260,4,1,1,1,,,
P.022_N.11_022/11/10_2,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.11,TENDONG,022/11/10,KUBANG SEPAT,SEKOLAH KEBANGSAAN TANJONG BUNGA,2,286,UMNO,ABE HARIRI,MALE,43,75,,,,,,PAS,ROZI MUHAMAD,MALE,51,202,,,,,,,,,,,,,,,,INDEPENDENT - TREE,TOK NAN,MALE,43,6,,,,,,283,3,0,1,1,,,
P.022_N.11_022/11/10_3,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.11,TENDONG,022/11/10,KUBANG SEPAT,SEKOLAH KEBANGSAAN TANJONG BUNGA,3,297,UMNO,ABE HARIRI,MALE,43,92,,,,,,PAS,ROZI MUHAMAD,MALE,51,195,,,,,,,,,,,,,,,,INDEPENDENT - TREE,TOK NAN,MALE,43,8,,,,,,295,2,0,1,1,,,
P.022_N.11_022/11/11_1,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.11,TENDONG,022/11/11,KAMPUNG HUTAN PASIR,SEKOLAH MENENGAH KEBANGSAAN TANJONG BUNGA,1,315,UMNO,ABE HARIRI,MALE,43,129,,,,,,PAS,ROZI MUHAMAD,MALE,51,179,,,,,,,,,,,,,,,,INDEPENDENT - TREE,TOK NAN,MALE,43,7,,,,,,315,0,0,1,1,,,
P.022_N.11_022/11/11_2,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.11,TENDONG,022/11/11,KAMPUNG HUTAN PASIR,SEKOLAH MENENGAH KEBANGSAAN TANJONG BUNGA,2,306,UMNO,ABE HARIRI,MALE,43,102,,,,,,PAS,ROZI MUHAMAD,MALE,51,185,,,,,,,,,,,,,,,,INDEPENDENT - TREE,TOK NAN,MALE,43,17,,,,,,304,2,0,1,1,,,
P.022_N.11_022/11/11_3,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.11,TENDONG,022/11/11,KAMPUNG HUTAN PASIR,SEKOLAH MENENGAH KEBANGSAAN TANJONG BUNGA,3,302,UMNO,ABE HARIRI,MALE,43,62,,,,,,PAS,ROZI MUHAMAD,MALE,51,218,,,,,,,,,,,,,,,,INDEPENDENT - TREE,TOK NAN,MALE,43,20,,,,,,300,2,0,1,1,,,
P.022_N.11_022/11/11_4,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.11,TENDONG,022/11/11,KAMPUNG HUTAN PASIR,SEKOLAH MENENGAH KEBANGSAAN TANJONG BUNGA,4,277,UMNO,ABE HARIRI,MALE,43,70,,,,,,PAS,ROZI MUHAMAD,MALE,51,189,,,,,,,,,,,,,,,,INDEPENDENT - TREE,TOK NAN,MALE,43,16,,,,,,275,2,0,1,1,,,
P.022_N.11_022/11/11_5,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.11,TENDONG,022/11/11,KAMPUNG HUTAN PASIR,SEKOLAH MENENGAH KEBANGSAAN TANJONG BUNGA,5,325,UMNO,ABE HARIRI,MALE,43,108,,,,,,PAS,ROZI MUHAMAD,MALE,51,201,,,,,,,,,,,,,,,,INDEPENDENT - TREE,TOK NAN,MALE,43,16,,,,,,325,0,0,1,1,,,
P.022_N.11_022/11/12_1,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.11,TENDONG,022/11/12,TENDONG,SEKOLAH KEBANGSAAN OTHMAN TALIB (1),1,308,UMNO,ABE HARIRI,MALE,43,126,,,,,,PAS,ROZI MUHAMAD,MALE,51,166,,,,,,,,,,,,,,,,INDEPENDENT - TREE,TOK NAN,MALE,43,15,,,,,,307,1,0,1,1,,,
P.022_N.11_022/11/12_2,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.11,TENDONG,022/11/12,TENDONG,SEKOLAH KEBANGSAAN OTHMAN TALIB (1),2,341,UMNO,ABE HARIRI,MALE,43,144,,,,,,PAS,ROZI MUHAMAD,MALE,51,184,,,,,,,,,,,,,,,,INDEPENDENT - TREE,TOK NAN,MALE,43,12,,,,,,340,1,0,1,1,,,
P.022_N.11_022/11/12_3,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.11,TENDONG,022/11/12,TENDONG,SEKOLAH KEBANGSAAN OTHMAN TALIB (1),3,417,UMNO,ABE HARIRI,MALE,43,146,,,,,,PAS,ROZI MUHAMAD,MALE,51,250,,,,,,,,,,,,,,,,INDEPENDENT - TREE,TOK NAN,MALE,43,20,,,,,,416,1,0,1,1,,,
P.022_N.11_022/11/12_4,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.11,TENDONG,022/11/12,TENDONG,SEKOLAH KEBANGSAAN OTHMAN TALIB (1),4,320,UMNO,ABE HARIRI,MALE,43,73,,,,,,PAS,ROZI MUHAMAD,MALE,51,223,,,,,,,,,,,,,,,,INDEPENDENT - TREE,TOK NAN,MALE,43,22,,,,,,318,2,0,1,1,,,
P.022_N.11_022/11/12_5,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.11,TENDONG,022/11/12,TENDONG,SEKOLAH KEBANGSAAN OTHMAN TALIB (1),5,328,UMNO,ABE HARIRI,MALE,43,93,,,,,,PAS,ROZI MUHAMAD,MALE,51,204,,,,,,,,,,,,,,,,INDEPENDENT - TREE,TOK NAN,MALE,43,30,,,,,,327,1,0,1,1,,,
P.022_N.11_022/11/12_6,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.11,TENDONG,022/11/12,TENDONG,SEKOLAH KEBANGSAAN OTHMAN TALIB (1),6,345,UMNO,ABE HARIRI,MALE,43,110,,,,,,PAS,ROZI MUHAMAD,MALE,51,203,,,,,,,,,,,,,,,,INDEPENDENT - TREE,TOK NAN,MALE,43,32,,,,,,345,0,0,1,1,,,
P.022_N.11_022/11/12_7,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.11,TENDONG,022/11/12,TENDONG,SEKOLAH KEBANGSAAN OTHMAN TALIB (1),7,450,UMNO,ABE HARIRI,MALE,43,133,,,,,,PAS,ROZI MUHAMAD,MALE,51,281,,,,,,,,,,,,,,,,INDEPENDENT - TREE,TOK NAN,MALE,43,35,,,,,,449,1,0,1,1,,,
P.022_N.11_022/11/13_1,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.11,TENDONG,022/11/13,KEDONDONG,SEKOLAH MENENGAH KEBANGSAAN KEDONDONG,1,238,UMNO,ABE HARIRI,MALE,43,87,,,,,,PAS,ROZI MUHAMAD,MALE,51,140,,,,,,,,,,,,,,,,INDEPENDENT - TREE,TOK NAN,MALE,43,11,,,,,,238,0,0,1,1,,,
P.022_N.11_022/11/13_2,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.11,TENDONG,022/11/13,KEDONDONG,SEKOLAH MENENGAH KEBANGSAAN KEDONDONG,2,297,UMNO,ABE HARIRI,MALE,43,98,,,,,,PAS,ROZI MUHAMAD,MALE,51,196,,,,,,,,,,,,,,,,INDEPENDENT - TREE,TOK NAN,MALE,43,2,,,,,,296,1,0,1,1,,,
P.022_N.11_022/11/14_1,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.11,TENDONG,022/11/14,KAMPUNG CHAT,SEKOLAH KEBANGSAAN GELANG MAS,1,293,UMNO,ABE HARIRI,MALE,43,106,,,,,,PAS,ROZI MUHAMAD,MALE,51,179,,,,,,,,,,,,,,,,INDEPENDENT - TREE,TOK NAN,MALE,43,5,,,,,,290,3,0,1,1,,,
P.022_N.11_022/11/14_2,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.11,TENDONG,022/11/14,KAMPUNG CHAT,SEKOLAH KEBANGSAAN GELANG MAS,2,341,UMNO,ABE HARIRI,MALE,43,108,,,,,,PAS,ROZI MUHAMAD,MALE,51,220,,,,,,,,,,,,,,,,INDEPENDENT - TREE,TOK NAN,MALE,43,7,,,,,,335,6,0,1,1,,,
P.022_N.11_022/11/14_3,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.11,TENDONG,022/11/14,KAMPUNG CHAT,SEKOLAH KEBANGSAAN GELANG MAS,3,365,UMNO,ABE HARIRI,MALE,43,123,,,,,,PAS,ROZI MUHAMAD,MALE,51,233,,,,,,,,,,,,,,,,INDEPENDENT - TREE,TOK NAN,MALE,43,4,,,,,,360,5,0,1,1,,,
P.022_N.11_022/11/14_4,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.11,TENDONG,022/11/14,KAMPUNG CHAT,SEKOLAH KEBANGSAAN GELANG MAS,4,306,UMNO,ABE HARIRI,MALE,43,98,,,,,,PAS,ROZI MUHAMAD,MALE,51,198,,,,,,,,,,,,,,,,INDEPENDENT - TREE,TOK NAN,MALE,43,6,,,,,,302,4,0,1,1,,,
P.022_N.11_022/11/14_5,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.11,TENDONG,022/11/14,KAMPUNG CHAT,SEKOLAH KEBANGSAAN GELANG MAS,5,323,UMNO,ABE HARIRI,MALE,43,85,,,,,,PAS,ROZI MUHAMAD,MALE,51,224,,,,,,,,,,,,,,,,INDEPENDENT - TREE,TOK NAN,MALE,43,10,,,,,,319,4,0,1,1,,,
P.022_N.11_022/11/14_6,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.11,TENDONG,022/11/14,KAMPUNG CHAT,SEKOLAH KEBANGSAAN GELANG MAS,6,413,UMNO,ABE HARIRI,MALE,43,128,,,,,,PAS,ROZI MUHAMAD,MALE,51,275,,,,,,,,,,,,,,,,INDEPENDENT - TREE,TOK NAN,MALE,43,10,,,,,,413,0,0,1,1,,,
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
P.022_N.12_022/12/UNDI POS_1,KELANTAN,POSTAL VOTE,P.022,PASIR MAS,N.12,PENGKALAN PASIR,022/12/UNDI POS,UNDI POS,UNDI POS,1,412,,,,,,PAN,HJ RUSHDAN,MALE,59,98,PAS,HAJI NASRIFF DAUD YATIMEE,MALE,57,232,,,,,,,,,,,,,,,,,,,,,,,,,,330,43,39,1,1,,,
P.022_N.12_022/12/00_1,KELANTAN,EARLY VOTE,P.022,PASIR MAS,N.12,PENGKALAN PASIR,022/12/00,UNDI AWAL,BILIK MESYUARAT (BAHAGIAN SIASATAN DAN PENGUATKUASAAN TRAFIK) IPD PASIR MAS,1,64,,,,,,PAN,HJ RUSHDAN,MALE,59,36,PAS,HAJI NASRIFF DAUD YATIMEE,MALE,57,27,,,,,,,,,,,,,,,,,,,,,,,,,,63,1,0,1,1,,,
P.022_N.12_022/12/01_1,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.12,PENGKALAN PASIR,022/12/01,SAKAR,SEKOLAH KEBANGSAAN MEKASAR,1,274,,,,,,PAN,HJ RUSHDAN,MALE,59,90,PAS,HAJI NASRIFF DAUD YATIMEE,MALE,57,179,,,,,,,,,,,,,,,,,,,,,,,,,,269,5,0,1,1,,,
P.022_N.12_022/12/01_2,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.12,PENGKALAN PASIR,022/12/01,SAKAR,SEKOLAH KEBANGSAAN MEKASAR,2,294,,,,,,PAN,HJ RUSHDAN,MALE,59,91,PAS,HAJI NASRIFF DAUD YATIMEE,MALE,57,202,,,,,,,,,,,,,,,,,,,,,,,,,,293,1,0,1,1,,,
P.022_N.12_022/12/01_3,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.12,PENGKALAN PASIR,022/12/01,SAKAR,SEKOLAH KEBANGSAAN MEKASAR,3,387,,,,,,PAN,HJ RUSHDAN,MALE,59,97,PAS,HAJI NASRIFF DAUD YATIMEE,MALE,57,288,,,,,,,,,,,,,,,,,,,,,,,,,,385,2,0,1,1,,,
P.022_N.12_022/12/01_4,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.12,PENGKALAN PASIR,022/12/01,SAKAR,SEKOLAH KEBANGSAAN MEKASAR,4,395,,,,,,PAN,HJ RUSHDAN,MALE,59,90,PAS,HAJI NASRIFF DAUD YATIMEE,MALE,57,305,,,,,,,,,,,,,,,,,,,,,,,,,,395,0,0,1,1,,,
P.022_N.12_022/12/02_1,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.12,PENGKALAN PASIR,022/12/02,KUBANG BADAK,SEKOLAH MENENGAH KEBANGSAAN KAMPUNG DANGAR,1,265,,,,,,PAN,HJ RUSHDAN,MALE,59,84,PAS,HAJI NASRIFF DAUD YATIMEE,MALE,57,176,,,,,,,,,,,,,,,,,,,,,,,,,,260,5,0,1,1,,,
P.022_N.12_022/12/02_2,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.12,PENGKALAN PASIR,022/12/02,KUBANG BADAK,SEKOLAH MENENGAH KEBANGSAAN KAMPUNG DANGAR,2,306,,,,,,PAN,HJ RUSHDAN,MALE,59,72,PAS,HAJI NASRIFF DAUD YATIMEE,MALE,57,231,,,,,,,,,,,,,,,,,,,,,,,,,,303,3,0,1,1,,,
P.022_N.12_022/12/02_3,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.12,PENGKALAN PASIR,022/12/02,KUBANG BADAK,SEKOLAH MENENGAH KEBANGSAAN KAMPUNG DANGAR,3,332,,,,,,PAN,HJ RUSHDAN,MALE,59,79,PAS,HAJI NASRIFF DAUD YATIMEE,MALE,57,252,,,,,,,,,,,,,,,,,,,,,,,,,,331,1,0,1,1,,,
P.022_N.12_022/12/02_4,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.12,PENGKALAN PASIR,022/12/02,KUBANG BADAK,SEKOLAH MENENGAH KEBANGSAAN KAMPUNG DANGAR,4,294,,,,,,PAN,HJ RUSHDAN,MALE,59,77,PAS,HAJI NASRIFF DAUD YATIMEE,MALE,57,213,,,,,,,,,,,,,,,,,,,,,,,,,,290,4,0,1,1,,,
P.022_N.12_022/12/02_5,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.12,PENGKALAN PASIR,022/12/02,KUBANG BADAK,SEKOLAH MENENGAH KEBANGSAAN KAMPUNG DANGAR,5,408,,,,,,PAN,HJ RUSHDAN,MALE,59,119,PAS,HAJI NASRIFF DAUD YATIMEE,MALE,57,288,,,,,,,,,,,,,,,,,,,,,,,,,,407,1,0,1,1,,,
P.022_N.12_022/12/03_1,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.12,PENGKALAN PASIR,022/12/03,KUBANG BEMBAN,SEKOLAH MENENGAH KEBANGSAAN KUBANG BEMBAN,1,272,,,,,,PAN,HJ RUSHDAN,MALE,59,80,PAS,HAJI NASRIFF DAUD YATIMEE,MALE,57,186,,,,,,,,,,,,,,,,,,,,,,,,,,266,4,2,1,1,,,
P.022_N.12_022/12/03_2,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.12,PENGKALAN PASIR,022/12/03,KUBANG BEMBAN,SEKOLAH MENENGAH KEBANGSAAN KUBANG BEMBAN,2,321,,,,,,PAN,HJ RUSHDAN,MALE,59,98,PAS,HAJI NASRIFF DAUD YATIMEE,MALE,57,219,,,,,,,,,,,,,,,,,,,,,,,,,,317,4,0,1,1,,,
P.022_N.12_022/12/03_3,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.12,PENGKALAN PASIR,022/12/03,KUBANG BEMBAN,SEKOLAH MENENGAH KEBANGSAAN KUBANG BEMBAN,3,435,,,,,,PAN,HJ RUSHDAN,MALE,59,99,PAS,HAJI NASRIFF DAUD YATIMEE,MALE,57,336,,,,,,,,,,,,,,,,,,,,,,,,,,435,0,0,1,1,,,
P.022_N.12_022/12/03_4,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.12,PENGKALAN PASIR,022/12/03,KUBANG BEMBAN,SEKOLAH MENENGAH KEBANGSAAN KUBANG BEMBAN,4,368,,,,,,PAN,HJ RUSHDAN,MALE,59,80,PAS,HAJI NASRIFF DAUD YATIMEE,MALE,57,287,,,,,,,,,,,,,,,,,,,,,,,,,,367,1,0,1,1,,,
P.022_N.12_022/12/03_5,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.12,PENGKALAN PASIR,022/12/03,KUBANG BEMBAN,SEKOLAH MENENGAH KEBANGSAAN KUBANG BEMBAN,5,328,,,,,,PAN,HJ RUSHDAN,MALE,59,71,PAS,HAJI NASRIFF DAUD YATIMEE,MALE,57,256,,,,,,,,,,,,,,,,,,,,,,,,,,327,1,0,1,1,,,
P.022_N.12_022/12/03_6,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.12,PENGKALAN PASIR,022/12/03,KUBANG BEMBAN,SEKOLAH MENENGAH KEBANGSAAN KUBANG BEMBAN,6,339,,,,,,PAN,HJ RUSHDAN,MALE,59,78,PAS,HAJI NASRIFF DAUD YATIMEE,MALE,57,258,,,,,,,,,,,,,,,,,,,,,,,,,,336,3,0,1,1,,,
P.022_N.12_022/12/03_7,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.12,PENGKALAN PASIR,022/12/03,KUBANG BEMBAN,SEKOLAH MENENGAH KEBANGSAAN KUBANG BEMBAN,7,345,,,,,,PAN,HJ RUSHDAN,MALE,59,88,PAS,HAJI NASRIFF DAUD YATIMEE,MALE,57,256,,,,,,,,,,,,,,,,,,,,,,,,,,344,1,0,1,1,,,
P.022_N.12_022/12/03_8,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.12,PENGKALAN PASIR,022/12/03,KUBANG BEMBAN,SEKOLAH MENENGAH KEBANGSAAN KUBANG BEMBAN,8,437,,,,,,PAN,HJ RUSHDAN,MALE,59,127,PAS,HAJI NASRIFF DAUD YATIMEE,MALE,57,309,,,,,,,,,,,,,,,,,,,,,,,,,,436,1,0,1,1,,,
P.022_N.12_022/12/04_1,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.12,PENGKALAN PASIR,022/12/04,KAMPUNG BHARU,SEKOLAH MENENGAH KEBANGSAAN SULTAN IBRAHIM (2),1,235,,,,,,PAN,HJ RUSHDAN,MALE,59,107,PAS,HAJI NASRIFF DAUD YATIMEE,MALE,57,126,,,,,,,,,,,,,,,,,,,,,,,,,,233,2,0,1,1,,,
P.022_N.12_022/12/04_2,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.12,PENGKALAN PASIR,022/12/04,KAMPUNG BHARU,SEKOLAH MENENGAH KEBANGSAAN SULTAN IBRAHIM (2),2,293,,,,,,PAN,HJ RUSHDAN,MALE,59,116,PAS,HAJI NASRIFF DAUD YATIMEE,MALE,57,176,,,,,,,,,,,,,,,,,,,,,,,,,,292,1,0,1,1,,,
P.022_N.12_022/12/04_3,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.12,PENGKALAN PASIR,022/12/04,KAMPUNG BHARU,SEKOLAH MENENGAH KEBANGSAAN SULTAN IBRAHIM (2),3,342,,,,,,PAN,HJ RUSHDAN,MALE,59,103,PAS,HAJI NASRIFF DAUD YATIMEE,MALE,57,233,,,,,,,,,,,,,,,,,,,,,,,,,,336,6,0,1,1,,,
P.022_N.12_022/12/04_4,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.12,PENGKALAN PASIR,022/12/04,KAMPUNG BHARU,SEKOLAH MENENGAH KEBANGSAAN SULTAN IBRAHIM (2),4,268,,,,,,PAN,HJ RUSHDAN,MALE,59,64,PAS,HAJI NASRIFF DAUD YATIMEE,MALE,57,202,,,,,,,,,,,,,,,,,,,,,,,,,,266,2,0,1,1,,,
P.022_N.12_022/12/04_5,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.12,PENGKALAN PASIR,022/12/04,KAMPUNG BHARU,SEKOLAH MENENGAH KEBANGSAAN SULTAN IBRAHIM (2),5,242,,,,,,PAN,HJ RUSHDAN,MALE,59,65,PAS,HAJI NASRIFF DAUD YATIMEE,MALE,57,177,,,,,,,,,,,,,,,,,,,,,,,,,,242,0,0,1,1,,,
P.022_N.12_022/12/04_6,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.12,PENGKALAN PASIR,022/12/04,KAMPUNG BHARU,SEKOLAH MENENGAH KEBANGSAAN SULTAN IBRAHIM (2),6,260,,,,,,PAN,HJ RUSHDAN,MALE,59,68,PAS,HAJI NASRIFF DAUD YATIMEE,MALE,57,191,,,,,,,,,,,,,,,,,,,,,,,,,,259,1,0,1,1,,,
P.022_N.12_022/12/04_7,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.12,PENGKALAN PASIR,022/12/04,KAMPUNG BHARU,SEKOLAH MENENGAH KEBANGSAAN SULTAN IBRAHIM (2),7,370,,,,,,PAN,HJ RUSHDAN,MALE,59,132,PAS,HAJI NASRIFF DAUD YATIMEE,MALE,57,231,,,,,,,,,,,,,,,,,,,,,,,,,,363,7,0,1,1,,,
P.022_N.12_022/12/05_1,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.12,PENGKALAN PASIR,022/12/05,KAMPUNG DANGAR,SEKOLAH KEBANGSAAN SULTAN IBRAHIM (3),1,245,,,,,,PAN,HJ RUSHDAN,MALE,59,84,PAS,HAJI NASRIFF DAUD YATIMEE,MALE,57,158,,,,,,,,,,,,,,,,,,,,,,,,,,242,3,0,1,1,,,
P.022_N.12_022/12/05_2,KELANTAN,NORMAL VOTE,P.022,PASIR MAS,N.12,PENGKALAN PASIR,022/12/05,KAMPUNG DANGAR,SEKOLAH KEBANGSAAN SULTAN IBRAHIM (3),2,285,,,,,,PAN,HJ RUSHDAN,MALE,59,104,PAS,HAJI NASRIFF DAUD YATIMEE,MALE,57,180,,,,,,,,,,,,,,,,,,,,,,,,,,284,1,0,1,1,,,
