UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE GENDER,BN CANDIDATE AGE,BN VOTE,PH,PH CANDIDATE,PH CANDIDATE GENDER,PH CANDIDATE AGE,PH VOTE,GS,GS CANDIDATE,GS CANDIDATE GENDER,GS CANDIDATE AGE,GS VOTE,OTHER PARTY (1) - PSM,OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE GENDER,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (2) - BERJASA,OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE GENDER,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (3),OTHER PARTY (3) CANDIDATE,OTHER PARTY (3) CANDIDATE GENDER,OTHER PARTY (3) CANDIDATE AGE,OTHER PARTY (3) VOTE,IND 1 (AIRPLANE),INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE GENDER,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,IND 2 (ELEPHANT),INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE GENDER,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,IND 3 (BOOK),INDEPENDENT 3 CANDIDATE,INDEPENDENT 3 CANDIDATE GENDER,INDEPENDENT 3 CANDIDATE AGE,INDEPENDENT 3 VOTE,,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,VERIFY_ISSUED
P.088_N.30_088/30/10_1,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.30,MENTAKAB,088/30/10,KAMPUNG CHATIN,SMK BUKIT CERMIN,1,273,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,136,PKR,HJ ANUAR TAHIR,MALE,,88,PAS,HAJI MD JUSOH BIN DARUS,MALE,,44,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,0,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,1,269,4,0,TRUE
P.088_N.30_088/30/10_2,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.30,MENTAKAB,088/30/10,KAMPUNG CHATIN,SMK BUKIT CERMIN,2,511,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,233,PKR,HJ ANUAR TAHIR,MALE,,159,PAS,HAJI MD JUSOH BIN DARUS,MALE,,106,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,1,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,499,11,1,TRUE
P.088_N.30_088/30/10_3,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.30,MENTAKAB,088/30/10,KAMPUNG CHATIN,SMK BUKIT CERMIN,3,500,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,205,PKR,HJ ANUAR TAHIR,MALE,,157,PAS,HAJI MD JUSOH BIN DARUS,MALE,,133,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,2,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,497,3,0,TRUE
P.088_N.30_088/30/10_4,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.30,MENTAKAB,088/30/10,KAMPUNG CHATIN,SMK BUKIT CERMIN,4,462,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,176,PKR,HJ ANUAR TAHIR,MALE,,144,PAS,HAJI MD JUSOH BIN DARUS,MALE,,136,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,1,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,457,5,0,TRUE
P.088_N.30_088/30/10_5,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.30,MENTAKAB,088/30/10,KAMPUNG CHATIN,SMK BUKIT CERMIN,5,447,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,131,PKR,HJ ANUAR TAHIR,MALE,,203,PAS,HAJI MD JUSOH BIN DARUS,MALE,,112,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,1,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,447,0,0,TRUE
P.088_N.30_088/30/10_6,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.30,MENTAKAB,088/30/10,KAMPUNG CHATIN,SMK BUKIT CERMIN,6,463,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,122,PKR,HJ ANUAR TAHIR,MALE,,202,PAS,HAJI MD JUSOH BIN DARUS,MALE,,135,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,0,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,1,460,3,0,TRUE
P.088_N.30_088/30/11_1,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.30,MENTAKAB,088/30/11,SRI KEMUNING,SK TANJONG LALANG,1,269,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,100,PKR,HJ ANUAR TAHIR,MALE,,61,PAS,HAJI MD JUSOH BIN DARUS,MALE,,98,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,1,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,260,9,0,TRUE
P.088_N.30_088/30/11_2,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.30,MENTAKAB,088/30/11,SRI KEMUNING,SK TANJONG LALANG,2,569,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,211,PKR,HJ ANUAR TAHIR,MALE,,140,PAS,HAJI MD JUSOH BIN DARUS,MALE,,213,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,0,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,564,5,0,TRUE
P.088_N.30_088/30/11_3,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.30,MENTAKAB,088/30/11,SRI KEMUNING,SK TANJONG LALANG,3,529,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,181,PKR,HJ ANUAR TAHIR,MALE,,145,PAS,HAJI MD JUSOH BIN DARUS,MALE,,196,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,0,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,522,7,0,TRUE
P.088_N.30_088/30/11_4,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.30,MENTAKAB,088/30/11,SRI KEMUNING,SK TANJONG LALANG,4,534,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,172,PKR,HJ ANUAR TAHIR,MALE,,145,PAS,HAJI MD JUSOH BIN DARUS,MALE,,210,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,2,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,1,530,3,1,TRUE
P.088_N.30_088/30/12_1,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.30,MENTAKAB,088/30/12,TEMERLOH JAYA,SK TEMERLOH JAYA,1,320,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,121,PKR,HJ ANUAR TAHIR,MALE,,87,PAS,HAJI MD JUSOH BIN DARUS,MALE,,106,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,3,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,317,3,0,TRUE
P.088_N.30_088/30/12_2,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.30,MENTAKAB,088/30/12,TEMERLOH JAYA,SK TEMERLOH JAYA,2,517,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,178,PKR,HJ ANUAR TAHIR,MALE,,138,PAS,HAJI MD JUSOH BIN DARUS,MALE,,198,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,1,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,515,2,0,TRUE
P.088_N.30_088/30/12_3,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.30,MENTAKAB,088/30/12,TEMERLOH JAYA,SK TEMERLOH JAYA,3,479,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,143,PKR,HJ ANUAR TAHIR,MALE,,149,PAS,HAJI MD JUSOH BIN DARUS,MALE,,182,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,2,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,476,3,0,TRUE
P.088_N.30_088/30/12_4,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.30,MENTAKAB,088/30/12,TEMERLOH JAYA,SK TEMERLOH JAYA,4,449,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,124,PKR,HJ ANUAR TAHIR,MALE,,173,PAS,HAJI MD JUSOH BIN DARUS,MALE,,148,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,0,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,445,4,0,TRUE
P.088_N.30_088/30/12_5,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.30,MENTAKAB,088/30/12,TEMERLOH JAYA,SK TEMERLOH JAYA,5,441,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,104,PKR,HJ ANUAR TAHIR,MALE,,179,PAS,HAJI MD JUSOH BIN DARUS,MALE,,156,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,1,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,440,1,0,TRUE
P.088_N.30_088/30/12_6,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.30,MENTAKAB,088/30/12,TEMERLOH JAYA,SK TEMERLOH JAYA,6,460,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,103,PKR,HJ ANUAR TAHIR,MALE,,181,PAS,HAJI MD JUSOH BIN DARUS,MALE,,170,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,4,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,458,2,0,TRUE
P.088_N.30_088/30/12_7,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.30,MENTAKAB,088/30/12,TEMERLOH JAYA,SK TEMERLOH JAYA,7,493,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,114,PKR,HJ ANUAR TAHIR,MALE,,182,PAS,HAJI MD JUSOH BIN DARUS,MALE,,196,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,1,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,493,0,0,TRUE
P.088_N.31_088/31/01_1,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/01,TANJUNG BELENGU,SK LEBAK,1,302,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,169,PKR,HJ ANUAR TAHIR,MALE,,26,PAS,HAJI MD JUSOH BIN DARUS,MALE,,97,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,3,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,295,7,0,TRUE
P.088_N.31_088/31/01_2,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/01,TANJUNG BELENGU,SK LEBAK,2,514,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,268,PKR,HJ ANUAR TAHIR,MALE,,54,PAS,HAJI MD JUSOH BIN DARUS,MALE,,183,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,2,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,507,7,0,TRUE
P.088_N.31_088/31/01_3,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/01,TANJUNG BELENGU,SK LEBAK,3,488,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,200,PKR,HJ ANUAR TAHIR,MALE,,96,PAS,HAJI MD JUSOH BIN DARUS,MALE,,183,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,5,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,484,4,0,TRUE
P.088_N.31_088/31/02_1,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/02,PANGSENAM,MADRASAH AD-DINIAH KG PANGSENAM,1,561,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,183,PKR,HJ ANUAR TAHIR,MALE,,63,PAS,HAJI MD JUSOH BIN DARUS,MALE,,305,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,3,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,554,7,0,TRUE
P.088_N.31_088/31/03_1,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/03,BUNTUT PULAU,SK KAMPUNG TENGAH,1,289,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,149,PKR,HJ ANUAR TAHIR,MALE,,31,PAS,HAJI MD JUSOH BIN DARUS,MALE,,98,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,2,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,280,9,0,TRUE
P.088_N.31_088/31/03_2,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/03,BUNTUT PULAU,SK KAMPUNG TENGAH,2,338,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,141,PKR,HJ ANUAR TAHIR,MALE,,53,PAS,HAJI MD JUSOH BIN DARUS,MALE,,139,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,2,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,1,336,2,0,TRUE
P.088_N.31_088/31/03_3,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/03,BUNTUT PULAU,SK KAMPUNG TENGAH,3,323,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,135,PKR,HJ ANUAR TAHIR,MALE,,55,PAS,HAJI MD JUSOH BIN DARUS,MALE,,129,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,2,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,321,2,0,TRUE
P.088_N.31_088/31/04_1,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/04,LADANG YEOW CHENG LUAN,SJK(C) YEOW CHENG LUAN,1,107,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,33,PKR,HJ ANUAR TAHIR,MALE,,66,PAS,HAJI MD JUSOH BIN DARUS,MALE,,1,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,0,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,100,7,0,TRUE
P.088_N.31_088/31/05_1,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/05,DESA BAKTI,SK DESA BAKTI,1,263,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,114,PKR,HJ ANUAR TAHIR,MALE,,109,PAS,HAJI MD JUSOH BIN DARUS,MALE,,27,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,2,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,252,11,0,TRUE
P.088_N.31_088/31/05_2,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/05,DESA BAKTI,SK DESA BAKTI,2,521,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,207,PKR,HJ ANUAR TAHIR,MALE,,214,PAS,HAJI MD JUSOH BIN DARUS,MALE,,85,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,1,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,507,14,0,TRUE
P.088_N.31_088/31/05_3,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/05,DESA BAKTI,SK DESA BAKTI,3,460,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,177,PKR,HJ ANUAR TAHIR,MALE,,202,PAS,HAJI MD JUSOH BIN DARUS,MALE,,76,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,1,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,456,4,0,TRUE
P.088_N.31_088/31/05_4,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/05,DESA BAKTI,SK DESA BAKTI,4,442,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,161,PKR,HJ ANUAR TAHIR,MALE,,166,PAS,HAJI MD JUSOH BIN DARUS,MALE,,111,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,0,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,1,439,3,0,TRUE
P.088_N.31_088/31/06_1,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/06,SRI LAYANG,SMK SERI SEMANTAN,1,308,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,119,PKR,HJ ANUAR TAHIR,MALE,,152,PAS,HAJI MD JUSOH BIN DARUS,MALE,,34,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,0,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,305,3,0,TRUE
P.088_N.31_088/31/06_2,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/06,SRI LAYANG,SMK SERI SEMANTAN,2,490,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,161,PKR,HJ ANUAR TAHIR,MALE,,270,PAS,HAJI MD JUSOH BIN DARUS,MALE,,51,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,2,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,2,486,4,0,TRUE
P.088_N.31_088/31/06_3,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/06,SRI LAYANG,SMK SERI SEMANTAN,3,450,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,105,PKR,HJ ANUAR TAHIR,MALE,,307,PAS,HAJI MD JUSOH BIN DARUS,MALE,,33,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,0,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,445,5,0,TRUE
P.088_N.31_088/31/06_4,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/06,SRI LAYANG,SMK SERI SEMANTAN,4,415,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,88,PKR,HJ ANUAR TAHIR,MALE,,272,PAS,HAJI MD JUSOH BIN DARUS,MALE,,50,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,0,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,1,411,4,0,TRUE
P.088_N.31_088/31/06_5,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/06,SRI LAYANG,SMK SERI SEMANTAN,5,406,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,69,PKR,HJ ANUAR TAHIR,MALE,,276,PAS,HAJI MD JUSOH BIN DARUS,MALE,,59,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,1,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,405,1,0,TRUE
P.088_N.31_088/31/06_6,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/06,SRI LAYANG,SMK SERI SEMANTAN,6,439,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,113,PKR,HJ ANUAR TAHIR,MALE,,264,PAS,HAJI MD JUSOH BIN DARUS,MALE,,61,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,0,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,438,1,0,TRUE
P.088_N.31_088/31/07_1,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/07,BATU KAPUR,SK BATU KAPOR,1,292,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,121,PKR,HJ ANUAR TAHIR,MALE,,99,PAS,HAJI MD JUSOH BIN DARUS,MALE,,61,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,1,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,282,10,0,TRUE
P.088_N.31_088/31/07_2,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/07,BATU KAPUR,SK BATU KAPOR,2,560,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,252,PKR,HJ ANUAR TAHIR,MALE,,188,PAS,HAJI MD JUSOH BIN DARUS,MALE,,101,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,1,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,2,544,16,0,TRUE
P.088_N.31_088/31/07_3,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/07,BATU KAPUR,SK BATU KAPOR,3,531,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,220,PKR,HJ ANUAR TAHIR,MALE,,165,PAS,HAJI MD JUSOH BIN DARUS,MALE,,145,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,0,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,530,1,0,TRUE
P.088_N.31_088/31/08_1,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/08,LADANG EDENSOR,SJK(T) LADANG EDENSOR,1,247,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,102,PKR,HJ ANUAR TAHIR,MALE,,114,PAS,HAJI MD JUSOH BIN DARUS,MALE,,23,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,1,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,240,7,0,TRUE
P.088_N.31_088/31/09_1,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/09,SUNGAI KEPONG,BALAI RAYA SUNGAI KEPONG,1,298,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,219,PKR,HJ ANUAR TAHIR,MALE,,23,PAS,HAJI MD JUSOH BIN DARUS,MALE,,49,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,0,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,1,292,6,0,TRUE
P.088_N.31_088/31/09_2,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/09,SUNGAI KEPONG,BALAI RAYA SUNGAI KEPONG,2,366,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,248,PKR,HJ ANUAR TAHIR,MALE,,40,PAS,HAJI MD JUSOH BIN DARUS,MALE,,74,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,0,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,362,4,0,TRUE
P.088_N.31_088/31/10_1,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/10,RANTAU PANJANG,SK RANTAU PANJANG,1,275,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,164,PKR,HJ ANUAR TAHIR,MALE,,60,PAS,HAJI MD JUSOH BIN DARUS,MALE,,30,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,2,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,256,19,0,TRUE
P.088_N.31_088/31/10_2,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/10,RANTAU PANJANG,SK RANTAU PANJANG,2,371,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,238,PKR,HJ ANUAR TAHIR,MALE,,59,PAS,HAJI MD JUSOH BIN DARUS,MALE,,44,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,1,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,342,29,0,TRUE
P.088_N.31_088/31/10_3,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/10,RANTAU PANJANG,SK RANTAU PANJANG,3,340,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,225,PKR,HJ ANUAR TAHIR,MALE,,47,PAS,HAJI MD JUSOH BIN DARUS,MALE,,55,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,4,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,331,9,0,TRUE
P.088_N.31_088/31/11_1,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/11,KAMPUNG DALA,BALAI RAYA KAMPUNG DALA,1,389,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,209,PKR,HJ ANUAR TAHIR,MALE,,66,PAS,HAJI MD JUSOH BIN DARUS,MALE,,104,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,4,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,0,383,6,0,TRUE
P.088_N.31_088/31/12_1,PAHANG,NORMAL VOTE,P.088,TEMERLOH,N.31,LANCHANG,088/31/12,KUALA KAWANG,SK KUALA KAUNG,1,233,BN,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,MALE,,117,PKR,HJ ANUAR TAHIR,MALE,,77,PAS,HAJI MD JUSOH BIN DARUS,MALE,,32,,,,,,,,,,,,,,,,,,,,,IND,KHAIDIR AHMAD,MALE,,1,IND,MUHD FAKHRUDIN B ABU HANIPAH,MALE,,2,229,4,0,TRUE
