UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE GENDER,BN CANDIDATE AGE,BN VOTE,PH,PH CANDIDATE,PH CANDIDATE GENDER,PH CANDIDATE AGE,PH VOTE,GS,GS CANDIDATE,GS CANDIDATE GENDER,GS CANDIDATE AGE,GS VOTE,OTHER PARTY (1) - PSM,OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE GENDER,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (2) - BERJASA,OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE GENDER,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (3),OTHER PARTY (3) CANDIDATE,OTHER PARTY (3) CANDIDATE GENDER,OTHER PARTY (3) CANDIDATE AGE,OTHER PARTY (3) VOTE,IND 1 (AIRPLANE),INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE GENDER,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,IND 2 (ELEPHANT),INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE GENDER,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,IND 3 (BOOK),INDEPENDENT 3 CANDIDATE,INDEPENDENT 3 CANDIDATE GENDER,INDEPENDENT 3 CANDIDATE AGE,INDEPENDENT 3 VOTE,,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,VERIFY_ISSUED
P.078_N.01_078/01/15_3,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/15,KAMPUNG RAJA,SK KAMPUNG RAJA,3,480,BN,DATO' SIVARRAAJH CHANDRAN,MALE,,68,PKR,MANOGARAN,MALE,,389,PAS,CIKGU WAN MAHADIR,MALE,,15,PSM,SURESH KUMAR,MALE,,1,BERJASA,USTAZ TAHIR,MALE,,0,,,,,,,,,,,,,,,,,,,,,473,7,0,TRUE
P.078_N.01_078/01/15_4,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/15,KAMPUNG RAJA,SK KAMPUNG RAJA,4,470,BN,DATO' SIVARRAAJH CHANDRAN,MALE,,58,PKR,MANOGARAN,MALE,,394,PAS,CIKGU WAN MAHADIR,MALE,,13,PSM,SURESH KUMAR,MALE,,3,BERJASA,USTAZ TAHIR,MALE,,1,,,,,,,,,,,,,,,,,,,,,469,1,0,TRUE
P.078_N.01_078/01/16_1,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/16,KUALA TERLA,SJK(C) KUALA TERLA,1,244,BN,DATO' SIVARRAAJH CHANDRAN,MALE,,57,PKR,MANOGARAN,MALE,,163,PAS,CIKGU WAN MAHADIR,MALE,,5,PSM,SURESH KUMAR,MALE,,8,BERJASA,USTAZ TAHIR,MALE,,0,,,,,,,,,,,,,,,,,,,,,233,11,0,TRUE
P.078_N.01_078/01/16_2,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/16,KUALA TERLA,SJK(C) KUALA TERLA,2,451,BN,DATO' SIVARRAAJH CHANDRAN,MALE,,86,PKR,MANOGARAN,MALE,,333,PAS,CIKGU WAN MAHADIR,MALE,,2,PSM,SURESH KUMAR,MALE,,20,BERJASA,USTAZ TAHIR,MALE,,0,,,,,,,,,,,,,,,,,,,,,441,10,0,TRUE
P.078_N.01_078/01/16_3,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/16,KUALA TERLA,SJK(C) KUALA TERLA,3,454,BN,DATO' SIVARRAAJH CHANDRAN,MALE,,65,PKR,MANOGARAN,MALE,,358,PAS,CIKGU WAN MAHADIR,MALE,,6,PSM,SURESH KUMAR,MALE,,22,BERJASA,USTAZ TAHIR,MALE,,0,,,,,,,,,,,,,,,,,,,,,451,3,0,TRUE
P.078_N.01_078/01/17_1,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/17,TERINGKAP,SJK(C) TRINGKAP,1,286,BN,DATO' SIVARRAAJH CHANDRAN,MALE,,81,PKR,MANOGARAN,MALE,,192,PAS,CIKGU WAN MAHADIR,MALE,,0,PSM,SURESH KUMAR,MALE,,2,BERJASA,USTAZ TAHIR,MALE,,0,,,,,,,,,,,,,,,,,,,,,275,11,0,TRUE
P.078_N.01_078/01/17_2,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/17,TERINGKAP,SJK(C) TRINGKAP,2,399,BN,DATO' SIVARRAAJH CHANDRAN,MALE,,60,PKR,MANOGARAN,MALE,,334,PAS,CIKGU WAN MAHADIR,MALE,,2,PSM,SURESH KUMAR,MALE,,2,BERJASA,USTAZ TAHIR,MALE,,0,,,,,,,,,,,,,,,,,,,,,398,1,0,TRUE
P.078_N.01_078/01/17_3,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,078/01/17,TERINGKAP,SJK(C) TRINGKAP,3,402,BN,DATO' SIVARRAAJH CHANDRAN,MALE,,35,PKR,MANOGARAN,MALE,,355,PAS,CIKGU WAN MAHADIR,MALE,,5,PSM,SURESH KUMAR,MALE,,6,BERJASA,USTAZ TAHIR,MALE,,0,,,,,,,,,,,,,,,,,,,,,401,1,0,TRUE
P.078_N.02_078/02/01_1,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/01,POS LANAI,SK LANAI,1,351,BN,DATO' SIVARRAAJH CHANDRAN,MALE,,258,PKR,MANOGARAN,MALE,,3,PAS,CIKGU WAN MAHADIR,MALE,,1,PSM,SURESH KUMAR,MALE,,74,BERJASA,USTAZ TAHIR,MALE,,2,,,,,,,,,,,,,,,,,,,,,338,13,0,TRUE
P.078_N.02_078/02/02_1,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/02,KUALA MEDANG,SK KUALA MEDANG,1,306,BN,DATO' SIVARRAAJH CHANDRAN,MALE,,165,PKR,MANOGARAN,MALE,,37,PAS,CIKGU WAN MAHADIR,MALE,,90,PSM,SURESH KUMAR,MALE,,0,BERJASA,USTAZ TAHIR,MALE,,4,,,,,,,,,,,,,,,,,,,,,296,9,1,TRUE
P.078_N.02_078/02/02_2,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/02,KUALA MEDANG,SK KUALA MEDANG,2,505,BN,DATO' SIVARRAAJH CHANDRAN,MALE,,243,PKR,MANOGARAN,MALE,,77,PAS,CIKGU WAN MAHADIR,MALE,,178,PSM,SURESH KUMAR,MALE,,0,BERJASA,USTAZ TAHIR,MALE,,4,,,,,,,,,,,,,,,,,,,,,502,3,0,TRUE
P.078_N.02_078/02/03_1,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/03,TANJUNG GAHAI,SK TANJUNG GAHAI,1,310,BN,DATO' SIVARRAAJH CHANDRAN,MALE,,170,PKR,MANOGARAN,MALE,,18,PAS,CIKGU WAN MAHADIR,MALE,,106,PSM,SURESH KUMAR,MALE,,2,BERJASA,USTAZ TAHIR,MALE,,1,,,,,,,,,,,,,,,,,,,,,297,13,0,TRUE
P.078_N.02_078/02/03_2,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/03,TANJUNG GAHAI,SK TANJUNG GAHAI,2,363,BN,DATO' SIVARRAAJH CHANDRAN,MALE,,243,PKR,MANOGARAN,MALE,,43,PAS,CIKGU WAN MAHADIR,MALE,,58,PSM,SURESH KUMAR,MALE,,2,BERJASA,USTAZ TAHIR,MALE,,0,,,,,,,,,,,,,,,,,,,,,346,17,0,TRUE
P.078_N.02_078/02/04_1,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/04,BUKIT KOTA,SK BATU YON,1,301,BN,DATO' SIVARRAAJH CHANDRAN,MALE,,147,PKR,MANOGARAN,MALE,,25,PAS,CIKGU WAN MAHADIR,MALE,,117,PSM,SURESH KUMAR,MALE,,0,BERJASA,USTAZ TAHIR,MALE,,1,,,,,,,,,,,,,,,,,,,,,290,11,0,TRUE
P.078_N.02_078/02/04_2,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/04,BUKIT KOTA,SK BATU YON,2,482,BN,DATO' SIVARRAAJH CHANDRAN,MALE,,184,PKR,MANOGARAN,MALE,,22,PAS,CIKGU WAN MAHADIR,MALE,,269,PSM,SURESH KUMAR,MALE,,1,BERJASA,USTAZ TAHIR,MALE,,3,,,,,,,,,,,,,,,,,,,,,479,3,0,TRUE
P.078_N.02_078/02/05_1,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/05,KAMPUNG KELEDEK,SK KAMPUNG KELEDEK,1,308,BN,DATO' SIVARRAAJH CHANDRAN,MALE,,127,PKR,MANOGARAN,MALE,,8,PAS,CIKGU WAN MAHADIR,MALE,,170,PSM,SURESH KUMAR,MALE,,0,BERJASA,USTAZ TAHIR,MALE,,1,,,,,,,,,,,,,,,,,,,,,306,2,0,TRUE
P.078_N.02_078/02/05_2,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/05,KAMPUNG KELEDEK,SK KAMPUNG KELEDEK,2,319,BN,DATO' SIVARRAAJH CHANDRAN,MALE,,103,PKR,MANOGARAN,MALE,,14,PAS,CIKGU WAN MAHADIR,MALE,,195,PSM,SURESH KUMAR,MALE,,0,BERJASA,USTAZ TAHIR,MALE,,2,,,,,,,,,,,,,,,,,,,,,314,5,0,TRUE
P.078_N.02_078/02/05_3,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/05,KAMPUNG KELEDEK,SK KAMPUNG KELEDEK,3,302,BN,DATO' SIVARRAAJH CHANDRAN,MALE,,85,PKR,MANOGARAN,MALE,,18,PAS,CIKGU WAN MAHADIR,MALE,,191,PSM,SURESH KUMAR,MALE,,0,BERJASA,USTAZ TAHIR,MALE,,3,,,,,,,,,,,,,,,,,,,,,297,5,0,TRUE
P.078_N.02_078/02/06_1,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/06,LUBUK KULIT,SK LUBOK KULIT,1,312,BN,DATO' SIVARRAAJH CHANDRAN,MALE,,187,PKR,MANOGARAN,MALE,,4,PAS,CIKGU WAN MAHADIR,MALE,,105,PSM,SURESH KUMAR,MALE,,0,BERJASA,USTAZ TAHIR,MALE,,0,,,,,,,,,,,,,,,,,,,,,296,16,0,TRUE
P.078_N.02_078/02/06_2,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/06,LUBUK KULIT,SK LUBOK KULIT,2,497,BN,DATO' SIVARRAAJH CHANDRAN,MALE,,287,PKR,MANOGARAN,MALE,,22,PAS,CIKGU WAN MAHADIR,MALE,,176,PSM,SURESH KUMAR,MALE,,1,BERJASA,USTAZ TAHIR,MALE,,1,,,,,,,,,,,,,,,,,,,,,487,10,0,TRUE
P.078_N.02_078/02/07_1,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/07,FELDA SUNGAI KOYAN SATU,SK LKTP SUNGAI KOYAN,1,303,BN,DATO' SIVARRAAJH CHANDRAN,MALE,,150,PKR,MANOGARAN,MALE,,21,PAS,CIKGU WAN MAHADIR,MALE,,122,PSM,SURESH KUMAR,MALE,,0,BERJASA,USTAZ TAHIR,MALE,,1,,,,,,,,,,,,,,,,,,,,,294,9,0,TRUE
P.078_N.02_078/02/07_2,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/07,FELDA SUNGAI KOYAN SATU,SK LKTP SUNGAI KOYAN,2,491,BN,DATO' SIVARRAAJH CHANDRAN,MALE,,205,PKR,MANOGARAN,MALE,,44,PAS,CIKGU WAN MAHADIR,MALE,,237,PSM,SURESH KUMAR,MALE,,1,BERJASA,USTAZ TAHIR,MALE,,0,,,,,,,,,,,,,,,,,,,,,487,4,0,TRUE
P.078_N.02_078/02/07_3,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/07,FELDA SUNGAI KOYAN SATU,SK LKTP SUNGAI KOYAN,3,449,BN,DATO' SIVARRAAJH CHANDRAN,MALE,,185,PKR,MANOGARAN,MALE,,41,PAS,CIKGU WAN MAHADIR,MALE,,219,PSM,SURESH KUMAR,MALE,,0,BERJASA,USTAZ TAHIR,MALE,,1,,,,,,,,,,,,,,,,,,,,,446,3,0,TRUE
P.078_N.02_078/02/08_1,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/08,FELDA SUNGAI KOYAN DUA & TIGA,SMK  SUNGAI KOYAN,1,269,BN,DATO' SIVARRAAJH CHANDRAN,MALE,,178,PKR,MANOGARAN,MALE,,21,PAS,CIKGU WAN MAHADIR,MALE,,65,PSM,SURESH KUMAR,MALE,,1,BERJASA,USTAZ TAHIR,MALE,,0,,,,,,,,,,,,,,,,,,,,,265,4,0,TRUE
P.078_N.02_078/02/08_2,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/08,FELDA SUNGAI KOYAN DUA & TIGA,SMK  SUNGAI KOYAN,2,371,BN,DATO' SIVARRAAJH CHANDRAN,MALE,,206,PKR,MANOGARAN,MALE,,43,PAS,CIKGU WAN MAHADIR,MALE,,118,PSM,SURESH KUMAR,MALE,,0,BERJASA,USTAZ TAHIR,MALE,,2,,,,,,,,,,,,,,,,,,,,,369,2,0,TRUE
P.078_N.02_078/02/08_3,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/08,FELDA SUNGAI KOYAN DUA & TIGA,SMK  SUNGAI KOYAN,3,356,BN,DATO' SIVARRAAJH CHANDRAN,MALE,,130,PKR,MANOGARAN,MALE,,40,PAS,CIKGU WAN MAHADIR,MALE,,183,PSM,SURESH KUMAR,MALE,,0,BERJASA,USTAZ TAHIR,MALE,,1,,,,,,,,,,,,,,,,,,,,,354,2,0,TRUE
P.078_N.02_078/02/08_4,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/08,FELDA SUNGAI KOYAN DUA & TIGA,SMK  SUNGAI KOYAN,4,332,BN,DATO' SIVARRAAJH CHANDRAN,MALE,,119,PKR,MANOGARAN,MALE,,52,PAS,CIKGU WAN MAHADIR,MALE,,159,PSM,SURESH KUMAR,MALE,,0,BERJASA,USTAZ TAHIR,MALE,,1,,,,,,,,,,,,,,,,,,,,,331,1,0,TRUE
P.078_N.02_078/02/08_5,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/08,FELDA SUNGAI KOYAN DUA & TIGA,SMK  SUNGAI KOYAN,5,317,BN,DATO' SIVARRAAJH CHANDRAN,MALE,,117,PKR,MANOGARAN,MALE,,67,PAS,CIKGU WAN MAHADIR,MALE,,130,PSM,SURESH KUMAR,MALE,,0,BERJASA,USTAZ TAHIR,MALE,,1,,,,,,,,,,,,,,,,,,,,,315,2,0,TRUE
P.078_N.02_078/02/09_1,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/09,POS BETAU,SK BETAU,1,281,BN,DATO' SIVARRAAJH CHANDRAN,MALE,,185,PKR,MANOGARAN,MALE,,31,PAS,CIKGU WAN MAHADIR,MALE,,14,PSM,SURESH KUMAR,MALE,,2,BERJASA,USTAZ TAHIR,MALE,,2,,,,,,,,,,,,,,,,,,,,,234,47,0,TRUE
P.078_N.02_078/02/09_2,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/09,POS BETAU,SK BETAU,2,426,BN,DATO' SIVARRAAJH CHANDRAN,MALE,,328,PKR,MANOGARAN,MALE,,37,PAS,CIKGU WAN MAHADIR,MALE,,4,PSM,SURESH KUMAR,MALE,,12,BERJASA,USTAZ TAHIR,MALE,,3,,,,,,,,,,,,,,,,,,,,,384,42,0,TRUE
P.078_N.02_078/02/09_3,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/09,POS BETAU,SK BETAU,3,422,BN,DATO' SIVARRAAJH CHANDRAN,MALE,,357,PKR,MANOGARAN,MALE,,32,PAS,CIKGU WAN MAHADIR,MALE,,6,PSM,SURESH KUMAR,MALE,,4,BERJASA,USTAZ TAHIR,MALE,,2,,,,,,,,,,,,,,,,,,,,,401,21,0,TRUE
P.078_N.02_078/02/10_1,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/10,POS SINDERUT,SK SENDERUT,1,307,BN,DATO' SIVARRAAJH CHANDRAN,MALE,,186,PKR,MANOGARAN,MALE,,70,PAS,CIKGU WAN MAHADIR,MALE,,14,PSM,SURESH KUMAR,MALE,,6,BERJASA,USTAZ TAHIR,MALE,,0,,,,,,,,,,,,,,,,,,,,,276,31,0,TRUE
P.078_N.02_078/02/10_2,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/10,POS SINDERUT,SK SENDERUT,2,430,BN,DATO' SIVARRAAJH CHANDRAN,MALE,,281,PKR,MANOGARAN,MALE,,108,PAS,CIKGU WAN MAHADIR,MALE,,13,PSM,SURESH KUMAR,MALE,,0,BERJASA,USTAZ TAHIR,MALE,,3,,,,,,,,,,,,,,,,,,,,,405,25,0,TRUE
P.078_N.02_078/02/10_3,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/10,POS SINDERUT,SK SENDERUT,3,358,BN,DATO' SIVARRAAJH CHANDRAN,MALE,,242,PKR,MANOGARAN,MALE,,90,PAS,CIKGU WAN MAHADIR,MALE,,8,PSM,SURESH KUMAR,MALE,,3,BERJASA,USTAZ TAHIR,MALE,,0,,,,,,,,,,,,,,,,,,,,,343,15,0,TRUE
P.078_N.02_078/02/11_1,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/11,POS LENJANG,SK LENJANG,1,236,BN,DATO' SIVARRAAJH CHANDRAN,MALE,,121,PKR,MANOGARAN,MALE,,21,PAS,CIKGU WAN MAHADIR,MALE,,19,PSM,SURESH KUMAR,MALE,,26,BERJASA,USTAZ TAHIR,MALE,,6,,,,,,,,,,,,,,,,,,,,,193,43,0,TRUE
P.078_N.02_078/02/11_2,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/11,POS LENJANG,SK LENJANG,2,239,BN,DATO' SIVARRAAJH CHANDRAN,MALE,,146,PKR,MANOGARAN,MALE,,26,PAS,CIKGU WAN MAHADIR,MALE,,7,PSM,SURESH KUMAR,MALE,,22,BERJASA,USTAZ TAHIR,MALE,,5,,,,,,,,,,,,,,,,,,,,,206,33,0,TRUE
P.078_N.02_078/02/12_1,PAHANG,NORMAL VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/12,POS TITUM,SK TITOM,1,212,BN,DATO' SIVARRAAJH CHANDRAN,MALE,,135,PKR,MANOGARAN,MALE,,8,PAS,CIKGU WAN MAHADIR,MALE,,17,PSM,SURESH KUMAR,MALE,,28,BERJASA,USTAZ TAHIR,MALE,,2,,,,,,,,,,,,,,,,,,,,,190,22,0,TRUE
,PAHANG,,,,,,,,,,,,,,,,10307,,,,,9710,,,,,81,,,,,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
P.079_P.079/POSTAL VOTE_UNDI POS_1,PAHANG,POSTAL VOTE,P.079,LIPIS,P.079/POSTAL VOTE,POSTAL VOTE,UNDI POS,UNDI POS,,1,1145,BN,ABDUL RAHMAN BIN MOHAMAD,MALE,,735,PKR,DATO BADARUDIN ABD RAHAMAN,MALE,,75,PAS,CIKGU HJ SOBIRIN BIN HJ DULI,MALE,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,985,49,111,TRUE
P.079_P.079/EARLY VOTE_079/03/00_1,PAHANG,EARLY VOTE,P.079,LIPIS,P.079/EARLY VOTE,EARLY VOTE,079/03/00,UNDI AWAL,BILIK MAKLUMAT BALAI POLIS PADANG TENGKU,1,30,BN,ABDUL RAHMAN BIN MOHAMAD,MALE,,17,PKR,DATO BADARUDIN ABD RAHAMAN,MALE,,2,PAS,CIKGU HJ SOBIRIN BIN HJ DULI,MALE,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,0,TRUE
P.079_P.079/EARLY VOTE_079/04/00_1,PAHANG,EARLY VOTE,P.079,LIPIS,P.079/EARLY VOTE,EARLY VOTE,079/04/00,UNDI AWAL,KELAB POLIS IBU PEJABAT POLIS DAERAH LIPIS,1,267,BN,ABDUL RAHMAN BIN MOHAMAD,MALE,,215,PKR,DATO BADARUDIN ABD RAHAMAN,MALE,,13,PAS,CIKGU HJ SOBIRIN BIN HJ DULI,MALE,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,2,0,TRUE
P.079_P.079/EARLY VOTE_079/04/00_1,PAHANG,EARLY VOTE,P.079,LIPIS,P.079/EARLY VOTE,EARLY VOTE,079/04/00,UNDI AWAL,DEWAN SERBAGUNA 8 RAMD,1,105,BN,ABDUL RAHMAN BIN MOHAMAD,MALE,,65,PKR,DATO BADARUDIN ABD RAHAMAN,MALE,,6,PAS,CIKGU HJ SOBIRIN BIN HJ DULI,MALE,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,1,0,TRUE
P.079_P.079/EARLY VOTE_079/04/00_2,PAHANG,EARLY VOTE,P.079,LIPIS,P.079/EARLY VOTE,EARLY VOTE,079/04/00,UNDI AWAL,DEWAN SERBAGUNA 8 RAMD,2,153,BN,ABDUL RAHMAN BIN MOHAMAD,MALE,,100,PKR,DATO BADARUDIN ABD RAHAMAN,MALE,,17,PAS,CIKGU HJ SOBIRIN BIN HJ DULI,MALE,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,2,0,TRUE
P.079_P.079/EARLY VOTE_079/05/00_1,PAHANG,EARLY VOTE,P.079,LIPIS,P.079/EARLY VOTE,EARLY VOTE,079/05/00,UNDI AWAL,BILIK MAKLUMAT BALAI POLIS BENTA,1,18,BN,ABDUL RAHMAN BIN MOHAMAD,MALE,,10,PKR,DATO BADARUDIN ABD RAHAMAN,MALE,,3,PAS,CIKGU HJ SOBIRIN BIN HJ DULI,MALE,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2,0,TRUE
P.079_N.03_079/03/01_1,PAHANG,NORMAL VOTE,P.079,LIPIS,N.03,PADANG TENGKU,079/03/01,MERAPOH,SK MERAPOH,1,289,BN,ABDUL RAHMAN BIN MOHAMAD,MALE,,144,PKR,DATO BADARUDIN ABD RAHAMAN,MALE,,43,PAS,CIKGU HJ SOBIRIN BIN HJ DULI,MALE,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285,4,0,TRUE
P.079_N.03_079/03/01_2,PAHANG,NORMAL VOTE,P.079,LIPIS,N.03,PADANG TENGKU,079/03/01,MERAPOH,SK MERAPOH,2,285,BN,ABDUL RAHMAN BIN MOHAMAD,MALE,,123,PKR,DATO BADARUDIN ABD RAHAMAN,MALE,,44,PAS,CIKGU HJ SOBIRIN BIN HJ DULI,MALE,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281,4,0,TRUE
P.079_N.03_079/03/01_3,PAHANG,NORMAL VOTE,P.079,LIPIS,N.03,PADANG TENGKU,079/03/01,MERAPOH,SK MERAPOH,3,264,BN,ABDUL RAHMAN BIN MOHAMAD,MALE,,89,PKR,DATO BADARUDIN ABD RAHAMAN,MALE,,56,PAS,CIKGU HJ SOBIRIN BIN HJ DULI,MALE,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,1,0,TRUE
P.079_N.03_079/03/02_1,PAHANG,NORMAL VOTE,P.079,LIPIS,N.03,PADANG TENGKU,079/03/02,MENTARA,SMK MERAPOH,1,315,BN,ABDUL RAHMAN BIN MOHAMAD,MALE,,142,PKR,DATO BADARUDIN ABD RAHAMAN,MALE,,18,PAS,CIKGU HJ SOBIRIN BIN HJ DULI,MALE,,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,9,0,TRUE
P.079_N.03_079/03/03_1,PAHANG,NORMAL VOTE,P.079,LIPIS,N.03,PADANG TENGKU,079/03/03,TELUK GUNUNG,SK TELUK GUNUNG,1,306,BN,ABDUL RAHMAN BIN MOHAMAD,MALE,,147,PKR,DATO BADARUDIN ABD RAHAMAN,MALE,,21,PAS,CIKGU HJ SOBIRIN BIN HJ DULI,MALE,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,4,0,TRUE
P.079_N.03_079/03/03_2,PAHANG,NORMAL VOTE,P.079,LIPIS,N.03,PADANG TENGKU,079/03/03,TELUK GUNUNG,SK TELUK GUNUNG,2,470,BN,ABDUL RAHMAN BIN MOHAMAD,MALE,,160,PKR,DATO BADARUDIN ABD RAHAMAN,MALE,,44,PAS,CIKGU HJ SOBIRIN BIN HJ DULI,MALE,,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468,2,0,TRUE
P.079_N.03_079/03/04_1,PAHANG,NORMAL VOTE,P.079,LIPIS,N.03,PADANG TENGKU,079/03/04,KAMPUNG PETOLA,BALAI RAYA KAMPUNG PETOLA,1,338,BN,ABDUL RAHMAN BIN MOHAMAD,MALE,,184,PKR,DATO BADARUDIN ABD RAHAMAN,MALE,,24,PAS,CIKGU HJ SOBIRIN BIN HJ DULI,MALE,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332,6,0,TRUE
P.079_N.03_079/03/05_1,PAHANG,NORMAL VOTE,P.079,LIPIS,N.03,PADANG TENGKU,079/03/05,PAGAR SASAK,SK PAGAR SASAK,1,298,BN,ABDUL RAHMAN BIN MOHAMAD,MALE,,158,PKR,DATO BADARUDIN ABD RAHAMAN,MALE,,18,PAS,CIKGU HJ SOBIRIN BIN HJ DULI,MALE,,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,7,0,TRUE
P.079_N.03_079/03/05_2,PAHANG,NORMAL VOTE,P.079,LIPIS,N.03,PADANG TENGKU,079/03/05,PAGAR SASAK,SK PAGAR SASAK,2,405,BN,ABDUL RAHMAN BIN MOHAMAD,MALE,,177,PKR,DATO BADARUDIN ABD RAHAMAN,MALE,,40,PAS,CIKGU HJ SOBIRIN BIN HJ DULI,MALE,,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398,7,0,TRUE
P.079_N.03_079/03/06_1,PAHANG,NORMAL VOTE,P.079,LIPIS,N.03,PADANG TENGKU,079/03/06,FELDA SUNGAI KECHAU,SK LKTP KECAU 1,1,301,BN,ABDUL RAHMAN BIN MOHAMAD,MALE,,206,PKR,DATO BADARUDIN ABD RAHAMAN,MALE,,33,PAS,CIKGU HJ SOBIRIN BIN HJ DULI,MALE,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,7,0,TRUE
