P.127_N.05_127/05/08_1,,NORMAL VOTE,P.127,JEMPOL,N.05,SERTING,127/05/08,KAMPONG GEDDES ,SEKOLAH JENIS KEBANGSAAN (TAMIL & TELUGU) LADANG GEDDES,1,239
P.127_N.05_127/05/09_1,,NORMAL VOTE,P.127,JEMPOL,N.05,SERTING,127/05/09,KAMPONG GEDDES TENGAH ,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA,1,218
P.127_N.05_127/05/09_2,,NORMAL VOTE,P.127,JEMPOL,N.05,SERTING,127/05/09,KAMPONG GEDDES TENGAH ,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA,2,416
P.127_N.05_127/05/09_3,,NORMAL VOTE,P.127,JEMPOL,N.05,SERTING,127/05/09,KAMPONG GEDDES TENGAH ,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA,3,394
P.127_N.05_127/05/10_1,,NORMAL VOTE,P.127,JEMPOL,N.05,SERTING,127/05/10,LADANG SUNGAI SEBALING ,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG SG SEBALING,1,91
P.127_N.05_127/05/11_1,,NORMAL VOTE,P.127,JEMPOL,N.05,SERTING,127/05/11,BANDAR SERI JEMPOL ,SEKOLAH KEBANGSAAN (FELDA) BANDAR BARU SERTING,1,326
P.127_N.05_127/05/11_2,,NORMAL VOTE,P.127,JEMPOL,N.05,SERTING,127/05/11,BANDAR SERI JEMPOL ,SEKOLAH KEBANGSAAN (FELDA) BANDAR BARU SERTING,2,559
P.127_N.05_127/05/11_3,,NORMAL VOTE,P.127,JEMPOL,N.05,SERTING,127/05/11,BANDAR SERI JEMPOL ,SEKOLAH KEBANGSAAN (FELDA) BANDAR BARU SERTING,3,524
P.127_N.05_127/05/11_4,,NORMAL VOTE,P.127,JEMPOL,N.05,SERTING,127/05/11,BANDAR SERI JEMPOL ,SEKOLAH KEBANGSAAN (FELDA) BANDAR BARU SERTING,4,474
P.127_N.05_127/05/11_5,,NORMAL VOTE,P.127,JEMPOL,N.05,SERTING,127/05/11,BANDAR SERI JEMPOL ,SEKOLAH KEBANGSAAN (FELDA) BANDAR BARU SERTING,5,448
P.127_N.05_127/05/11_6,,NORMAL VOTE,P.127,JEMPOL,N.05,SERTING,127/05/11,BANDAR SERI JEMPOL ,SEKOLAH KEBANGSAAN (FELDA) BANDAR BARU SERTING,6,464
P.127_N.05_127/05/11_7,,NORMAL VOTE,P.127,JEMPOL,N.05,SERTING,127/05/11,BANDAR SERI JEMPOL ,SEKOLAH KEBANGSAAN (FELDA) BANDAR BARU SERTING,7,456
P.127_N.06_127/06/01_1,,NORMAL VOTE,P.127,JEMPOL,N.06,PALONG,127/06/01,"PALONG 14, 15 & 16 ",SEKOLAH KEBANGSAAN PALONG 14,1,310
P.127_N.06_127/06/01_2,,NORMAL VOTE,P.127,JEMPOL,N.06,PALONG,127/06/01,"PALONG 14, 15 & 16 ",SEKOLAH KEBANGSAAN PALONG 14,2,326
P.127_N.06_127/06/01_3,,NORMAL VOTE,P.127,JEMPOL,N.06,PALONG,127/06/01,"PALONG 14, 15 & 16 ",SEKOLAH KEBANGSAAN PALONG 14,3,313
P.127_N.06_127/06/02_1,,NORMAL VOTE,P.127,JEMPOL,N.06,PALONG,127/06/02,PALONG 8 ,SEKOLAH KEBANGSAAN PALONG 8 (FELDA),1,313
P.127_N.06_127/06/02_2,,NORMAL VOTE,P.127,JEMPOL,N.06,PALONG,127/06/02,PALONG 8 ,SEKOLAH KEBANGSAAN PALONG 8 (FELDA),2,575
P.127_N.06_127/06/02_3,,NORMAL VOTE,P.127,JEMPOL,N.06,PALONG,127/06/02,PALONG 8 ,SEKOLAH KEBANGSAAN PALONG 8 (FELDA),3,441
P.127_N.06_127/06/02_4,,NORMAL VOTE,P.127,JEMPOL,N.06,PALONG,127/06/02,PALONG 8 ,SEKOLAH KEBANGSAAN PALONG 8 (FELDA),4,448
P.127_N.06_127/06/02_5,,NORMAL VOTE,P.127,JEMPOL,N.06,PALONG,127/06/02,PALONG 8 ,SEKOLAH KEBANGSAAN PALONG 8 (FELDA),5,458
P.127_N.06_127/06/03_1,,NORMAL VOTE,P.127,JEMPOL,N.06,PALONG,127/06/03,PALONG 12 & 13 ,SEKOLAH KEBANGSAAN (FELDA) PALONG 12,1,322
P.127_N.06_127/06/03_2,,NORMAL VOTE,P.127,JEMPOL,N.06,PALONG,127/06/03,PALONG 12 & 13 ,SEKOLAH KEBANGSAAN (FELDA) PALONG 12,2,436
P.127_N.06_127/06/03_3,,NORMAL VOTE,P.127,JEMPOL,N.06,PALONG,127/06/03,PALONG 12 & 13 ,SEKOLAH KEBANGSAAN (FELDA) PALONG 12,3,409
P.127_N.06_127/06/04_1,,NORMAL VOTE,P.127,JEMPOL,N.06,PALONG,127/06/04,PALONG 7 ,SEKOLAH KEBANGSAAN (FELDA) PALONG 7,1,310
P.127_N.06_127/06/04_2,,NORMAL VOTE,P.127,JEMPOL,N.06,PALONG,127/06/04,PALONG 7 ,SEKOLAH KEBANGSAAN (FELDA) PALONG 7,2,480
P.127_N.06_127/06/04_3,,NORMAL VOTE,P.127,JEMPOL,N.06,PALONG,127/06/04,PALONG 7 ,SEKOLAH KEBANGSAAN (FELDA) PALONG 7,3,394
P.127_N.06_127/06/04_4,,NORMAL VOTE,P.127,JEMPOL,N.06,PALONG,127/06/04,PALONG 7 ,SEKOLAH KEBANGSAAN (FELDA) PALONG 7,4,377
P.127_N.06_127/06/04_5,,NORMAL VOTE,P.127,JEMPOL,N.06,PALONG,127/06/04,PALONG 7 ,SEKOLAH KEBANGSAAN (FELDA) PALONG 7,5,396
P.127_N.06_127/06/05_1,,NORMAL VOTE,P.127,JEMPOL,N.06,PALONG,127/06/05,"PALONG 9, 10 & 11 ",SEKOLAH KEBANGSAAN (FELDA) PALONG 9,1,320
P.127_N.06_127/06/05_2,,NORMAL VOTE,P.127,JEMPOL,N.06,PALONG,127/06/05,"PALONG 9, 10 & 11 ",SEKOLAH KEBANGSAAN (FELDA) PALONG 9,2,548
P.127_N.06_127/06/05_3,,NORMAL VOTE,P.127,JEMPOL,N.06,PALONG,127/06/05,"PALONG 9, 10 & 11 ",SEKOLAH KEBANGSAAN (FELDA) PALONG 9,3,462
P.127_N.06_127/06/05_4,,NORMAL VOTE,P.127,JEMPOL,N.06,PALONG,127/06/05,"PALONG 9, 10 & 11 ",SEKOLAH KEBANGSAAN (FELDA) PALONG 9,4,424
P.127_N.06_127/06/05_5,,NORMAL VOTE,P.127,JEMPOL,N.06,PALONG,127/06/05,"PALONG 9, 10 & 11 ",SEKOLAH KEBANGSAAN (FELDA) PALONG 9,5,438
P.127_N.06_127/06/06_1,,NORMAL VOTE,P.127,JEMPOL,N.06,PALONG,127/06/06,PALONG 6 ,SEKOLAH MENENGAH KEBANGSAAN SERI PERPATIH,1,317
P.127_N.06_127/06/06_2,,NORMAL VOTE,P.127,JEMPOL,N.06,PALONG,127/06/06,PALONG 6 ,SEKOLAH MENENGAH KEBANGSAAN SERI PERPATIH,2,412
P.127_N.06_127/06/06_3,,NORMAL VOTE,P.127,JEMPOL,N.06,PALONG,127/06/06,PALONG 6 ,SEKOLAH MENENGAH KEBANGSAAN SERI PERPATIH,3,374
P.127_N.06_127/06/06_4,,NORMAL VOTE,P.127,JEMPOL,N.06,PALONG,127/06/06,PALONG 6 ,SEKOLAH MENENGAH KEBANGSAAN SERI PERPATIH,4,354
P.127_N.06_127/06/07_1,,NORMAL VOTE,P.127,JEMPOL,N.06,PALONG,127/06/07,PALONG 5 ,SEKOLAH KEBANGSAAN (FELDA) PALONG 5,1,310
P.127_N.06_127/06/07_2,,NORMAL VOTE,P.127,JEMPOL,N.06,PALONG,127/06/07,PALONG 5 ,SEKOLAH KEBANGSAAN (FELDA) PALONG 5,2,452
P.127_N.06_127/06/07_3,,NORMAL VOTE,P.127,JEMPOL,N.06,PALONG,127/06/07,PALONG 5 ,SEKOLAH KEBANGSAAN (FELDA) PALONG 5,3,382
P.127_N.06_127/06/07_4,,NORMAL VOTE,P.127,JEMPOL,N.06,PALONG,127/06/07,PALONG 5 ,SEKOLAH KEBANGSAAN (FELDA) PALONG 5,4,403
P.127_N.06_127/06/08_1,,NORMAL VOTE,P.127,JEMPOL,N.06,PALONG,127/06/08,PALONG 4 ,SEKOLAH KEBANGSAAN (FELDA) PALONG 4,1,312
P.127_N.06_127/06/08_2,,NORMAL VOTE,P.127,JEMPOL,N.06,PALONG,127/06/08,PALONG 4 ,SEKOLAH KEBANGSAAN (FELDA) PALONG 4,2,402
P.127_N.06_127/06/08_3,,NORMAL VOTE,P.127,JEMPOL,N.06,PALONG,127/06/08,PALONG 4 ,SEKOLAH KEBANGSAAN (FELDA) PALONG 4,3,337
P.127_N.06_127/06/08_4,,NORMAL VOTE,P.127,JEMPOL,N.06,PALONG,127/06/08,PALONG 4 ,SEKOLAH KEBANGSAAN (FELDA) PALONG 4,4,339
P.127_N.06_127/06/09_1,,NORMAL VOTE,P.127,JEMPOL,N.06,PALONG,127/06/09,PALONG 3 ,SEKOLAH KEBANGSAAN (FELDA) PALONG 3,1,306
P.127_N.06_127/06/09_2,,NORMAL VOTE,P.127,JEMPOL,N.06,PALONG,127/06/09,PALONG 3 ,SEKOLAH KEBANGSAAN (FELDA) PALONG 3,2,446
P.127_N.06_127/06/09_3,,NORMAL VOTE,P.127,JEMPOL,N.06,PALONG,127/06/09,PALONG 3 ,SEKOLAH KEBANGSAAN (FELDA) PALONG 3,3,391
P.127_N.06_127/06/09_4,,NORMAL VOTE,P.127,JEMPOL,N.06,PALONG,127/06/09,PALONG 3 ,SEKOLAH KEBANGSAAN (FELDA) PALONG 3,4,406
P.127_N.07_127/07/01_1,,NORMAL VOTE,P.127,JEMPOL,N.07,JERAM PADANG,127/07/01,LADANG BAHAU ,SEKOLAH JENIS KEBANGSAAN (TAMIL) LDG BAHAU,1,334
P.127_N.07_127/07/02_1,,NORMAL VOTE,P.127,JEMPOL,N.07,JERAM PADANG,127/07/02,TAMAN JAYA ,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG ST HELIER,1,273
P.127_N.07_127/07/02_2,,NORMAL VOTE,P.127,JEMPOL,N.07,JERAM PADANG,127/07/02,TAMAN JAYA ,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG ST HELIER,2,495
P.127_N.07_127/07/02_3,,NORMAL VOTE,P.127,JEMPOL,N.07,JERAM PADANG,127/07/02,TAMAN JAYA ,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG ST HELIER,3,471
P.127_N.07_127/07/02_4,,NORMAL VOTE,P.127,JEMPOL,N.07,JERAM PADANG,127/07/02,TAMAN JAYA ,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG ST HELIER,4,433
P.127_N.07_127/07/02_5,,NORMAL VOTE,P.127,JEMPOL,N.07,JERAM PADANG,127/07/02,TAMAN JAYA ,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG ST HELIER,5,426
P.127_N.07_127/07/03_1,,NORMAL VOTE,P.127,JEMPOL,N.07,JERAM PADANG,127/07/03,BUKIT ROKAN BARAT ,SEKOLAH KEBANGSAAN BUKIT ROKAN BARAT,1,331
P.127_N.07_127/07/03_2,,NORMAL VOTE,P.127,JEMPOL,N.07,JERAM PADANG,127/07/03,BUKIT ROKAN BARAT ,SEKOLAH KEBANGSAAN BUKIT ROKAN BARAT,2,480
P.127_N.07_127/07/04_1,,NORMAL VOTE,P.127,JEMPOL,N.07,JERAM PADANG,127/07/04,JERAM PADANG ,SEKOLAH JENIS KEBANGSAAN (TAMIL) LDG SIALANG,1,264
P.127_N.07_127/07/04_2,,NORMAL VOTE,P.127,JEMPOL,N.07,JERAM PADANG,127/07/04,JERAM PADANG ,SEKOLAH JENIS KEBANGSAAN (TAMIL) LDG SIALANG,2,449
P.127_N.07_127/07/05_1,,NORMAL VOTE,P.127,JEMPOL,N.07,JERAM PADANG,127/07/05,LADANG MIDDLETON ,SEKOLAH JENIS KEBANGSAAN (TAMIL) LDG MIDDLETON,1,268
P.127_N.07_127/07/05_2,,NORMAL VOTE,P.127,JEMPOL,N.07,JERAM PADANG,127/07/05,LADANG MIDDLETON ,SEKOLAH JENIS KEBANGSAAN (TAMIL) LDG MIDDLETON,2,213
P.127_N.07_127/07/06_1,,NORMAL VOTE,P.127,JEMPOL,N.07,JERAM PADANG,127/07/06,LADANG KELPIN ,SEKOLAH JENIS KEBANGSAAN (TAMIL) LDG KELPIN,1,190
P.127_N.07_127/07/07_1,,NORMAL VOTE,P.127,JEMPOL,N.07,JERAM PADANG,127/07/07,LADANG BUKIT PILAH ,DEWAN NEW ROMPIN,1,200
P.127_N.07_127/07/08_1,,NORMAL VOTE,P.127,JEMPOL,N.07,JERAM PADANG,127/07/08,ROMPIN ,SEKOLAH KEBANGSAAN ROMPIN,1,218
P.127_N.07_127/07/08_2,,NORMAL VOTE,P.127,JEMPOL,N.07,JERAM PADANG,127/07/08,ROMPIN ,SEKOLAH KEBANGSAAN ROMPIN,2,534
P.127_N.07_127/07/08_3,,NORMAL VOTE,P.127,JEMPOL,N.07,JERAM PADANG,127/07/08,ROMPIN ,SEKOLAH KEBANGSAAN ROMPIN,3,494
P.127_N.07_127/07/08_4,,NORMAL VOTE,P.127,JEMPOL,N.07,JERAM PADANG,127/07/08,ROMPIN ,SEKOLAH KEBANGSAAN ROMPIN,4,505
P.127_N.07_127/07/09_1,,NORMAL VOTE,P.127,JEMPOL,N.07,JERAM PADANG,127/07/09,PALONG 2 ,SEKOLAH KEBANGSAAN (FELDA) PALONG 2,1,309
P.127_N.07_127/07/09_2,,NORMAL VOTE,P.127,JEMPOL,N.07,JERAM PADANG,127/07/09,PALONG 2 ,SEKOLAH KEBANGSAAN (FELDA) PALONG 2,2,472
P.127_N.07_127/07/09_3,,NORMAL VOTE,P.127,JEMPOL,N.07,JERAM PADANG,127/07/09,PALONG 2 ,SEKOLAH KEBANGSAAN (FELDA) PALONG 2,3,435
P.127_N.07_127/07/09_4,,NORMAL VOTE,P.127,JEMPOL,N.07,JERAM PADANG,127/07/09,PALONG 2 ,SEKOLAH KEBANGSAAN (FELDA) PALONG 2,4,442
P.127_N.07_127/07/10_1,,NORMAL VOTE,P.127,JEMPOL,N.07,JERAM PADANG,127/07/10,PALONG 1 ,SEKOLAH KEBANGSAAN (FELDA) PALONG 1,1,315
P.127_N.07_127/07/10_2,,NORMAL VOTE,P.127,JEMPOL,N.07,JERAM PADANG,127/07/10,PALONG 1 ,SEKOLAH KEBANGSAAN (FELDA) PALONG 1,2,570
P.127_N.07_127/07/10_3,,NORMAL VOTE,P.127,JEMPOL,N.07,JERAM PADANG,127/07/10,PALONG 1 ,SEKOLAH KEBANGSAAN (FELDA) PALONG 1,3,521
P.127_N.08_127/08/01_1,,NORMAL VOTE,P.127,JEMPOL,N.08,BAHAU,127/08/01,KAMPONG BUKIT PERAH ,DEWAN ORANG RAMAI BATU KIKIR,1,303
P.127_N.08_127/08/02_1,,NORMAL VOTE,P.127,JEMPOL,N.08,BAHAU,127/08/02,KAMPONG BATU KIKIR ,SEKOLAH MENENGAH KEBANGSAAN BATU KIKIR,1,271
P.127_N.08_127/08/02_2,,NORMAL VOTE,P.127,JEMPOL,N.08,BAHAU,127/08/02,KAMPONG BATU KIKIR ,SEKOLAH MENENGAH KEBANGSAAN BATU KIKIR,2,517
P.127_N.08_127/08/02_3,,NORMAL VOTE,P.127,JEMPOL,N.08,BAHAU,127/08/02,KAMPONG BATU KIKIR ,SEKOLAH MENENGAH KEBANGSAAN BATU KIKIR,3,517
P.127_N.08_127/08/03_1,,NORMAL VOTE,P.127,JEMPOL,N.08,BAHAU,127/08/03,KAMPONG LONEK ,BALAI RAYA KAMPONG LONEK,1,454
P.127_N.08_127/08/04_1,,NORMAL VOTE,P.127,JEMPOL,N.08,BAHAU,127/08/04,KUALA JEMPOL ,SEKOLAH KEBANGSAAN JEMPOL,1,266
P.127_N.08_127/08/04_2,,NORMAL VOTE,P.127,JEMPOL,N.08,BAHAU,127/08/04,KUALA JEMPOL ,SEKOLAH KEBANGSAAN JEMPOL,2,488
P.127_N.08_127/08/04_3,,NORMAL VOTE,P.127,JEMPOL,N.08,BAHAU,127/08/04,KUALA JEMPOL ,SEKOLAH KEBANGSAAN JEMPOL,3,440
P.127_N.08_127/08/05_1,,NORMAL VOTE,P.127,JEMPOL,N.08,BAHAU,127/08/05,KAMPUNG KUALA KEPIS ,SEKOLAH KEBANGSAAN KUALA KEPIS,1,177
P.127_N.08_127/08/06_1,,NORMAL VOTE,P.127,JEMPOL,N.08,BAHAU,127/08/06,KAMPUNG JAMBU LAPAN ,SEKOLAH MENENGAH KEBANGSAAN DATUK MANSOR,1,293
P.127_N.08_127/08/06_2,,NORMAL VOTE,P.127,JEMPOL,N.08,BAHAU,127/08/06,KAMPUNG JAMBU LAPAN ,SEKOLAH MENENGAH KEBANGSAAN DATUK MANSOR,2,473
P.127_N.08_127/08/06_3,,NORMAL VOTE,P.127,JEMPOL,N.08,BAHAU,127/08/06,KAMPUNG JAMBU LAPAN ,SEKOLAH MENENGAH KEBANGSAAN DATUK MANSOR,3,448
P.127_N.08_127/08/06_4,,NORMAL VOTE,P.127,JEMPOL,N.08,BAHAU,127/08/06,KAMPUNG JAMBU LAPAN ,SEKOLAH MENENGAH KEBANGSAAN DATUK MANSOR,4,433
P.127_N.08_127/08/06_5,,NORMAL VOTE,P.127,JEMPOL,N.08,BAHAU,127/08/06,KAMPUNG JAMBU LAPAN ,SEKOLAH MENENGAH KEBANGSAAN DATUK MANSOR,5,465
P.127_N.08_127/08/07_1,,NORMAL VOTE,P.127,JEMPOL,N.08,BAHAU,127/08/07,TAMAN ACBE ,SEKOLAH JENIS KEBANGSAAN (CINA) BAHAU,1,291
P.127_N.08_127/08/07_2,,NORMAL VOTE,P.127,JEMPOL,N.08,BAHAU,127/08/07,TAMAN ACBE ,SEKOLAH JENIS KEBANGSAAN (CINA) BAHAU,2,590
P.127_N.08_127/08/07_3,,NORMAL VOTE,P.127,JEMPOL,N.08,BAHAU,127/08/07,TAMAN ACBE ,SEKOLAH JENIS KEBANGSAAN (CINA) BAHAU,3,542
P.127_N.08_127/08/07_4,,NORMAL VOTE,P.127,JEMPOL,N.08,BAHAU,127/08/07,TAMAN ACBE ,SEKOLAH JENIS KEBANGSAAN (CINA) BAHAU,4,564
P.127_N.08_127/08/07_5,,NORMAL VOTE,P.127,JEMPOL,N.08,BAHAU,127/08/07,TAMAN ACBE ,SEKOLAH JENIS KEBANGSAAN (CINA) BAHAU,5,563
P.127_N.08_127/08/08_1,,NORMAL VOTE,P.127,JEMPOL,N.08,BAHAU,127/08/08,PEKAN BAHAU ,SEKOLAH KEBANGSAAN ST AIDAN,1,215
P.127_N.08_127/08/08_2,,NORMAL VOTE,P.127,JEMPOL,N.08,BAHAU,127/08/08,PEKAN BAHAU ,SEKOLAH KEBANGSAAN ST AIDAN,2,513
P.127_N.08_127/08/08_3,,NORMAL VOTE,P.127,JEMPOL,N.08,BAHAU,127/08/08,PEKAN BAHAU ,SEKOLAH KEBANGSAAN ST AIDAN,3,482
P.127_N.08_127/08/08_4,,NORMAL VOTE,P.127,JEMPOL,N.08,BAHAU,127/08/08,PEKAN BAHAU ,SEKOLAH KEBANGSAAN ST AIDAN,4,515
P.127_N.08_127/08/09_1,,NORMAL VOTE,P.127,JEMPOL,N.08,BAHAU,127/08/09,KAMPONG INDAH ,SEKOLAH JENIS KEBANGSAAN (CINA) CHI WEN,1,267
P.127_N.08_127/08/09_2,,NORMAL VOTE,P.127,JEMPOL,N.08,BAHAU,127/08/09,KAMPONG INDAH ,SEKOLAH JENIS KEBANGSAAN (CINA) CHI WEN,2,468
P.127_N.08_127/08/09_3,,NORMAL VOTE,P.127,JEMPOL,N.08,BAHAU,127/08/09,KAMPONG INDAH ,SEKOLAH JENIS KEBANGSAAN (CINA) CHI WEN,3,456
P.127_N.08_127/08/09_4,,NORMAL VOTE,P.127,JEMPOL,N.08,BAHAU,127/08/09,KAMPONG INDAH ,SEKOLAH JENIS KEBANGSAAN (CINA) CHI WEN,4,447
P.127_N.08_127/08/10_1,,NORMAL VOTE,P.127,JEMPOL,N.08,BAHAU,127/08/10,KAMPONG BAKAR BATU ,SEKOLAH MENENGAH KEBANGSAAN BAHAU,1,248
P.127_N.08_127/08/10_2,,NORMAL VOTE,P.127,JEMPOL,N.08,BAHAU,127/08/10,KAMPONG BAKAR BATU ,SEKOLAH MENENGAH KEBANGSAAN BAHAU,2,513
P.127_N.08_127/08/10_3,,NORMAL VOTE,P.127,JEMPOL,N.08,BAHAU,127/08/10,KAMPONG BAKAR BATU ,SEKOLAH MENENGAH KEBANGSAAN BAHAU,3,492
P.127_N.08_127/08/10_4,,NORMAL VOTE,P.127,JEMPOL,N.08,BAHAU,127/08/10,KAMPONG BAKAR BATU ,SEKOLAH MENENGAH KEBANGSAAN BAHAU,4,498
P.127_N.08_127/08/10_5,,NORMAL VOTE,P.127,JEMPOL,N.08,BAHAU,127/08/10,KAMPONG BAKAR BATU ,SEKOLAH MENENGAH KEBANGSAAN BAHAU,5,481
P.127_N.08_127/08/10_6,,NORMAL VOTE,P.127,JEMPOL,N.08,BAHAU,127/08/10,KAMPONG BAKAR BATU ,SEKOLAH MENENGAH KEBANGSAAN BAHAU,6,470
P.127_N.08_127/08/10_7,,NORMAL VOTE,P.127,JEMPOL,N.08,BAHAU,127/08/10,KAMPONG BAKAR BATU ,SEKOLAH MENENGAH KEBANGSAAN BAHAU,7,449
P.127_N.08_127/08/10_8,,NORMAL VOTE,P.127,JEMPOL,N.08,BAHAU,127/08/10,KAMPONG BAKAR BATU ,SEKOLAH MENENGAH KEBANGSAAN BAHAU,8,451
P.127_N.08_127/08/10_9,,NORMAL VOTE,P.127,JEMPOL,N.08,BAHAU,127/08/10,KAMPONG BAKAR BATU ,SEKOLAH MENENGAH KEBANGSAAN BAHAU,9,455
,,,,,,,,,,,
P.128_P.128/POSTAL VOTE_UNDI POS_1,,POSTAL VOTE,P.128,SEREMBAN,P.128/POSTAL VOTE,POSTAL VOTE,UNDI POS,UNDI POS,,1,1632
P.128_P.128/EARLY VOTE_128/09/00_1,,EARLY VOTE,P.128,SEREMBAN,P.128/EARLY VOTE,EARLY VOTE,128/09/00,UNDI AWAL ,"DATARAN IPD NILAI (BALAI POLIS MANTIN), KHEMAH A",1,55
P.128_P.128/EARLY VOTE_128/10/00_1,,EARLY VOTE,P.128,SEREMBAN,P.128/EARLY VOTE,EARLY VOTE,128/10/00,UNDI AWAL ,"DATARAN IPD NILAI (BALAI POLIS MANTIN), KHEMAH B",1,370
P.128_P.128/EARLY VOTE_128/10/00_1,,EARLY VOTE,P.128,SEREMBAN,P.128/EARLY VOTE,EARLY VOTE,128/10/00,UNDI AWAL ,"GARAJ MT KEM 4 RAD SIKAMAT, KHEMAH C",1,35
P.128_P.128/EARLY VOTE_128/12/00_1,,EARLY VOTE,P.128,SEREMBAN,P.128/EARLY VOTE,EARLY VOTE,128/12/00,UNDI AWAL ,"DEWAN UNIT 7 PASUKAN SIMPANAN PERSEKUTUAN, IPK SEREMBAN",1,525
P.128_P.128/EARLY VOTE_128/12/00_2,,EARLY VOTE,P.128,SEREMBAN,P.128/EARLY VOTE,EARLY VOTE,128/12/00,UNDI AWAL ,"DEWAN UNIT 7 PASUKAN SIMPANAN PERSEKUTUAN, IPK SEREMBAN",2,531
P.128_P.128/EARLY VOTE_128/12/00_1,,EARLY VOTE,P.128,SEREMBAN,P.128/EARLY VOTE,EARLY VOTE,128/12/00,UNDI AWAL ,"GARAJ MT KEM 4 RAD SIKAMAT, KHEMAH  A",1,1
P.128_P.128/EARLY VOTE_128/13/00_1,,EARLY VOTE,P.128,SEREMBAN,P.128/EARLY VOTE,EARLY VOTE,128/13/00,UNDI AWAL ,BALAI POLIS SIKAMAT,1,70
P.128_P.128/EARLY VOTE_128/13/00_1,,EARLY VOTE,P.128,SEREMBAN,P.128/EARLY VOTE,EARLY VOTE,128/13/00,UNDI AWAL ,"GARAJ MT KEM 4 RAD SIKAMAT, KHEMAH B",1,54
P.128_N.09_128/09/01_1,,NORMAL VOTE,P.128,SEREMBAN,N.09,LENGGENG,128/09/01,PEKAN BROGA ,SEKOLAH JENIS KEBANGSAAN (CINA) KG BARU BROGA,1,304
P.128_N.09_128/09/01_2,,NORMAL VOTE,P.128,SEREMBAN,N.09,LENGGENG,128/09/01,PEKAN BROGA ,SEKOLAH JENIS KEBANGSAAN (CINA) KG BARU BROGA,2,326
P.128_N.09_128/09/01_3,,NORMAL VOTE,P.128,SEREMBAN,N.09,LENGGENG,128/09/01,PEKAN BROGA ,SEKOLAH JENIS KEBANGSAAN (CINA) KG BARU BROGA,3,322
P.128_N.09_128/09/02_1,,NORMAL VOTE,P.128,SEREMBAN,N.09,LENGGENG,128/09/02,ULU BERANANG ,SEKOLAH KEBANGSAAN ULU BERANANG,1,274
P.128_N.09_128/09/02_2,,NORMAL VOTE,P.128,SEREMBAN,N.09,LENGGENG,128/09/02,ULU BERANANG ,SEKOLAH KEBANGSAAN ULU BERANANG,2,569
P.128_N.09_128/09/02_3,,NORMAL VOTE,P.128,SEREMBAN,N.09,LENGGENG,128/09/02,ULU BERANANG ,SEKOLAH KEBANGSAAN ULU BERANANG,3,520
P.128_N.09_128/09/03_1,,NORMAL VOTE,P.128,SEREMBAN,N.09,LENGGENG,128/09/03,KAMPONG DACHING ,SEKOLAH KEBANGSAAN KAMPONG DACHING,1,286
P.128_N.09_128/09/03_2,,NORMAL VOTE,P.128,SEREMBAN,N.09,LENGGENG,128/09/03,KAMPONG DACHING ,SEKOLAH KEBANGSAAN KAMPONG DACHING,2,334
P.128_N.09_128/09/03_3,,NORMAL VOTE,P.128,SEREMBAN,N.09,LENGGENG,128/09/03,KAMPONG DACHING ,SEKOLAH KEBANGSAAN KAMPONG DACHING,3,314
P.128_N.09_128/09/04_1,,NORMAL VOTE,P.128,SEREMBAN,N.09,LENGGENG,128/09/04,KAMPONG RAWA ULU ,SEKOLAH KEBANGSAAN MENDUM,1,281
P.128_N.09_128/09/04_2,,NORMAL VOTE,P.128,SEREMBAN,N.09,LENGGENG,128/09/04,KAMPONG RAWA ULU ,SEKOLAH KEBANGSAAN MENDUM,2,379
P.128_N.09_128/09/04_3,,NORMAL VOTE,P.128,SEREMBAN,N.09,LENGGENG,128/09/04,KAMPONG RAWA ULU ,SEKOLAH KEBANGSAAN MENDUM,3,360
P.128_N.09_128/09/05_1,,NORMAL VOTE,P.128,SEREMBAN,N.09,LENGGENG,128/09/05,LENGGENG ,SEKOLAH KEBANGSAAN DATO' KLANA PUTRA,1,279
P.128_N.09_128/09/05_2,,NORMAL VOTE,P.128,SEREMBAN,N.09,LENGGENG,128/09/05,LENGGENG ,SEKOLAH KEBANGSAAN DATO' KLANA PUTRA,2,381
P.128_N.09_128/09/06_1,,NORMAL VOTE,P.128,SEREMBAN,N.09,LENGGENG,128/09/06,MACHANG ,SEKOLAH KEBANGSAAN SUNGAI JAI,1,271
P.128_N.09_128/09/06_2,,NORMAL VOTE,P.128,SEREMBAN,N.09,LENGGENG,128/09/06,MACHANG ,SEKOLAH KEBANGSAAN SUNGAI JAI,2,489
P.128_N.09_128/09/06_3,,NORMAL VOTE,P.128,SEREMBAN,N.09,LENGGENG,128/09/06,MACHANG ,SEKOLAH KEBANGSAAN SUNGAI JAI,3,464
P.128_N.09_128/09/07_1,,NORMAL VOTE,P.128,SEREMBAN,N.09,LENGGENG,128/09/07,DESA SRI PANTAI ,SEKOLAH KEBANGSAAN PANTAI,1,350
