UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PR (1),PR (1) CANDIDATE,PR (1) CANDIDATE SEX,PR (1) CANDIDATE AGE,PR (1) VOTE,PR (2),PR (2) CANDIDATE,PR (2) CANDIDATE SEX,PR (2) CANDIDATE AGE,PR (2) VOTE,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE SEX,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED)
P.086_N.25_086/25/07_1,PAHANG,NORMAL VOTE,P.086,MARAN,N.25,KUALA SENTUL,086/25/07,KUALA SENTUL,SEK. KEB. KUALA SENTUL,1,247,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,135,PAS,USTAZ MUJIBUR RAHMAN,MALE,,104,,,,,,,,,,,,,,,,,,,,,,,,,,239,8,0,1,1
P.086_N.25_086/25/07_2,PAHANG,NORMAL VOTE,P.086,MARAN,N.25,KUALA SENTUL,086/25/07,KUALA SENTUL,SEK. KEB. KUALA SENTUL,2,304,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,173,PAS,USTAZ MUJIBUR RAHMAN,MALE,,125,,,,,,,,,,,,,,,,,,,,,,,,,,298,6,0,1,1
P.086_N.25_086/25/07_3,PAHANG,NORMAL VOTE,P.086,MARAN,N.25,KUALA SENTUL,086/25/07,KUALA SENTUL,SEK. KEB. KUALA SENTUL,3,287,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,167,PAS,USTAZ MUJIBUR RAHMAN,MALE,,116,,,,,,,,,,,,,,,,,,,,,,,,,,283,4,0,1,1
P.086_N.25_086/25/08_1,PAHANG,NORMAL VOTE,P.086,MARAN,N.25,KUALA SENTUL,086/25/08,FELDA JENGKA 5,SEK. KEB. LKTP JENGKA 5,1,318,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,208,PAS,USTAZ MUJIBUR RAHMAN,MALE,,101,,,,,,,,,,,,,,,,,,,,,,,,,,309,9,0,1,1
P.086_N.25_086/25/08_2,PAHANG,NORMAL VOTE,P.086,MARAN,N.25,KUALA SENTUL,086/25/08,FELDA JENGKA 5,SEK. KEB. LKTP JENGKA 5,2,448,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,261,PAS,USTAZ MUJIBUR RAHMAN,MALE,,181,,,,,,,,,,,,,,,,,,,,,,,,,,442,6,0,1,1
P.086_N.25_086/25/08_3,PAHANG,NORMAL VOTE,P.086,MARAN,N.25,KUALA SENTUL,086/25/08,FELDA JENGKA 5,SEK. KEB. LKTP JENGKA 5,3,450,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,257,PAS,USTAZ MUJIBUR RAHMAN,MALE,,191,,,,,,,,,,,,,,,,,,,,,,,,,,448,2,0,1,1
P.086_N.26_086/26/01_1,PAHANG,NORMAL VOTE,P.086,MARAN,N.26,CHENOR,086/26/01,FELDA JENGKA 6,SEK. MEN. KEB. LKTP JENGKA 6,1,323,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,188,PAS,USTAZ MUJIBUR RAHMAN,MALE,,107,,,,,,,,,,,,,,,,,,,,,,,,,,295,28,0,1,1
P.086_N.26_086/26/01_2,PAHANG,NORMAL VOTE,P.086,MARAN,N.26,CHENOR,086/26/01,FELDA JENGKA 6,SEK. MEN. KEB. LKTP JENGKA 6,2,415,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,265,PAS,USTAZ MUJIBUR RAHMAN,MALE,,142,,,,,,,,,,,,,,,,,,,,,,,,,,407,8,0,1,1
P.086_N.26_086/26/01_3,PAHANG,NORMAL VOTE,P.086,MARAN,N.26,CHENOR,086/26/01,FELDA JENGKA 6,SEK. MEN. KEB. LKTP JENGKA 6,3,368,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,222,PAS,USTAZ MUJIBUR RAHMAN,MALE,,145,,,,,,,,,,,,,,,,,,,,,,,,,,367,1,0,1,1
P.086_N.26_086/26/01_4,PAHANG,NORMAL VOTE,P.086,MARAN,N.26,CHENOR,086/26/01,FELDA JENGKA 6,SEK. MEN. KEB. LKTP JENGKA 6,4,375,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,190,PAS,USTAZ MUJIBUR RAHMAN,MALE,,178,,,,,,,,,,,,,,,,,,,,,,,,,,368,7,0,1,1
P.086_N.26_086/26/02_1,PAHANG,NORMAL VOTE,P.086,MARAN,N.26,CHENOR,086/26/02,FELDA JENGKA 7,SEK. KEB. LKTP JENGKA 7,1,334,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,256,PAS,USTAZ MUJIBUR RAHMAN,MALE,,73,,,,,,,,,,,,,,,,,,,,,,,,,,329,5,0,1,1
P.086_N.26_086/26/02_2,PAHANG,NORMAL VOTE,P.086,MARAN,N.26,CHENOR,086/26/02,FELDA JENGKA 7,SEK. KEB. LKTP JENGKA 7,2,404,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,300,PAS,USTAZ MUJIBUR RAHMAN,MALE,,100,,,,,,,,,,,,,,,,,,,,,,,,,,400,4,0,1,1
P.086_N.26_086/26/02_3,PAHANG,NORMAL VOTE,P.086,MARAN,N.26,CHENOR,086/26/02,FELDA JENGKA 7,SEK. KEB. LKTP JENGKA 7,3,383,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,234,PAS,USTAZ MUJIBUR RAHMAN,MALE,,149,,,,,,,,,,,,,,,,,,,,,,,,,,383,0,0,1,1
P.086_N.26_086/26/02_4,PAHANG,NORMAL VOTE,P.086,MARAN,N.26,CHENOR,086/26/02,FELDA JENGKA 7,SEK. KEB. LKTP JENGKA 7,4,377,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,223,PAS,USTAZ MUJIBUR RAHMAN,MALE,,150,,,,,,,,,,,,,,,,,,,,,,,,,,373,4,0,1,1
P.086_N.26_086/26/03_1,PAHANG,NORMAL VOTE,P.086,MARAN,N.26,CHENOR,086/26/03,PAYA PASIR,SEK. KEB. PAYA PASIR,1,312,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,211,PAS,USTAZ MUJIBUR RAHMAN,MALE,,91,,,,,,,,,,,,,,,,,,,,,,,,,,302,10,0,1,1
P.086_N.26_086/26/03_2,PAHANG,NORMAL VOTE,P.086,MARAN,N.26,CHENOR,086/26/03,PAYA PASIR,SEK. KEB. PAYA PASIR,2,449,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,283,PAS,USTAZ MUJIBUR RAHMAN,MALE,,159,,,,,,,,,,,,,,,,,,,,,,,,,,442,7,0,1,1
P.086_N.26_086/26/04_1,PAHANG,NORMAL VOTE,P.086,MARAN,N.26,CHENOR,086/26/04,KAMPUNG JENGKA,SEK. KEB. JENGKA BATU 13 JALAN MARAN,1,529,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,305,PAS,USTAZ MUJIBUR RAHMAN,MALE,,216,,,,,,,,,,,,,,,,,,,,,,,,,,521,8,0,1,1
P.086_N.26_086/26/05_1,PAHANG,NORMAL VOTE,P.086,MARAN,N.26,CHENOR,086/26/05,BUKIT LADA,SEK. KEB. BUKIT LADA,1,494,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,230,PAS,USTAZ MUJIBUR RAHMAN,MALE,,259,,,,,,,,,,,,,,,,,,,,,,,,,,489,5,0,1,1
P.086_N.26_086/26/06_1,PAHANG,NORMAL VOTE,P.086,MARAN,N.26,CHENOR,086/26/06,FELDA SUNGAI NEREK,SEK. KEB. LKTP SUNGAI NEREK,1,308,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,225,PAS,USTAZ MUJIBUR RAHMAN,MALE,,71,,,,,,,,,,,,,,,,,,,,,,,,,,296,12,0,1,1
P.086_N.26_086/26/06_2,PAHANG,NORMAL VOTE,P.086,MARAN,N.26,CHENOR,086/26/06,FELDA SUNGAI NEREK,SEK. KEB. LKTP SUNGAI NEREK,2,468,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,289,PAS,USTAZ MUJIBUR RAHMAN,MALE,,177,,,,,,,,,,,,,,,,,,,,,,,,,,466,2,0,1,1
P.086_N.26_086/26/06_3,PAHANG,NORMAL VOTE,P.086,MARAN,N.26,CHENOR,086/26/06,FELDA SUNGAI NEREK,SEK. KEB. LKTP SUNGAI NEREK,3,450,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,257,PAS,USTAZ MUJIBUR RAHMAN,MALE,,191,,,,,,,,,,,,,,,,,,,,,,,,,,448,2,0,1,1
P.086_N.26_086/26/07_1,PAHANG,NORMAL VOTE,P.086,MARAN,N.26,CHENOR,086/26/07,FELDA KAMPUNG AWAH,SEK. KEB. RKTP KAMPUNG AWAH,1,302,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,216,PAS,USTAZ MUJIBUR RAHMAN,MALE,,76,,,,,,,,,,,,,,,,,,,,,,,,,,292,10,0,1,1
P.086_N.26_086/26/07_2,PAHANG,NORMAL VOTE,P.086,MARAN,N.26,CHENOR,086/26/07,FELDA KAMPUNG AWAH,SEK. KEB. RKTP KAMPUNG AWAH,2,417,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,270,PAS,USTAZ MUJIBUR RAHMAN,MALE,,145,,,,,,,,,,,,,,,,,,,,,,,,,,415,2,0,1,1
P.086_N.26_086/26/07_3,PAHANG,NORMAL VOTE,P.086,MARAN,N.26,CHENOR,086/26/07,FELDA KAMPUNG AWAH,SEK. KEB. RKTP KAMPUNG AWAH,3,387,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,227,PAS,USTAZ MUJIBUR RAHMAN,MALE,,159,,,,,,,,,,,,,,,,,,,,,,,,,,386,1,0,1,1
P.086_N.26_086/26/08_1,PAHANG,NORMAL VOTE,P.086,MARAN,N.26,CHENOR,086/26/08,BUKIT SEGUMPAL,SEK. KEB. TANJUNG PERANG,1,297,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,186,PAS,USTAZ MUJIBUR RAHMAN,MALE,,103,,,,,,,,,,,,,,,,,,,,,,,,,,289,8,0,1,1
P.086_N.26_086/26/08_2,PAHANG,NORMAL VOTE,P.086,MARAN,N.26,CHENOR,086/26/08,BUKIT SEGUMPAL,SEK. KEB. TANJUNG PERANG,2,438,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,264,PAS,USTAZ MUJIBUR RAHMAN,MALE,,165,,,,,,,,,,,,,,,,,,,,,,,,,,429,9,0,1,1
P.086_N.26_086/26/08_3,PAHANG,NORMAL VOTE,P.086,MARAN,N.26,CHENOR,086/26/08,BUKIT SEGUMPAL,SEK. KEB. TANJUNG PERANG,3,421,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,211,PAS,USTAZ MUJIBUR RAHMAN,MALE,,206,,,,,,,,,,,,,,,,,,,,,,,,,,417,4,0,1,1
P.086_N.26_086/26/08_4,PAHANG,NORMAL VOTE,P.086,MARAN,N.26,CHENOR,086/26/08,BUKIT SEGUMPAL,SEK. KEB. TANJUNG PERANG,4,410,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,223,PAS,USTAZ MUJIBUR RAHMAN,MALE,,186,,,,,,,,,,,,,,,,,,,,,,,,,,409,1,0,1,1
P.086_N.26_086/26/09_1,PAHANG,NORMAL VOTE,P.086,MARAN,N.26,CHENOR,086/26/09,BANDAR CHENOR,SEK. MEN. KEB. TENGKU AMPUAN AFZAN CHENOR,1,296,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,172,PAS,USTAZ MUJIBUR RAHMAN,MALE,,118,,,,,,,,,,,,,,,,,,,,,,,,,,290,6,0,1,1
P.086_N.26_086/26/09_2,PAHANG,NORMAL VOTE,P.086,MARAN,N.26,CHENOR,086/26/09,BANDAR CHENOR,SEK. MEN. KEB. TENGKU AMPUAN AFZAN CHENOR,2,446,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,241,PAS,USTAZ MUJIBUR RAHMAN,MALE,,202,,,,,,,,,,,,,,,,,,,,,,,,,,443,3,0,1,1
P.086_N.26_086/26/09_3,PAHANG,NORMAL VOTE,P.086,MARAN,N.26,CHENOR,086/26/09,BANDAR CHENOR,SEK. MEN. KEB. TENGKU AMPUAN AFZAN CHENOR,3,421,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,222,PAS,USTAZ MUJIBUR RAHMAN,MALE,,197,,,,,,,,,,,,,,,,,,,,,,,,,,419,2,0,1,1
P.086_N.26_086/26/10_1,PAHANG,NORMAL VOTE,P.086,MARAN,N.26,CHENOR,086/26/10,PESAGI,SEK. KEB. PESAGI,1,219,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,127,PAS,USTAZ MUJIBUR RAHMAN,MALE,,83,,,,,,,,,,,,,,,,,,,,,,,,,,210,9,0,1,1
P.086_N.26_086/26/11_1,PAHANG,NORMAL VOTE,P.086,MARAN,N.26,CHENOR,086/26/11,PEJING,BALAI RAYA KAMPUNG PEJING,1,112,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,93,PAS,USTAZ MUJIBUR RAHMAN,MALE,,19,,,,,,,,,,,,,,,,,,,,,,,,,,112,0,0,1,1
P.086_N.26_086/26/12_1,PAHANG,NORMAL VOTE,P.086,MARAN,N.26,CHENOR,086/26/12,CHENOR SEBERANG,SEK. KEB. CHENOR,1,251,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,157,PAS,USTAZ MUJIBUR RAHMAN,MALE,,85,,,,,,,,,,,,,,,,,,,,,,,,,,242,9,0,1,1
P.086_N.26_086/26/12_2,PAHANG,NORMAL VOTE,P.086,MARAN,N.26,CHENOR,086/26/12,CHENOR SEBERANG,SEK. KEB. CHENOR,2,330,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,202,PAS,USTAZ MUJIBUR RAHMAN,MALE,,124,,,,,,,,,,,,,,,,,,,,,,,,,,326,4,0,1,1
P.086_N.26_086/26/13_1,PAHANG,NORMAL VOTE,P.086,MARAN,N.26,CHENOR,086/26/13,SEKARA,SEK. KEB. SEKARA,1,305,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,163,PAS,USTAZ MUJIBUR RAHMAN,MALE,,136,,,,,,,,,,,,,,,,,,,,,,,,,,299,6,0,1,1
P.086_N.26_086/26/13_2,PAHANG,NORMAL VOTE,P.086,MARAN,N.26,CHENOR,086/26/13,SEKARA,SEK. KEB. SEKARA,2,353,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,181,PAS,USTAZ MUJIBUR RAHMAN,MALE,,171,,,,,,,,,,,,,,,,,,,,,,,,,,352,1,0,1,1
P.086_N.26_086/26/13_3,PAHANG,NORMAL VOTE,P.086,MARAN,N.26,CHENOR,086/26/13,SEKARA,SEK. KEB. SEKARA,3,336,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,197,PAS,USTAZ MUJIBUR RAHMAN,MALE,,137,,,,,,,,,,,,,,,,,,,,,,,,,,334,2,0,1,1
P.086_N.26_086/26/14_1,PAHANG,NORMAL VOTE,P.086,MARAN,N.26,CHENOR,086/26/14,KERTAU,SEK. KEB. KERTAU,1,289,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,195,PAS,USTAZ MUJIBUR RAHMAN,MALE,,84,,,,,,,,,,,,,,,,,,,,,,,,,,279,10,0,1,1
P.086_N.26_086/26/14_2,PAHANG,NORMAL VOTE,P.086,MARAN,N.26,CHENOR,086/26/14,KERTAU,SEK. KEB. KERTAU,2,308,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,185,PAS,USTAZ MUJIBUR RAHMAN,MALE,,115,,,,,,,,,,,,,,,,,,,,,,,,,,300,8,0,1,1
CHECK TOTAL,OK,,,CHECK DM,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#N/A
P.087_P.087/POSTAL VOTE_087/UNDI POS_1,PAHANG,POSTAL VOTE,P.087,KUALA KRAU,P.087/POSTAL VOTE,POSTAL VOTE,087/UNDI POS,UNDI POS,UNDI POS,1,446,UMNO,DATO' HAJI ISMAIL BIN HAJI MOHAMED SAID,MALE,,202,PAS,USTAZ SHAHRIL AZMAN BIN ABDUL HALIM AL-HAFIZ,MALE,,82,,,,,,,,,,,,,,,,,,,,,,,,,,284,55,107,1,1
P.087_P.087/EARLY VOTE_087/27/00_1,PAHANG,EARLY VOTE,P.087,KUALA KRAU,P.087/EARLY VOTE,JENDERAK,087/27/00,UNDI AWAL,BILIK MAKLUMAT BALAI POLIS KUALA KRAU,1,15,UMNO,DATO' HAJI ISMAIL BIN HAJI MOHAMED SAID,MALE,,15,PAS,USTAZ SHAHRIL AZMAN BIN ABDUL HALIM AL-HAFIZ,MALE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,0,1,1
P.087_P.087/EARLY VOTE_087/28/00_1,PAHANG,EARLY VOTE,P.087,KUALA KRAU,P.087/EARLY VOTE,KERDAU,087/28/00,UNDI AWAL,BILIK MAKLUMAT BALAI POLIS KERDAU,1,14,UMNO,DATO' HAJI ISMAIL BIN HAJI MOHAMED SAID,MALE,,14,PAS,USTAZ SHAHRIL AZMAN BIN ABDUL HALIM AL-HAFIZ,MALE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,0,1,1
P.087_P.087/EARLY VOTE_087/29/00_1,PAHANG,EARLY VOTE,P.087,KUALA KRAU,P.087/EARLY VOTE,JENGKA,087/29/00,UNDI AWAL,BILIK MAKLUMAT BALAI POLIS JENGKA,1,18,UMNO,DATO' HAJI ISMAIL BIN HAJI MOHAMED SAID,MALE,,18,PAS,USTAZ SHAHRIL AZMAN BIN ABDUL HALIM AL-HAFIZ,MALE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,0,1,1
P.087_N.27_087/27/01_1,PAHANG,NORMAL VOTE,P.087,KUALA KRAU,N.27,JENDERAK,087/27/01,KAMPUNG PIAN,DEWAN ORANG RAMAI KAMPUNG PIAN,1,343,UMNO,DATO' HAJI ISMAIL BIN HAJI MOHAMED SAID,MALE,,260,PAS,USTAZ SHAHRIL AZMAN BIN ABDUL HALIM AL-HAFIZ,MALE,,41,,,,,,,,,,,,,,,,,,,,,,,,,,301,42,0,1,1
P.087_N.27_087/27/02_1,PAHANG,NORMAL VOTE,P.087,KUALA KRAU,N.27,JENDERAK,087/27/02,SUNGAI MAI,TABIKA KEMAS KAMPUNG GONG HALT,1,304,UMNO,DATO' HAJI ISMAIL BIN HAJI MOHAMED SAID,MALE,,166,PAS,USTAZ SHAHRIL AZMAN BIN ABDUL HALIM AL-HAFIZ,MALE,,118,,,,,,,,,,,,,,,,,,,,,,,,,,284,20,0,1,1
P.087_N.27_087/27/02_2,PAHANG,NORMAL VOTE,P.087,KUALA KRAU,N.27,JENDERAK,087/27/02,SUNGAI MAI,TABIKA KEMAS KAMPUNG GONG HALT,2,385,UMNO,DATO' HAJI ISMAIL BIN HAJI MOHAMED SAID,MALE,,206,PAS,USTAZ SHAHRIL AZMAN BIN ABDUL HALIM AL-HAFIZ,MALE,,179,,,,,,,,,,,,,,,,,,,,,,,,,,385,0,0,1,1
P.087_N.27_087/27/03_1,PAHANG,NORMAL VOTE,P.087,KUALA KRAU,N.27,JENDERAK,087/27/03,KUALA MAI,SEK. KEB. KUALAMAI BHARU,1,389,UMNO,DATO' HAJI ISMAIL BIN HAJI MOHAMED SAID,MALE,,257,PAS,USTAZ SHAHRIL AZMAN BIN ABDUL HALIM AL-HAFIZ,MALE,,131,,,,,,,,,,,,,,,,,,,,,,,,,,388,0,1,1,1
P.087_N.27_087/27/04_1,PAHANG,NORMAL VOTE,P.087,KUALA KRAU,N.27,JENDERAK,087/27/04,PAYA LUAS,SEK. KEB. PAYA LUAS,1,314,UMNO,DATO' HAJI ISMAIL BIN HAJI MOHAMED SAID,MALE,,210,PAS,USTAZ SHAHRIL AZMAN BIN ABDUL HALIM AL-HAFIZ,MALE,,88,,,,,,,,,,,,,,,,,,,,,,,,,,298,16,0,1,1
P.087_N.27_087/27/04_2,PAHANG,NORMAL VOTE,P.087,KUALA KRAU,N.27,JENDERAK,087/27/04,PAYA LUAS,SEK. KEB. PAYA LUAS,2,414,UMNO,DATO' HAJI ISMAIL BIN HAJI MOHAMED SAID,MALE,,285,PAS,USTAZ SHAHRIL AZMAN BIN ABDUL HALIM AL-HAFIZ,MALE,,127,,,,,,,,,,,,,,,,,,,,,,,,,,412,2,0,1,1
P.087_N.27_087/27/05_1,PAHANG,NORMAL VOTE,P.087,KUALA KRAU,N.27,JENDERAK,087/27/05,KUALA KRAU,SEK. JENIS KEB. (C) KUALA KRAU,1,259,UMNO,DATO' HAJI ISMAIL BIN HAJI MOHAMED SAID,MALE,,146,PAS,USTAZ SHAHRIL AZMAN BIN ABDUL HALIM AL-HAFIZ,MALE,,99,,,,,,,,,,,,,,,,,,,,,,,,,,245,14,0,1,1
P.087_N.27_087/27/05_2,PAHANG,NORMAL VOTE,P.087,KUALA KRAU,N.27,JENDERAK,087/27/05,KUALA KRAU,SEK. JENIS KEB. (C) KUALA KRAU,2,399,UMNO,DATO' HAJI ISMAIL BIN HAJI MOHAMED SAID,MALE,,208,PAS,USTAZ SHAHRIL AZMAN BIN ABDUL HALIM AL-HAFIZ,MALE,,181,,,,,,,,,,,,,,,,,,,,,,,,,,389,10,0,1,1
P.087_N.27_087/27/05_3,PAHANG,NORMAL VOTE,P.087,KUALA KRAU,N.27,JENDERAK,087/27/05,KUALA KRAU,SEK. JENIS KEB. (C) KUALA KRAU,3,386,UMNO,DATO' HAJI ISMAIL BIN HAJI MOHAMED SAID,MALE,,209,PAS,USTAZ SHAHRIL AZMAN BIN ABDUL HALIM AL-HAFIZ,MALE,,171,,,,,,,,,,,,,,,,,,,,,,,,,,380,6,0,1,1
P.087_N.27_087/27/05_4,PAHANG,NORMAL VOTE,P.087,KUALA KRAU,N.27,JENDERAK,087/27/05,KUALA KRAU,SEK. JENIS KEB. (C) KUALA KRAU,4,376,UMNO,DATO' HAJI ISMAIL BIN HAJI MOHAMED SAID,MALE,,182,PAS,USTAZ SHAHRIL AZMAN BIN ABDUL HALIM AL-HAFIZ,MALE,,188,,,,,,,,,,,,,,,,,,,,,,,,,,370,6,0,1,1
P.087_N.27_087/27/05_5,PAHANG,NORMAL VOTE,P.087,KUALA KRAU,N.27,JENDERAK,087/27/05,KUALA KRAU,SEK. JENIS KEB. (C) KUALA KRAU,5,375,UMNO,DATO' HAJI ISMAIL BIN HAJI MOHAMED SAID,MALE,,175,PAS,USTAZ SHAHRIL AZMAN BIN ABDUL HALIM AL-HAFIZ,MALE,,194,,,,,,,,,,,,,,,,,,,,,,,,,,369,6,0,1,1
P.087_N.27_087/27/06_1,PAHANG,NORMAL VOTE,P.087,KUALA KRAU,N.27,JENDERAK,087/27/06,FELDA JENDERAK UTARA,SEK. KEB. LKTP JENDERAK UTARA,1,329,UMNO,DATO' HAJI ISMAIL BIN HAJI MOHAMED SAID,MALE,,210,PAS,USTAZ SHAHRIL AZMAN BIN ABDUL HALIM AL-HAFIZ,MALE,,108,,,,,,,,,,,,,,,,,,,,,,,,,,318,9,2,1,1
P.087_N.27_087/27/06_2,PAHANG,NORMAL VOTE,P.087,KUALA KRAU,N.27,JENDERAK,087/27/06,FELDA JENDERAK UTARA,SEK. KEB. LKTP JENDERAK UTARA,2,508,UMNO,DATO' HAJI ISMAIL BIN HAJI MOHAMED SAID,MALE,,305,PAS,USTAZ SHAHRIL AZMAN BIN ABDUL HALIM AL-HAFIZ,MALE,,195,,,,,,,,,,,,,,,,,,,,,,,,,,500,8,0,1,1
P.087_N.27_087/27/06_3,PAHANG,NORMAL VOTE,P.087,KUALA KRAU,N.27,JENDERAK,087/27/06,FELDA JENDERAK UTARA,SEK. KEB. LKTP JENDERAK UTARA,3,460,UMNO,DATO' HAJI ISMAIL BIN HAJI MOHAMED SAID,MALE,,257,PAS,USTAZ SHAHRIL AZMAN BIN ABDUL HALIM AL-HAFIZ,MALE,,201,,,,,,,,,,,,,,,,,,,,,,,,,,458,2,0,1,1
P.087_N.27_087/27/06_4,PAHANG,NORMAL VOTE,P.087,KUALA KRAU,N.27,JENDERAK,087/27/06,FELDA JENDERAK UTARA,SEK. KEB. LKTP JENDERAK UTARA,4,477,UMNO,DATO' HAJI ISMAIL BIN HAJI MOHAMED SAID,MALE,,271,PAS,USTAZ SHAHRIL AZMAN BIN ABDUL HALIM AL-HAFIZ,MALE,,203,,,,,,,,,,,,,,,,,,,,,,,,,,474,3,0,1,1
P.087_N.27_087/27/07_1,PAHANG,NORMAL VOTE,P.087,KUALA KRAU,N.27,JENDERAK,087/27/07,KAMPUNG JENDERAK,SEK. KEB. JENDERAK,1,330,UMNO,DATO' HAJI ISMAIL BIN HAJI MOHAMED SAID,MALE,,232,PAS,USTAZ SHAHRIL AZMAN BIN ABDUL HALIM AL-HAFIZ,MALE,,93,,,,,,,,,,,,,,,,,,,,,,,,,,325,5,0,1,1
P.087_N.27_087/27/08_1,PAHANG,NORMAL VOTE,P.087,KUALA KRAU,N.27,JENDERAK,087/27/08,KAMPUNG DATO SHARIFF,DEWAN SERBAGUNA KAMPUNG DATO SHARIF AHMAD,1,360,UMNO,DATO' HAJI ISMAIL BIN HAJI MOHAMED SAID,MALE,,251,PAS,USTAZ SHAHRIL AZMAN BIN ABDUL HALIM AL-HAFIZ,MALE,,105,,,,,,,,,,,,,,,,,,,,,,,,,,356,4,0,1,1
P.087_N.27_087/27/09_1,PAHANG,NORMAL VOTE,P.087,KUALA KRAU,N.27,JENDERAK,087/27/09,FELDA JENDERAK SELATAN,SEK. KEB. LKTP JENDERAK SELATAN,1,327,UMNO,DATO' HAJI ISMAIL BIN HAJI MOHAMED SAID,MALE,,208,PAS,USTAZ SHAHRIL AZMAN BIN ABDUL HALIM AL-HAFIZ,MALE,,117,,,,,,,,,,,,,,,,,,,,,,,,,,325,2,0,1,1
