UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PR (1),PR (1) CANDIDATE,PR (1) CANDIDATE SEX,PR (1) CANDIDATE AGE,PR (1) VOTE,PR (2),PR (2) CANDIDATE,PR (2) CANDIDATE SEX,PR (2) CANDIDATE AGE,PR (2) VOTE,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE SEX,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED)
P.085_N.23_085/23/10_3,PAHANG,NORMAL VOTE,P.085,PEKAN,N.23,CHINI,085/23/10,FELDA CHINI 4,SEK. KEB. LKTP CHINI 1 & 4,3,371,UMNO,MOHD NAJIB TUN ABD RAZAK,MALE,,280,PKR,FARIZ MUSA,MALE,,91,,,,,,,,,,,,,,,,,,,,,,,,,,371,0,0,1,1
P.085_N.23_085/23/10_4,PAHANG,NORMAL VOTE,P.085,PEKAN,N.23,CHINI,085/23/10,FELDA CHINI 4,SEK. KEB. LKTP CHINI 1 & 4,4,366,UMNO,MOHD NAJIB TUN ABD RAZAK,MALE,,284,PKR,FARIZ MUSA,MALE,,82,,,,,,,,,,,,,,,,,,,,,,,,,,366,0,0,1,1
P.085_N.23_085/23/10_5,PAHANG,NORMAL VOTE,P.085,PEKAN,N.23,CHINI,085/23/10,FELDA CHINI 4,SEK. KEB. LKTP CHINI 1 & 4,5,388,UMNO,MOHD NAJIB TUN ABD RAZAK,MALE,,281,PKR,FARIZ MUSA,MALE,,104,,,,,,,,,,,,,,,,,,,,,,,,,,385,3,0,1,1
P.085_N.23_085/23/11_1,PAHANG,NORMAL VOTE,P.085,PEKAN,N.23,CHINI,085/23/11,FELDA CHINI 5,SEK. KEB. LKTP CHINI 3 & 5,1,331,UMNO,MOHD NAJIB TUN ABD RAZAK,MALE,,255,PKR,FARIZ MUSA,MALE,,71,,,,,,,,,,,,,,,,,,,,,,,,,,326,5,0,1,1
P.085_N.23_085/23/11_2,PAHANG,NORMAL VOTE,P.085,PEKAN,N.23,CHINI,085/23/11,FELDA CHINI 5,SEK. KEB. LKTP CHINI 3 & 5,2,433,UMNO,MOHD NAJIB TUN ABD RAZAK,MALE,,333,PKR,FARIZ MUSA,MALE,,85,,,,,,,,,,,,,,,,,,,,,,,,,,418,15,0,1,1
P.085_N.23_085/23/11_3,PAHANG,NORMAL VOTE,P.085,PEKAN,N.23,CHINI,085/23/11,FELDA CHINI 5,SEK. KEB. LKTP CHINI 3 & 5,3,373,UMNO,MOHD NAJIB TUN ABD RAZAK,MALE,,285,PKR,FARIZ MUSA,MALE,,87,,,,,,,,,,,,,,,,,,,,,,,,,,372,1,0,1,1
P.085_N.23_085/23/11_4,PAHANG,NORMAL VOTE,P.085,PEKAN,N.23,CHINI,085/23/11,FELDA CHINI 5,SEK. KEB. LKTP CHINI 3 & 5,4,398,UMNO,MOHD NAJIB TUN ABD RAZAK,MALE,,308,PKR,FARIZ MUSA,MALE,,87,,,,,,,,,,,,,,,,,,,,,,,,,,395,1,2,1,1
P.085_N.23_085/23/12_1,PAHANG,NORMAL VOTE,P.085,PEKAN,N.23,CHINI,085/23/12,FELDA CHINI 3,KAFA KELAS AL-QURAN DAN FARDU AIN FELDA CHINI 03,1,325,UMNO,MOHD NAJIB TUN ABD RAZAK,MALE,,217,PKR,FARIZ MUSA,MALE,,103,,,,,,,,,,,,,,,,,,,,,,,,,,320,5,0,1,1
P.085_N.23_085/23/12_2,PAHANG,NORMAL VOTE,P.085,PEKAN,N.23,CHINI,085/23/12,FELDA CHINI 3,KAFA KELAS AL-QURAN DAN FARDU AIN FELDA CHINI 03,2,421,UMNO,MOHD NAJIB TUN ABD RAZAK,MALE,,292,PKR,FARIZ MUSA,MALE,,117,,,,,,,,,,,,,,,,,,,,,,,,,,409,12,0,1,1
P.085_N.23_085/23/12_3,PAHANG,NORMAL VOTE,P.085,PEKAN,N.23,CHINI,085/23/12,FELDA CHINI 3,KAFA KELAS AL-QURAN DAN FARDU AIN FELDA CHINI 03,3,357,UMNO,MOHD NAJIB TUN ABD RAZAK,MALE,,240,PKR,FARIZ MUSA,MALE,,116,,,,,,,,,,,,,,,,,,,,,,,,,,356,1,0,1,1
P.085_N.23_085/23/12_4,PAHANG,NORMAL VOTE,P.085,PEKAN,N.23,CHINI,085/23/12,FELDA CHINI 3,KAFA KELAS AL-QURAN DAN FARDU AIN FELDA CHINI 03,4,342,UMNO,MOHD NAJIB TUN ABD RAZAK,MALE,,244,PKR,FARIZ MUSA,MALE,,96,,,,,,,,,,,,,,,,,,,,,,,,,,340,2,0,1,1
P.085_N.23_085/23/12_5,PAHANG,NORMAL VOTE,P.085,PEKAN,N.23,CHINI,085/23/12,FELDA CHINI 3,KAFA KELAS AL-QURAN DAN FARDU AIN FELDA CHINI 03,5,345,UMNO,MOHD NAJIB TUN ABD RAZAK,MALE,,238,PKR,FARIZ MUSA,MALE,,104,,,,,,,,,,,,,,,,,,,,,,,,,,342,3,0,1,1
P.085_N.23_085/23/12_6,PAHANG,NORMAL VOTE,P.085,PEKAN,N.23,CHINI,085/23/12,FELDA CHINI 3,KAFA KELAS AL-QURAN DAN FARDU AIN FELDA CHINI 03,6,384,UMNO,MOHD NAJIB TUN ABD RAZAK,MALE,,246,PKR,FARIZ MUSA,MALE,,136,,,,,,,,,,,,,,,,,,,,,,,,,,382,2,0,1,1
P.085_N.23_085/23/13_1,PAHANG,NORMAL VOTE,P.085,PEKAN,N.23,CHINI,085/23/13,TERPAI,SEK. KEB. KINCHIR,1,336,UMNO,MOHD NAJIB TUN ABD RAZAK,MALE,,269,PKR,FARIZ MUSA,MALE,,49,,,,,,,,,,,,,,,,,,,,,,,,,,318,17,1,1,1
CHECK TOTAL,OK,,,CHECK DM,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#N/A
P.086_P.086/POSTAL VOTE_086/UNDI POS_1,PAHANG,POSTAL VOTE,P.086,MARAN,P.086/POSTAL VOTE,POSTAL VOTE,086/UNDI POS,UNDI POS,UNDI POS,1,587,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,271,PAS,USTAZ MUJIBUR RAHMAN,MALE,,95,,,,,,,,,,,,,,,,,,,,,,,,,,366,70,151,1,1
P.086_P.086/EARLY VOTE_086/24/00_1,PAHANG,EARLY VOTE,P.086,MARAN,P.086/EARLY VOTE,LUIT,086/24/00,UNDI AWAL,BILIK NARKOTIK IBU PEJABAT POLIS DAERAH MARAN,1,172,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,159,PAS,USTAZ MUJIBUR RAHMAN,MALE,,12,,,,,,,,,,,,,,,,,,,,,,,,,,171,0,1,1,1
P.086_P.086/EARLY VOTE_086/25/00_1,PAHANG,EARLY VOTE,P.086,MARAN,P.086/EARLY VOTE,KUALA SENTUL,086/25/00,UNDI AWAL,DEWAN RUANG LEGAR UTAMA TINGKAT 1 BALAI POLIS SUNGAI JERIK,1,11,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,11,PAS,USTAZ MUJIBUR RAHMAN,MALE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,0,1,1
P.086_P.086/EARLY VOTE_086/26/00_1,PAHANG,EARLY VOTE,P.086,MARAN,P.086/EARLY VOTE,CHENOR,086/26/00,UNDI AWAL,BILIK MAKLUMAT BALAI POLIS CHENOR,1,32,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,26,PAS,USTAZ MUJIBUR RAHMAN,MALE,,5,,,,,,,,,,,,,,,,,,,,,,,,,,31,1,0,1,1
P.086_N.24_086/24/01_1,PAHANG,NORMAL VOTE,P.086,MARAN,N.24,LUIT,086/24/01,KAMPUNG SERI JAYA,SEK. JENIS KEB. (C) PEI MIN SERI JAYA,1,261,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,78,PAS,USTAZ MUJIBUR RAHMAN,MALE,,177,,,,,,,,,,,,,,,,,,,,,,,,,,255,4,2,1,1
P.086_N.24_086/24/01_2,PAHANG,NORMAL VOTE,P.086,MARAN,N.24,LUIT,086/24/01,KAMPUNG SERI JAYA,SEK. JENIS KEB. (C) PEI MIN SERI JAYA,2,329,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,100,PAS,USTAZ MUJIBUR RAHMAN,MALE,,224,,,,,,,,,,,,,,,,,,,,,,,,,,324,5,0,1,1
P.086_N.24_086/24/01_3,PAHANG,NORMAL VOTE,P.086,MARAN,N.24,LUIT,086/24/01,KAMPUNG SERI JAYA,SEK. JENIS KEB. (C) PEI MIN SERI JAYA,3,343,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,86,PAS,USTAZ MUJIBUR RAHMAN,MALE,,252,,,,,,,,,,,,,,,,,,,,,,,,,,338,5,0,1,1
P.086_N.24_086/24/01_4,PAHANG,NORMAL VOTE,P.086,MARAN,N.24,LUIT,086/24/01,KAMPUNG SERI JAYA,SEK. JENIS KEB. (C) PEI MIN SERI JAYA,4,358,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,99,PAS,USTAZ MUJIBUR RAHMAN,MALE,,257,,,,,,,,,,,,,,,,,,,,,,,,,,356,2,0,1,1
P.086_N.24_086/24/02_1,PAHANG,NORMAL VOTE,P.086,MARAN,N.24,LUIT,086/24/02,KAMPUNG NEW ZEALAND,SEK. KEB. LKTP KAMPUNG NEW ZEALAND,1,302,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,203,PAS,USTAZ MUJIBUR RAHMAN,MALE,,91,,,,,,,,,,,,,,,,,,,,,,,,,,294,8,0,1,1
P.086_N.24_086/24/02_2,PAHANG,NORMAL VOTE,P.086,MARAN,N.24,LUIT,086/24/02,KAMPUNG NEW ZEALAND,SEK. KEB. LKTP KAMPUNG NEW ZEALAND,2,534,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,309,PAS,USTAZ MUJIBUR RAHMAN,MALE,,215,,,,,,,,,,,,,,,,,,,,,,,,,,524,10,0,1,1
P.086_N.24_086/24/03_1,PAHANG,NORMAL VOTE,P.086,MARAN,N.24,LUIT,086/24/03,KAMPUNG LUIT,SEK. KEB. ULU LUIT,1,319,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,164,PAS,USTAZ MUJIBUR RAHMAN,MALE,,143,,,,,,,,,,,,,,,,,,,,,,,,,,307,12,0,1,1
P.086_N.24_086/24/03_2,PAHANG,NORMAL VOTE,P.086,MARAN,N.24,LUIT,086/24/03,KAMPUNG LUIT,SEK. KEB. ULU LUIT,2,412,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,214,PAS,USTAZ MUJIBUR RAHMAN,MALE,,197,,,,,,,,,,,,,,,,,,,,,,,,,,411,1,0,1,1
P.086_N.24_086/24/03_3,PAHANG,NORMAL VOTE,P.086,MARAN,N.24,LUIT,086/24/03,KAMPUNG LUIT,SEK. KEB. ULU LUIT,3,387,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,162,PAS,USTAZ MUJIBUR RAHMAN,MALE,,220,,,,,,,,,,,,,,,,,,,,,,,,,,382,5,0,1,1
P.086_N.24_086/24/04_1,PAHANG,NORMAL VOTE,P.086,MARAN,N.24,LUIT,086/24/04,BANDAR MARAN,SEK. KEB. MARAN,1,256,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,143,PAS,USTAZ MUJIBUR RAHMAN,MALE,,107,,,,,,,,,,,,,,,,,,,,,,,,,,250,6,0,1,1
P.086_N.24_086/24/04_2,PAHANG,NORMAL VOTE,P.086,MARAN,N.24,LUIT,086/24/04,BANDAR MARAN,SEK. KEB. MARAN,2,460,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,243,PAS,USTAZ MUJIBUR RAHMAN,MALE,,210,,,,,,,,,,,,,,,,,,,,,,,,,,453,7,0,1,1
P.086_N.24_086/24/04_3,PAHANG,NORMAL VOTE,P.086,MARAN,N.24,LUIT,086/24/04,BANDAR MARAN,SEK. KEB. MARAN,3,430,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,246,PAS,USTAZ MUJIBUR RAHMAN,MALE,,175,,,,,,,,,,,,,,,,,,,,,,,,,,421,9,0,1,1
P.086_N.24_086/24/04_4,PAHANG,NORMAL VOTE,P.086,MARAN,N.24,LUIT,086/24/04,BANDAR MARAN,SEK. KEB. MARAN,4,427,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,244,PAS,USTAZ MUJIBUR RAHMAN,MALE,,180,,,,,,,,,,,,,,,,,,,,,,,,,,424,3,0,1,1
P.086_N.24_086/24/05_1,PAHANG,NORMAL VOTE,P.086,MARAN,N.24,LUIT,086/24/05,FELDA BUKIT TAJAU,SEK. KEB. LKTP BUKIT TAJAU,1,319,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,223,PAS,USTAZ MUJIBUR RAHMAN,MALE,,87,,,,,,,,,,,,,,,,,,,,,,,,,,310,9,0,1,1
P.086_N.24_086/24/05_2,PAHANG,NORMAL VOTE,P.086,MARAN,N.24,LUIT,086/24/05,FELDA BUKIT TAJAU,SEK. KEB. LKTP BUKIT TAJAU,2,470,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,309,PAS,USTAZ MUJIBUR RAHMAN,MALE,,160,,,,,,,,,,,,,,,,,,,,,,,,,,469,1,0,1,1
P.086_N.24_086/24/05_3,PAHANG,NORMAL VOTE,P.086,MARAN,N.24,LUIT,086/24/05,FELDA BUKIT TAJAU,SEK. KEB. LKTP BUKIT TAJAU,3,453,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,282,PAS,USTAZ MUJIBUR RAHMAN,MALE,,169,,,,,,,,,,,,,,,,,,,,,,,,,,451,2,0,1,1
P.086_N.24_086/24/06_1,PAHANG,NORMAL VOTE,P.086,MARAN,N.24,LUIT,086/24/06,KAMPUNG SENTOSA,SEK. KEB. SENTOSA,1,309,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,196,PAS,USTAZ MUJIBUR RAHMAN,MALE,,103,,,,,,,,,,,,,,,,,,,,,,,,,,299,10,0,1,1
P.086_N.24_086/24/06_2,PAHANG,NORMAL VOTE,P.086,MARAN,N.24,LUIT,086/24/06,KAMPUNG SENTOSA,SEK. KEB. SENTOSA,2,406,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,277,PAS,USTAZ MUJIBUR RAHMAN,MALE,,124,,,,,,,,,,,,,,,,,,,,,,,,,,401,5,0,1,1
P.086_N.24_086/24/07_1,PAHANG,NORMAL VOTE,P.086,MARAN,N.24,LUIT,086/24/07,SRI KERAMAT,SEK. KEB. SRI KERAMAT,1,284,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,174,PAS,USTAZ MUJIBUR RAHMAN,MALE,,105,,,,,,,,,,,,,,,,,,,,,,,,,,279,5,0,1,1
P.086_N.24_086/24/07_2,PAHANG,NORMAL VOTE,P.086,MARAN,N.24,LUIT,086/24/07,SRI KERAMAT,SEK. KEB. SRI KERAMAT,2,396,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,198,PAS,USTAZ MUJIBUR RAHMAN,MALE,,197,,,,,,,,,,,,,,,,,,,,,,,,,,395,1,0,1,1
P.086_N.24_086/24/07_3,PAHANG,NORMAL VOTE,P.086,MARAN,N.24,LUIT,086/24/07,SRI KERAMAT,SEK. KEB. SRI KERAMAT,3,376,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,217,PAS,USTAZ MUJIBUR RAHMAN,MALE,,157,,,,,,,,,,,,,,,,,,,,,,,,,,374,2,0,1,1
P.086_N.24_086/24/08_1,PAHANG,NORMAL VOTE,P.086,MARAN,N.24,LUIT,086/24/08,KAMPUNG SENGGORA,SEK. KEB. SENGGORA,1,314,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,169,PAS,USTAZ MUJIBUR RAHMAN,MALE,,141,,,,,,,,,,,,,,,,,,,,,,,,,,310,4,0,1,1
P.086_N.24_086/24/09_1,PAHANG,NORMAL VOTE,P.086,MARAN,N.24,LUIT,086/24/09,LUBUKPAKU,DEWAN MINI KAMPUNG LUBUK PAKU,1,350,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,222,PAS,USTAZ MUJIBUR RAHMAN,MALE,,122,,,,,,,,,,,,,,,,,,,,,,,,,,344,6,0,1,1
P.086_N.24_086/24/10_1,PAHANG,NORMAL VOTE,P.086,MARAN,N.24,LUIT,086/24/10,SERENGKAM,SEK. KEB. SERENGKAM,1,315,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,169,PAS,USTAZ MUJIBUR RAHMAN,MALE,,125,,,,,,,,,,,,,,,,,,,,,,,,,,294,21,0,1,1
P.086_N.24_086/24/11_1,PAHANG,NORMAL VOTE,P.086,MARAN,N.24,LUIT,086/24/11,KUALA WAU,SEK. KEB. KUALA WAU,1,164,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,113,PAS,USTAZ MUJIBUR RAHMAN,MALE,,51,,,,,,,,,,,,,,,,,,,,,,,,,,164,0,0,1,1
P.086_N.25_086/25/01_1,PAHANG,NORMAL VOTE,P.086,MARAN,N.25,KUALA SENTUL,086/25/01,FELDA JENGKA 1,SEK. KEB. LKTP JENGKA 1,1,305,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,220,PAS,USTAZ MUJIBUR RAHMAN,MALE,,67,,,,,,,,,,,,,,,,,,,,,,,,,,287,18,0,1,1
P.086_N.25_086/25/01_2,PAHANG,NORMAL VOTE,P.086,MARAN,N.25,KUALA SENTUL,086/25/01,FELDA JENGKA 1,SEK. KEB. LKTP JENGKA 1,2,443,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,328,PAS,USTAZ MUJIBUR RAHMAN,MALE,,107,,,,,,,,,,,,,,,,,,,,,,,,,,435,8,0,1,1
P.086_N.25_086/25/01_3,PAHANG,NORMAL VOTE,P.086,MARAN,N.25,KUALA SENTUL,086/25/01,FELDA JENGKA 1,SEK. KEB. LKTP JENGKA 1,3,425,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,265,PAS,USTAZ MUJIBUR RAHMAN,MALE,,157,,,,,,,,,,,,,,,,,,,,,,,,,,422,3,0,1,1
P.086_N.25_086/25/01_4,PAHANG,NORMAL VOTE,P.086,MARAN,N.25,KUALA SENTUL,086/25/01,FELDA JENGKA 1,SEK. KEB. LKTP JENGKA 1,4,408,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,245,PAS,USTAZ MUJIBUR RAHMAN,MALE,,158,,,,,,,,,,,,,,,,,,,,,,,,,,403,5,0,1,1
P.086_N.25_086/25/02_1,PAHANG,NORMAL VOTE,P.086,MARAN,N.25,KUALA SENTUL,086/25/02,SUNGAI JERIK,SEK. JENIS KEB. (C) JERIK,1,250,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,108,PAS,USTAZ MUJIBUR RAHMAN,MALE,,132,,,,,,,,,,,,,,,,,,,,,,,,,,240,10,0,1,1
P.086_N.25_086/25/02_2,PAHANG,NORMAL VOTE,P.086,MARAN,N.25,KUALA SENTUL,086/25/02,SUNGAI JERIK,SEK. JENIS KEB. (C) JERIK,2,292,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,148,PAS,USTAZ MUJIBUR RAHMAN,MALE,,135,,,,,,,,,,,,,,,,,,,,,,,,,,283,9,0,1,1
P.086_N.25_086/25/02_3,PAHANG,NORMAL VOTE,P.086,MARAN,N.25,KUALA SENTUL,086/25/02,SUNGAI JERIK,SEK. JENIS KEB. (C) JERIK,3,324,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,129,PAS,USTAZ MUJIBUR RAHMAN,MALE,,193,,,,,,,,,,,,,,,,,,,,,,,,,,322,2,0,1,1
P.086_N.25_086/25/03_1,PAHANG,NORMAL VOTE,P.086,MARAN,N.25,KUALA SENTUL,086/25/03,ULU JEMPOL,SEK. KEB. LKTP ULU JEMPOL,1,306,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,234,PAS,USTAZ MUJIBUR RAHMAN,MALE,,61,,,,,,,,,,,,,,,,,,,,,,,,,,295,11,0,1,1
P.086_N.25_086/25/03_2,PAHANG,NORMAL VOTE,P.086,MARAN,N.25,KUALA SENTUL,086/25/03,ULU JEMPOL,SEK. KEB. LKTP ULU JEMPOL,2,495,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,362,PAS,USTAZ MUJIBUR RAHMAN,MALE,,126,,,,,,,,,,,,,,,,,,,,,,,,,,488,7,0,1,1
P.086_N.25_086/25/03_3,PAHANG,NORMAL VOTE,P.086,MARAN,N.25,KUALA SENTUL,086/25/03,ULU JEMPOL,SEK. KEB. LKTP ULU JEMPOL,3,446,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,281,PAS,USTAZ MUJIBUR RAHMAN,MALE,,161,,,,,,,,,,,,,,,,,,,,,,,,,,442,4,0,1,1
P.086_N.25_086/25/03_4,PAHANG,NORMAL VOTE,P.086,MARAN,N.25,KUALA SENTUL,086/25/03,ULU JEMPOL,SEK. KEB. LKTP ULU JEMPOL,4,440,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,298,PAS,USTAZ MUJIBUR RAHMAN,MALE,,136,,,,,,,,,,,,,,,,,,,,,,,,,,434,6,0,1,1
P.086_N.25_086/25/04_1,PAHANG,NORMAL VOTE,P.086,MARAN,N.25,KUALA SENTUL,086/25/04,FELDA JENGKA 2,SEK. KEB. LKTP JENGKA 2,1,323,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,250,PAS,USTAZ MUJIBUR RAHMAN,MALE,,64,,,,,,,,,,,,,,,,,,,,,,,,,,314,9,0,1,1
P.086_N.25_086/25/04_2,PAHANG,NORMAL VOTE,P.086,MARAN,N.25,KUALA SENTUL,086/25/04,FELDA JENGKA 2,SEK. KEB. LKTP JENGKA 2,2,438,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,316,PAS,USTAZ MUJIBUR RAHMAN,MALE,,118,,,,,,,,,,,,,,,,,,,,,,,,,,434,4,0,1,1
P.086_N.25_086/25/04_3,PAHANG,NORMAL VOTE,P.086,MARAN,N.25,KUALA SENTUL,086/25/04,FELDA JENGKA 2,SEK. KEB. LKTP JENGKA 2,3,422,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,282,PAS,USTAZ MUJIBUR RAHMAN,MALE,,139,,,,,,,,,,,,,,,,,,,,,,,,,,421,1,0,1,1
P.086_N.25_086/25/04_4,PAHANG,NORMAL VOTE,P.086,MARAN,N.25,KUALA SENTUL,086/25/04,FELDA JENGKA 2,SEK. KEB. LKTP JENGKA 2,4,416,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,270,PAS,USTAZ MUJIBUR RAHMAN,MALE,,140,,,,,,,,,,,,,,,,,,,,,,,,,,410,6,0,1,1
P.086_N.25_086/25/05_1,PAHANG,NORMAL VOTE,P.086,MARAN,N.25,KUALA SENTUL,086/25/05,FELDA JENGKA 3,SEK. KEB. LKTP JENGKA 3,1,308,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,204,PAS,USTAZ MUJIBUR RAHMAN,MALE,,100,,,,,,,,,,,,,,,,,,,,,,,,,,304,3,1,1,1
P.086_N.25_086/25/05_2,PAHANG,NORMAL VOTE,P.086,MARAN,N.25,KUALA SENTUL,086/25/05,FELDA JENGKA 3,SEK. KEB. LKTP JENGKA 3,2,395,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,260,PAS,USTAZ MUJIBUR RAHMAN,MALE,,134,,,,,,,,,,,,,,,,,,,,,,,,,,394,1,0,1,1
P.086_N.25_086/25/05_3,PAHANG,NORMAL VOTE,P.086,MARAN,N.25,KUALA SENTUL,086/25/05,FELDA JENGKA 3,SEK. KEB. LKTP JENGKA 3,3,371,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,218,PAS,USTAZ MUJIBUR RAHMAN,MALE,,149,,,,,,,,,,,,,,,,,,,,,,,,,,367,4,0,1,1
P.086_N.25_086/25/05_4,PAHANG,NORMAL VOTE,P.086,MARAN,N.25,KUALA SENTUL,086/25/05,FELDA JENGKA 3,SEK. KEB. LKTP JENGKA 3,4,384,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,209,PAS,USTAZ MUJIBUR RAHMAN,MALE,,174,,,,,,,,,,,,,,,,,,,,,,,,,,383,1,0,1,1
P.086_N.25_086/25/06_1,PAHANG,NORMAL VOTE,P.086,MARAN,N.25,KUALA SENTUL,086/25/06,FELDA JENGKA 4,SEK. KEB. LKTP JENGKA 4,1,319,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,166,PAS,USTAZ MUJIBUR RAHMAN,MALE,,147,,,,,,,,,,,,,,,,,,,,,,,,,,313,6,0,1,1
P.086_N.25_086/25/06_2,PAHANG,NORMAL VOTE,P.086,MARAN,N.25,KUALA SENTUL,086/25/06,FELDA JENGKA 4,SEK. KEB. LKTP JENGKA 4,2,556,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,298,PAS,USTAZ MUJIBUR RAHMAN,MALE,,253,,,,,,,,,,,,,,,,,,,,,,,,,,551,5,0,1,1
P.086_N.25_086/25/06_3,PAHANG,NORMAL VOTE,P.086,MARAN,N.25,KUALA SENTUL,086/25/06,FELDA JENGKA 4,SEK. KEB. LKTP JENGKA 4,3,527,UMNO,DATO' HAJI ISMAIL BIN ABD. MUTTALIB,MALE,,240,PAS,USTAZ MUJIBUR RAHMAN,MALE,,285,,,,,,,,,,,,,,,,,,,,,,,,,,525,2,0,1,1
